Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Nariman Akhundzada,"RW, CAM, ST",Premyer Liqa (Azerbaijan),2023,2028,20,68,80,72870,"185cm / 6'1""",78kg / 172lbs,Right,69,ST,12,"Jul 1, 2023",N/A,€2.9M,€12K,€7M,307,60,66,63,59,59,298,72,52,46,58,70,351,77,74,70,67,63,326,70,74,61,60,61,256,47,28,68,62,51,67,58,24,18,16,49,11,11,13,8,6,1645,353,3,3,N/A,N/A,1,Normal (185+),No,75,65,59,70,26,58
Patrick Correia Andrade,"CDM, CAM, CDM",Premyer Liqa (Azerbaijan),2023,2025,31,68,68,224259,"176cm / 5'9""",70kg / 154lbs,Left,68,CDM,0,"Jul 15, 2023",N/A,€850K,€14K,€1.9M,278,55,55,53,69,46,320,68,61,50,72,69,342,68,67,68,66,73,313,67,64,62,64,56,321,73,65,61,64,58,65,191,65,64,62,52,7,8,15,7,15,1817,385,3,3,N/A,N/A,1,Normal (170-185),No,67,58,64,68,63,65
Marko Janković,"CM, CDM, CM",Premyer Liqa (Azerbaijan),2022,2027,28,68,68,234984,"172cm / 5'8""",65kg / 143lbs,Right,68,CM,0,"Jul 1, 2022",N/A,€1.2M,€15K,€2.6M,278,59,58,48,70,43,330,72,61,58,69,70,364,75,71,71,65,82,308,66,62,64,59,57,323,62,66,66,69,60,61,187,59,65,63,53,13,13,6,15,6,1843,392,3,3,N/A,N/A,1,Normal (170-185),No,73,59,66,71,62,61
Mateusz Kochalski,"GK, GK",Premyer Liqa (Azerbaijan),2024,2027,23,68,72,258239,"190cm / 6'3""",88kg / 194lbs,Right,68,GK,4,"Aug 15, 2024",N/A,€1.4M,€7K,€3.2M,70,13,12,13,24,8,88,15,16,13,23,21,210,43,32,32,60,43,190,44,52,34,47,13,111,30,14,7,45,15,39,35,9,14,12,332,69,63,59,69,72,1036,371,2,1,N/A,N/A,1,Normal (185+),No,69,63,59,72,39,69
Júlio Rodrigues Romão,"CDM, CM, CB",Premyer Liqa (Azerbaijan),2022,2026,26,68,69,258360,"193cm / 6'4""",88kg / 194lbs,Right,69,CB,1,"Jul 17, 2022",N/A,€1.3M,€14K,€3M,246,44,33,57,71,41,303,74,42,45,70,72,298,61,58,59,59,61,341,67,77,64,90,43,285,82,63,48,43,49,62,197,59,70,68,45,12,6,7,9,11,1715,375,3,3,N/A,N/A,1,Normal (185+),No,59,44,57,70,64,81
Elvin Cafarquliyev,"LB, LWB",Premyer Liqa (Azerbaijan),2019,2026,23,67,72,72869,"180cm / 5'11""",77kg / 170lbs,Left,68,LWB,5,"Jul 1, 2019",N/A,€1.4M,€12K,€3.2M,256,69,45,51,62,29,287,69,56,34,60,68,340,73,71,65,67,64,286,54,65,63,61,43,285,68,64,58,64,31,59,190,63,65,62,47,10,10,8,12,7,1691,373,3,3,N/A,N/A,1,Normal (170-185),No,72,46,62,67,63,63
Aleksey Isayev,"CM, CDM, CM",Premyer Liqa (Azerbaijan),2024,2027,28,67,67,72876,"177cm / 5'10""",74kg / 163lbs,Right,67,CM,0,"Jan 4, 2024",N/A,€1M,€15K,€2.2M,290,60,60,47,71,52,332,68,63,64,68,69,335,68,66,70,62,69,306,63,57,71,56,59,311,64,61,61,69,56,71,175,60,59,56,48,7,8,8,12,13,1797,381,3,3,N/A,N/A,1,Lean (170-185),No,67,60,67,68,58,61
Bahlul Mustafazada,"CB, CB",Premyer Liqa (Azerbaijan),2021,2027,27,66,66,72871,"190cm / 6'3""",82kg / 181lbs,Right,66,CB,0,"Jul 29, 2021",N/A,€800K,€13K,€1.8M,212,28,21,65,69,29,226,53,30,20,64,59,291,61,63,52,66,49,267,36,72,64,72,23,210,48,68,31,30,33,68,198,69,66,63,52,12,12,10,13,5,1456,324,3,2,N/A,N/A,1,Lean (185+),No,62,26,48,56,67,65
Kevin Medina,"CB, CB",Premyer Liqa (Azerbaijan),2020,2025,31,66,66,72874,"184cm / 6'0""",80kg / 176lbs,Left,66,CB,0,"Jul 19, 2020",N/A,€575K,€14K,€1.3M,199,27,21,64,67,20,229,51,30,25,63,60,293,62,64,53,58,56,272,48,70,64,70,20,229,67,67,29,36,30,66,196,65,67,64,49,12,10,10,11,6,1467,327,3,2,N/A,N/A,1,Normal (170-185),No,63,27,48,55,66,68
Riçard Almeyda,"CM, CDM, CM",Premyer Liqa (Azerbaijan),2021,2025,35,66,66,72875,"177cm / 5'10""",75kg / 165lbs,Left,66,CM,0,"Jul 3, 2021",N/A,€350K,€11K,€770K,271,46,58,52,71,44,312,67,53,54,72,66,306,58,56,60,64,68,299,60,60,58,65,56,338,65,68,59,63,83,68,194,61,68,65,49,12,7,13,11,6,1769,372,3,2,N/A,N/A,1,Lean (170-185),No,57,59,63,66,64,63
Abbas Hüseynov,"RB, RB",Premyer Liqa (Azerbaijan),2017,2025,29,66,66,72877,"179cm / 5'10""",76kg / 168lbs,Right,66,RB,0,"Jul 1, 2017",N/A,€750K,€14K,€1.7M,259,70,38,61,64,26,289,68,62,32,62,65,343,74,72,69,61,67,300,55,74,64,68,39,268,54,64,58,57,35,59,182,63,61,58,63,13,11,15,11,13,1704,370,3,3,N/A,N/A,1,Normal (170-185),No,73,42,62,66,62,65
Emmanuel Addai,"LM, ST, RM, RM",Premyer Liqa (Azerbaijan),2024,2026,22,66,73,276093,"173cm / 5'8""",65kg / 143lbs,Right,67,RM,7,"Aug 23, 2024",N/A,€1.7M,€12K,€4.1M,287,66,60,50,64,47,290,67,42,54,61,66,341,76,78,61,62,64,291,61,65,50,58,57,235,37,15,64,63,56,54,69,24,24,21,51,12,8,10,7,14,1564,340,3,3,N/A,N/A,1,Normal (170-185),No,77,59,62,65,25,52
Oleksiy Kashchuk,"RW, RM, LM, LW",Premyer Liqa (Azerbaijan),2024,2027,24,66,71,277456,"180cm / 5'11""",70kg / 154lbs,Left,69,LW,5,"Sep 3, 2024",N/A,€1.3M,€13K,€3M,296,67,64,48,71,46,296,65,52,46,72,61,351,70,71,65,67,78,293,56,58,62,58,59,257,37,25,66,70,59,58,109,38,38,33,55,8,13,12,13,9,1657,354,3,3,N/A,N/A,1,Normal (170-185),No,71,60,68,64,36,55
Redon Xhixha,"ST, ST",Premyer Liqa (Azerbaijan),2023,2026,25,64,66,72872,"180cm / 5'11""",75kg / 165lbs,Right,66,ST,2,"Jan 24, 2023",N/A,€750K,€14K,€1.7M,275,36,67,64,51,57,244,57,34,45,47,61,321,67,64,62,63,65,319,68,70,57,64,60,236,47,18,68,49,54,57,42,15,14,13,48,14,7,8,9,10,1485,314,3,2,N/A,N/A,1,Lean (170-185),No,65,65,46,59,20,59
Musa Gurbanli,"ST, ST",Premyer Liqa (Azerbaijan),2024,2027,22,62,70,276614,"185cm / 6'1""",83kg / 183lbs,Right,64,ST,8,"Jul 1, 2024",N/A,€900K,€12K,€2.2M,258,40,62,57,42,57,257,61,59,44,33,60,322,69,69,67,56,61,340,71,71,66,71,61,227,38,15,65,48,61,62,53,16,22,15,50,7,14,12,8,9,1507,320,3,3,N/A,N/A,1,Normal (185+),No,69,63,42,61,22,63
Sadiq Mammadzada,"GK, GK",Premyer Liqa (Azerbaijan),2024,2029,17,60,75,74952,"186cm / 6'1""",77kg / 170lbs,Right,60,GK,15,"Jul 1, 2024",N/A,€475K,€2K,€1.3M,67,11,9,12,25,10,72,10,14,15,21,12,186,33,30,34,51,38,186,46,53,20,59,8,99,25,10,7,39,18,31,32,8,13,11,303,61,59,61,60,62,945,335,3,1,N/A,N/A,1,Lean (185+),No,61,59,61,62,32,60
