Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Khaled Al Blooshi,"CAM, CM, CAM",Pro League (United Arab Emirates),2019,2026,25,62,67,252771,"174cm / 5'9""",61kg / 134lbs,Right,64,CAM,5,"Jul 1, 2019",N/A,€575K,€16K,€1.3M,246,51,53,36,65,41,293,64,57,43,64,65,347,66,67,74,57,83,246,47,42,62,45,50,244,43,43,58,60,40,57,134,46,45,43,55,9,10,14,15,7,1565,336,3,2,N/A,N/A,1,Lean (170-185),No,67,50,60,66,44,49
Matías Segovia,"RM, RW, CAM",Pro League (United Arab Emirates),2024,2025,21,62,76,259432,"165cm / 5'5""",54kg / 119lbs,Left,64,CAM,14,"Jul 1, 2024",N/A,€975K,€12K,€2.8M,251,60,55,36,61,39,260,67,37,37,55,64,301,64,66,60,50,61,243,57,36,54,38,58,234,27,20,60,66,61,50,70,15,27,28,49,12,7,10,10,10,1408,306,3,3,N/A,N/A,1,Lean (170-),No,65,56,59,63,23,40
Solomon Sosu,"LB, RB, LB",Pro League (United Arab Emirates),2023,2027,19,61,72,74993,"174cm / 5'9""",70kg / 154lbs,Left,61,LB,11,"Jul 1, 2023",N/A,€675K,€11K,€1.6M,215,47,38,47,56,27,241,70,26,26,48,71,335,68,68,65,58,76,235,37,56,55,57,30,233,45,61,47,47,33,42,175,59,58,58,48,9,13,6,10,10,1482,332,3,2,N/A,N/A,1,Normal (170-185),No,68,36,48,68,58,54
Mohammed Bu Sanda,"GK, GK",Pro League (United Arab Emirates),2013,2026,29,60,61,247067,"184cm / 6'0""",78kg / 172lbs,Right,60,GK,1,"Jul 1, 2013",N/A,€190K,€10K,€432K,67,14,8,14,23,8,74,11,12,10,24,17,212,35,37,36,56,48,191,39,56,28,61,7,86,26,6,4,38,12,37,34,8,13,13,289,60,60,52,57,60,953,325,3,1,N/A,N/A,1,Lean (170-185),No,60,60,52,60,36,57
Josna Loulendo,"ST, ST",Pro League (United Arab Emirates),2023,2027,20,59,68,71548,"183cm / 6'0""",73kg / 161lbs,Right,61,ST,9,"Oct 27, 2023",N/A,€500K,€13K,€1.2M,231,28,59,54,45,45,217,59,36,31,34,57,322,69,69,58,64,62,272,60,57,53,53,49,211,34,14,63,40,60,49,40,14,10,16,60,11,11,15,8,15,1353,288,2,2,N/A,N/A,1,Normal (170-185),No,69,57,38,58,17,49
Abdoulkarim Traore,"CDM, CDM",Pro League (United Arab Emirates),2023,2029,19,59,74,279061,"173cm / 5'8""",71kg / 157lbs,Right,60,CDM,15,"Jul 1, 2023",N/A,€500K,€10K,€1.4M,209,36,35,47,64,27,234,47,36,37,59,55,320,64,64,54,61,77,225,41,54,49,56,25,237,59,56,36,47,39,51,174,61,56,57,52,15,9,6,10,12,1451,315,3,2,N/A,N/A,1,Normal (170-185),No,64,34,52,53,57,55
Kaua Bastian Santana,"CB, CB",Pro League (United Arab Emirates),2024,2027,19,58,67,74996,"186cm / 6'1""",83kg / 183lbs,Right,60,CB,9,"Jan 1, 2024",N/A,€400K,€10K,€960K,174,22,18,51,61,22,184,42,23,29,37,53,277,65,64,45,51,52,240,38,62,58,65,17,198,56,58,27,25,32,43,172,57,59,56,53,15,14,6,8,10,1298,291,3,2,N/A,N/A,1,Normal (185+),No,64,23,39,47,57,61
Mohamed Awad Alla,"LW, RW, ST, RM",Pro League (United Arab Emirates),2020,2027,21,58,67,74997,"179cm / 5'10""",70kg / 154lbs,Right,59,RM,9,"Jul 1, 2020",N/A,€450K,€13K,€1.1M,271,57,59,40,59,56,248,58,52,30,46,62,304,65,70,59,41,69,234,57,43,40,48,46,214,31,20,57,53,53,42,62,16,24,22,46,9,6,13,12,6,1379,299,3,2,N/A,N/A,1,Normal (170-185),No,68,55,54,58,22,42
Mohammed Hamid,"CDM, CM, CDM",Pro League (United Arab Emirates),2023,2027,18,58,68,74998,"175cm / 5'9""",73kg / 161lbs,Right,59,CDM,10,"Jul 1, 2023",N/A,€400K,€10K,€960K,211,37,41,44,57,32,228,49,33,36,53,57,312,62,67,55,55,73,244,47,53,52,61,31,238,57,60,31,50,40,39,174,57,60,57,49,7,9,14,10,9,1456,321,2,2,N/A,N/A,1,Normal (170-185),No,65,39,49,53,57,58
Eisa Khalfan,"ST, ST",Pro League (United Arab Emirates),2023,2027,21,56,63,71550,"183cm / 6'0""",78kg / 172lbs,Right,58,ST,7,"Oct 1, 2023",N/A,€300K,€13K,€720K,239,30,64,57,45,43,198,50,33,29,34,52,282,55,58,58,52,59,282,58,62,50,64,48,217,42,14,56,46,59,42,42,11,18,13,55,11,13,7,15,9,1315,281,2,2,N/A,N/A,1,Normal (170-185),No,57,58,39,52,19,56
Mansour Saeed,"LB, LB",Pro League (United Arab Emirates),2023,2029,22,56,64,277572,"176cm / 5'9""",66kg / 146lbs,Left,56,LB,8,"Jul 1, 2023",N/A,€300K,€13K,€720K,213,49,29,53,47,35,225,53,45,32,45,50,325,68,69,61,53,74,262,31,73,59,65,34,231,55,55,44,38,39,41,152,50,50,52,54,13,10,11,9,11,1462,312,3,2,N/A,N/A,1,Normal (170-185),No,69,32,44,53,52,62
Hazem Mohammed,"RM, CAM, LM",Pro League (United Arab Emirates),2023,2029,19,56,69,277574,"180cm / 5'11""",79kg / 174lbs,Left,57,LM,13,"Jul 15, 2023",N/A,€350K,€11K,€989K,239,54,47,49,54,35,289,61,58,54,54,62,314,66,67,64,45,72,268,46,60,56,67,39,233,54,36,46,45,52,52,96,30,31,35,55,14,7,15,11,8,1494,320,2,3,N/A,N/A,1,Lean (170-185),No,67,45,52,61,34,61
Rilwanu Sarki,"RM, RW, RM",Pro League (United Arab Emirates),2023,2027,20,55,64,71653,"162cm / 5'4""",60kg / 132lbs,Right,56,RM,9,"Jul 1, 2023",N/A,€275K,€11K,€660K,224,49,46,32,50,47,251,56,45,38,49,63,326,73,73,62,42,76,210,53,35,52,32,38,181,25,16,47,46,47,40,71,21,27,23,48,11,6,7,10,14,1311,284,2,2,N/A,N/A,1,Lean (170-),No,73,46,48,58,23,36
