Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Corry Evans,"CDM, CM, CDM",League Two (England),2024,2024,33,66,66,186135,"180cm / 5'11""",69kg / 152lbs,Right,66,CDM,0,"Oct 6, 2024",N/A,€425K,€14K,€744K,279,53,51,60,68,47,289,61,55,44,65,64,271,49,37,59,64,62,317,62,61,69,62,63,281,62,66,44,62,47,61,196,67,65,64,61,13,12,6,15,15,1694,350,3,2,N/A,N/A,1,Lean (170-185),No,42,55,62,62,65,64
Bradley Halliday,"RB, RB",League Two (England),2022,2026,28,66,66,219467,"180cm / 5'11""",68kg / 150lbs,Right,66,RB,0,"Jul 10, 2022",N/A,€775K,€14K,€1.4M,230,58,33,52,57,30,253,60,46,37,53,57,371,75,80,75,64,77,322,49,69,91,68,45,280,68,63,53,52,44,50,179,57,62,60,54,15,9,9,11,10,1689,367,3,2,N/A,N/A,1,Normal (170-185),No,78,40,54,61,60,74
Tom Naylor,"CDM, CB, CDM",League Two (England),2023,2026,33,66,66,206536,"188cm / 6'2""",72kg / 159lbs,Right,66,CDM,0,"Jun 21, 2023",N/A,€425K,€14K,€744K,291,56,57,62,65,51,291,58,55,52,64,62,311,59,66,62,63,61,357,67,71,80,75,64,303,70,64,55,62,52,63,189,62,64,63,48,8,13,9,10,8,1790,382,3,2,N/A,N/A,1,Lean (185+),No,63,60,61,60,63,75
George Byers,"CM, CDM, CM",League Two (England),2024,2027,28,66,66,224855,"180cm / 5'11""",73kg / 161lbs,Right,66,CM,0,"Jul 9, 2024",N/A,€850K,€14K,€1.5M,270,44,59,45,68,54,315,64,64,55,66,66,321,56,60,67,68,70,330,67,56,76,66,65,305,64,64,60,65,52,70,182,57,63,62,59,15,10,10,16,8,1782,374,4,3,N/A,N/A,1,Normal (170-185),Yes,58,61,61,66,60,68
George Cox,"LB, CDM, LB",League Two (England),2024,2025,26,66,67,234848,"171cm / 5'7""",66kg / 146lbs,Left,66,LB,1,"Aug 30, 2024",N/A,€925K,€9K,€1.7M,272,69,59,50,64,30,297,63,64,53,52,65,352,70,79,64,65,74,337,73,63,68,64,69,281,64,63,58,55,41,66,179,58,59,62,54,12,8,14,13,7,1772,386,3,3,N/A,N/A,1,Lean (170-185),No,75,61,61,65,59,65
Zech Medley,"CB, CB",League Two (England),2024,2026,23,66,72,240334,"195cm / 6'5""",90kg / 198lbs,Left,68,CB,6,"Jul 2, 2024",N/A,€1.2M,€11K,€2.3M,218,34,25,67,57,35,217,50,34,29,48,56,286,55,69,53,58,51,292,41,77,62,85,27,239,65,62,32,37,43,50,191,62,66,63,50,10,11,5,10,14,1493,330,2,2,N/A,N/A,1,Normal (185+),No,63,30,45,53,64,75
Brendan Wiredu,"CB, CB",League Two (England),2022,2026,24,66,69,246723,"191cm / 6'3""",86kg / 190lbs,Right,68,CB,3,"Jun 21, 2022",N/A,€1M,€11K,€1.8M,288,59,56,61,64,48,283,64,49,47,60,63,363,80,79,73,61,70,347,55,83,73,78,58,311,72,66,61,59,53,65,191,62,64,65,55,10,15,11,11,8,1838,400,3,2,N/A,N/A,1,Normal (185+),No,79,56,60,65,64,76
Ben Woodburn,"CAM, LW, CAM",League Two (England),2024,2026,24,66,70,236248,"174cm / 5'9""",72kg / 159lbs,Right,68,CAM,4,"Jul 23, 2024",N/A,€1.2M,€10K,€2.2M,270,61,61,35,65,48,315,69,56,58,63,69,370,78,66,80,62,84,296,68,50,66,45,67,275,50,42,63,62,58,63,122,35,48,39,48,14,7,7,8,12,1696,360,4,3,N/A,N/A,1,Lean (170-185),Yes,71,63,63,70,41,52
Mickey Demetriou,"CB, CB",League Two (England),2023,2025,33,65,65,223381,"188cm / 6'2""",79kg / 174lbs,Left,65,CB,0,"Jul 21, 2023",N/A,€350K,€9K,€613K,263,57,43,66,59,38,281,54,54,56,60,57,291,50,52,58,61,70,340,58,80,81,76,45,277,65,64,46,42,60,60,188,63,63,62,62,16,9,11,12,14,1702,348,3,2,N/A,N/A,1,Normal (185+),No,51,47,55,57,63,75
Luke Molyneux,"RM, RM",League Two (England),2022,2027,26,65,66,235915,"180cm / 5'11""",75kg / 165lbs,Left,65,RM,1,"Jul 1, 2022",N/A,€850K,€13K,€1.6M,285,65,57,53,55,55,300,63,64,60,53,60,370,84,81,74,57,74,329,59,69,81,58,62,269,42,49,60,59,59,60,143,46,48,49,47,5,10,13,8,11,1743,371,3,3,N/A,N/A,1,Normal (170-185),No,82,59,58,63,48,61
Rhys Williams,"CB, CB",League Two (England),,"Dec 31, 2024 On loan",23,65,75,247601,"195cm / 6'5""",76kg / 168lbs,Right,67,CB,10,"Feb 26, 2019","Dec 31, 2024",€1.5M,€37K,€0,234,32,36,65,64,37,240,56,31,31,64,58,287,62,66,50,62,47,267,43,73,51,73,27,247,66,65,27,48,41,59,190,63,68,59,50,5,14,5,12,14,1515,337,2,2,N/A,N/A,1,Lean (185+),Yes,64,35,51,56,65,66
Connor Mahoney,"RM, LM, RM",League Two (England),2024,2026,27,65,65,220045,"175cm / 5'9""",67kg / 148lbs,Left,65,RM,0,"Jul 1, 2024",N/A,€750K,€9K,€1.3M,268,67,62,35,56,48,321,66,69,64,57,65,364,77,72,77,62,76,292,65,46,75,44,62,242,35,40,57,61,49,55,112,34,40,38,49,10,12,10,7,10,1648,350,4,3,N/A,N/A,1,Normal (170-185),No,74,61,60,67,38,50
Jordan Jones,"LM, RM, LM",League Two (England),2024,2027,29,65,65,212680,"174cm / 5'9""",61kg / 134lbs,Right,65,LM,0,"Aug 27, 2024",N/A,€700K,€10K,€1.2M,274,66,58,39,62,49,316,67,64,64,59,62,388,81,81,79,56,91,254,60,46,54,34,60,271,55,34,61,61,60,63,127,40,42,45,51,13,12,7,11,8,1681,353,3,4,N/A,N/A,1,Normal (170-185),No,81,59,62,67,40,44
Tyler Burey,"ST, LM, ST",League Two (England),2024,2024,23,65,71,253996,"187cm / 6'2""",74kg / 163lbs,Right,67,ST,6,"Oct 19, 2024",N/A,€1.1M,€9K,€2.1M,296,57,63,63,56,57,299,67,63,55,49,65,362,78,81,78,62,63,338,70,76,65,66,61,267,68,25,63,56,55,59,117,33,40,44,39,10,6,7,7,9,1718,370,3,3,N/A,N/A,1,Lean (185+),No,80,63,55,67,38,67
Alex Gilbey,"CAM, LW, RM",League Two (England),2023,2027,29,65,65,208302,"183cm / 6'0""",73kg / 161lbs,Right,66,RM,0,"Jul 1, 2023",N/A,€700K,€14K,€1.2M,297,51,61,63,65,57,306,64,57,56,64,65,358,75,80,67,65,71,386,70,81,91,79,65,307,68,58,62,63,56,61,172,53,61,58,58,13,14,14,10,7,1884,405,3,3,N/A,N/A,1,Normal (170-185),No,78,63,61,65,58,80
Scott Hogan,"ST, ST",League Two (England),2024,2025,32,65,65,215374,"180cm / 5'11""",73kg / 161lbs,Right,65,ST,0,"Oct 4, 2024",N/A,€575K,€15K,€1M,303,54,60,71,55,63,276,58,64,38,53,63,366,79,78,71,71,67,330,66,82,62,64,56,276,64,27,69,55,61,68,90,37,30,23,47,9,6,12,8,12,1688,354,3,3,N/A,N/A,1,Normal (170-185),No,78,61,54,62,35,64
Sam Sherring,"CB, CB",League Two (England),2024,2027,24,65,70,243765,"188cm / 6'2""",81kg / 179lbs,Right,67,CB,5,"Jul 1, 2024",N/A,€975K,€11K,€1.8M,218,44,23,64,60,27,223,50,33,28,58,54,345,80,74,64,62,65,309,50,84,70,79,26,234,63,60,33,38,40,60,193,67,65,61,49,11,5,13,14,6,1571,349,4,2,N/A,N/A,1,Normal (185+),No,77,31,49,54,64,74
Remeao Hutton,"RB, RWB",League Two (England),2024,2026,25,65,68,240248,"175cm / 5'9""",72kg / 159lbs,Right,66,RWB,3,"Jan 17, 2024",N/A,€875K,€12K,€1.6M,244,67,38,51,57,31,281,63,63,42,54,59,384,85,84,82,57,76,336,59,72,91,64,50,284,69,56,54,61,44,55,168,54,58,56,48,8,12,11,12,5,1745,380,4,2,N/A,N/A,1,Lean (170-185),No,84,45,59,64,56,72
Liam Gordon,"LB, LB",League Two (England),2022,2025,25,65,66,257776,"183cm / 6'0""",76kg / 168lbs,Left,65,LB,1,"Jul 1, 2022",N/A,€775K,€10K,€1.4M,248,61,44,44,56,43,256,61,57,32,49,57,365,81,80,73,61,70,325,52,66,90,70,47,259,45,63,55,53,43,61,172,58,58,56,43,10,8,6,6,13,1668,369,4,2,N/A,N/A,1,Normal (170-185),No,80,47,54,61,57,70
George Hall,"CAM, CM, RM",League Two (England),,"Jun 30, 2025 On loan",19,65,75,266155,"178cm / 5'10""",70kg / 154lbs,Right,68,RM,10,"Nov 24, 2021","Jun 30, 2025",€1.5M,€7K,€0,288,60,59,54,64,51,310,65,61,57,63,64,387,81,83,78,65,80,318,59,71,68,61,59,312,72,61,65,64,50,66,185,62,63,60,46,14,11,7,8,6,1846,396,3,3,N/A,N/A,1,Lean (170-185),No,82,58,63,67,61,65
Andy Cook,"ST, ST",League Two (England),2021,2026,33,65,65,192450,"185cm / 6'1""",90kg / 198lbs,Right,65,ST,0,"Jul 1, 2021",N/A,€450K,€15K,€788K,295,40,65,68,58,64,285,57,58,54,53,63,282,52,52,45,65,68,376,69,87,70,91,59,295,85,23,72,55,60,66,73,22,26,25,49,11,11,10,7,10,1655,341,4,3,N/A,N/A,1,Stocky (185+),No,52,65,53,59,28,84
Dilan Markanday,"RM, CAM, CAM",League Two (England),,"Jun 30, 2025 On loan",22,65,68,246349,"167cm / 5'6""",64kg / 141lbs,Left,66,CAM,3,"Jan 18, 2022","Jun 30, 2025",€1M,€16K,€0,270,63,61,32,60,54,295,70,62,44,51,68,388,80,75,86,59,88,281,68,53,48,52,60,236,38,22,63,59,54,60,70,26,23,21,54,14,14,7,8,11,1594,340,4,3,N/A,N/A,1,Normal (170-),No,77,62,58,71,24,48
Ben Garrity,"CM, CAM, RM",League Two (England),2021,2026,27,65,65,255930,"183cm / 6'0""",74kg / 163lbs,Right,66,RM,0,"Jun 9, 2021",N/A,€750K,€13K,€1.3M,292,52,63,60,65,52,297,62,58,49,63,65,366,80,78,69,65,74,372,63,88,91,71,59,303,57,65,63,62,56,64,184,62,63,59,62,15,13,9,11,14,1876,400,2,3,N/A,N/A,1,Normal (170-185),No,79,61,60,64,62,74
Ethan Chislett,"CAM, CAM",League Two (England),2023,2025,25,65,68,258102,"178cm / 5'10""",68kg / 150lbs,Right,67,CAM,3,"Jul 3, 2023",N/A,€950K,€13K,€1.7M,285,60,62,49,65,49,318,64,64,66,62,62,368,70,77,79,64,78,322,61,58,81,56,66,284,55,52,60,66,51,61,166,52,57,57,51,6,8,14,9,14,1794,380,3,3,N/A,N/A,1,Lean (170-185),No,74,61,64,65,54,62
Grant Hall,"CB, CB",League Two (England),2024,2025,32,65,65,204761,"192cm / 6'4""",71kg / 157lbs,Right,65,CB,0,"Jul 10, 2024",N/A,€475K,€9K,€831K,224,27,37,66,63,31,200,32,30,31,52,55,268,52,57,52,63,44,291,43,72,57,77,42,257,63,66,38,45,45,59,193,65,64,64,62,16,13,12,10,11,1495,319,3,2,N/A,N/A,1,Normal (185+),No,55,39,47,44,65,69
Nnamdi Ofoborh,"CDM, CM, CDM",League Two (England),2024,2025,24,65,68-1,243044,"175cm / 5'9""",80kg / 176lbs,Right,66,CDM,3,"Mar 29, 2024",N/A,€875K,€8K,€1.6M,264,42,51,57,64,50,287,62,52,47,62,64,351,67,74,75,59,76,326,61,71,66,72,56,306,71,63,56,61,55,59,188,62,64,62,50,8,11,9,14,8,1772,378,3,2,N/A,N/A,1,Stocky (170-185),Yes,71,54,57,64,62,70
Gavin Kilkenny,"CM, CDM, CM",League Two (England),2024,2026,24,65,69-1,243767,"170cm / 5'7""",64kg / 141lbs,Right,67,CM,4,"Aug 29, 2024",N/A,€1M,€8K,€1.8M,259,54,50,41,69,45,305,63,58,48,70,66,351,64,57,81,63,86,274,58,44,69,46,57,299,63,63,56,67,50,64,185,63,62,60,43,12,8,6,8,9,1716,359,3,2,N/A,N/A,1,Normal (170-),Yes,60,53,64,67,60,55
Jack Payne,"CM, CAM, CAM",League Two (England),2024,2026,29,65,65,216467,"165cm / 5'5""",63kg / 139lbs,Left,67,CAM,0,"Jul 2, 2024",N/A,€700K,€8K,€1.2M,271,54,61,39,66,51,325,67,59,67,64,68,396,81,67,90,66,92,289,68,46,80,33,62,281,35,52,61,65,68,67,157,47,57,53,64,6,15,16,16,11,1783,366,3,3,N/A,N/A,1,Normal (170-),Yes,73,62,63,71,51,46
David McGoldrick,"CAM, ST, CAM",League Two (England),2023,2025,36,65,65,180818,"183cm / 6'0""",74kg / 163lbs,Right,65,CAM,0,"Jul 1, 2023",N/A,€230K,€11K,€403K,315,58,65,60,66,66,323,65,65,64,61,68,317,54,55,68,68,72,332,69,68,60,72,63,282,58,25,67,64,68,71,82,36,27,19,51,15,7,10,10,9,1702,349,3,3,N/A,N/A,1,Normal (170-185),Yes,55,66,63,67,32,66
Liam Shaw,"CM, CDM, CM",League Two (England),2021,2025,23,65,71,254315,"190cm / 6'3""",73kg / 161lbs,Right,67,CM,6,"Jul 1, 2021",N/A,€1.1M,€12K,€2.1M,269,45,52,55,68,49,285,66,45,41,66,67,341,70,66,72,62,71,348,69,69,80,70,60,293,70,60,57,63,43,58,181,56,64,61,59,11,11,12,13,12,1776,384,3,2,N/A,N/A,1,Lean (185+),No,68,57,60,67,60,72
Cole Stockton,"ST, ST",League Two (England),2024,2026,30,65,65,207828,"186cm / 6'1""",75kg / 165lbs,Right,65,ST,0,"Jun 14, 2024",N/A,€700K,€13K,€1.2M,294,41,65,66,55,67,276,58,52,57,49,60,332,63,67,65,65,72,377,70,78,80,81,68,275,68,25,65,59,58,63,78,32,34,12,66,15,16,12,12,11,1698,355,3,2,N/A,N/A,1,Normal (185+),No,65,66,52,61,33,78
Tyrese Fornah,"CM, CDM, CDM",League Two (England),,"Jun 30, 2025 On loan",24,65,69,251420,"185cm / 6'1""",72kg / 159lbs,Right,68,CDM,4,"Aug 25, 2023","Jun 30, 2025",€1M,€11K,€0,284,56,54,55,65,54,300,68,65,38,63,66,324,59,65,67,63,70,342,69,64,82,67,60,310,74,62,62,66,46,66,191,62,65,64,47,6,9,9,11,12,1798,383,3,3,N/A,N/A,1,Lean (185+),No,62,58,62,67,62,72
Joe Ironside,"ST, ST",League Two (England),2023,2026,30,64,64,211143,"180cm / 5'11""",75kg / 165lbs,Right,64,ST,0,"Jul 1, 2023",N/A,€575K,€15K,€1M,283,47,64,67,54,51,248,58,45,43,42,60,323,66,68,55,64,70,370,64,80,82,84,60,305,75,41,64,56,69,62,107,42,34,31,61,14,12,15,13,7,1697,362,3,2,N/A,N/A,1,Normal (170-185),No,67,63,50,59,41,82
Brandon Fleming,"LB, LWB",League Two (England),,"Jun 30, 2025 On loan",24,64,67,237933,"174cm / 5'9""",71kg / 157lbs,Left,65,LWB,3,"Feb 24, 2017","Jun 30, 2025",€750K,€22K,€0,240,67,31,51,60,31,293,63,62,54,53,61,357,74,73,74,59,77,258,46,60,62,54,36,250,57,59,47,45,42,53,185,62,61,62,48,12,7,5,11,13,1631,347,2,2,N/A,N/A,1,Lean (170-185),No,73,36,57,64,60,57
Owen Bailey,"CDM, CB, CM, CDM",League Two (England),2023,2027,25,64,67,243613,"183cm / 6'0""",77kg / 170lbs,Right,65,CDM,3,"Jul 1, 2023",N/A,€700K,€12K,€1.3M,238,49,35,60,62,32,259,52,49,39,60,59,289,62,61,49,61,56,330,51,72,90,74,43,285,74,59,51,55,46,60,182,59,61,62,50,6,12,12,11,9,1633,351,3,2,N/A,N/A,1,Stocky (170-185),No,61,41,56,55,60,78
Paul Farman,"GK, GK",League Two (England),2021,2025,34,64,64,212175,"191cm / 6'3""",81kg / 179lbs,Right,64,GK,0,"Jul 1, 2021",N/A,€100K,€6K,€175K,114,13,19,20,44,18,85,8,9,7,42,19,231,43,42,30,60,56,211,48,59,37,58,9,151,38,17,15,55,26,43,47,16,18,13,316,64,58,64,65,65,1155,359,3,1,N/A,N/A,1,Normal (185+),No,64,58,64,65,43,65
Kian Spence,"CM, CM",League Two (England),2023,2025,23,64,68,275763,"178cm / 5'10""",75kg / 165lbs,Right,66,CM,4,"Jun 14, 2023",N/A,€825K,€8K,€1.5M,275,60,57,51,65,42,308,63,56,63,63,63,355,68,70,80,59,78,334,66,60,88,58,62,310,74,60,60,62,54,62,178,57,62,59,46,6,9,7,11,13,1806,384,3,3,N/A,N/A,1,Lean (170-185),No,69,59,63,65,59,69
Terell Thomas,"CB, LB, CB",League Two (England),2024,2026,28,64,65,225694,"190cm / 6'3""",86kg / 190lbs,Right,65,CB,1,"Jul 1, 2024",N/A,€550K,€9K,€1M,245,54,34,63,57,37,244,55,40,37,56,56,298,60,58,55,61,64,313,62,74,70,77,30,253,68,61,31,54,39,57,189,62,64,63,53,7,10,15,8,13,1595,344,3,2,N/A,N/A,1,Normal (185+),No,59,39,54,56,63,73
Callum Guy,"CDM, CM, RWB",League Two (England),2020,2025,27,64,66,227878,"178cm / 5'10""",64kg / 141lbs,Right,67,RWB,2,"Jan 30, 2020",N/A,€625K,€9K,€1.1M,274,63,50,52,64,45,305,58,64,59,62,62,340,66,66,77,60,71,337,58,63,88,65,63,288,53,64,57,62,52,64,180,60,61,59,44,11,11,9,6,7,1768,373,3,2,N/A,N/A,1,Normal (170-185),No,66,54,63,62,60,68
Aaron Hayden,"CB, CB",League Two (England),2024,2026,27,64,66,228376,"185cm / 6'1""",79kg / 174lbs,Right,66,CB,2,"Jul 1, 2024",N/A,€625K,€9K,€1.1M,198,26,26,68,54,24,217,49,38,26,52,52,299,64,64,58,58,55,295,41,80,63,84,27,244,66,60,33,43,42,54,185,62,62,61,53,8,10,13,14,8,1491,327,3,2,N/A,N/A,1,Normal (185+),No,64,30,44,52,62,75
Harrison Neal,"CDM, CM, CDM",League Two (England),2024,2026,22,64,71,270491,"180cm / 5'11""",70kg / 154lbs,Right,65,CDM,7,"Jan 4, 2024",N/A,€1.1M,€8K,€2.1M,247,50,42,55,62,38,274,55,49,49,61,60,247,39,46,48,62,52,300,49,57,81,66,47,290,71,60,47,56,56,57,182,62,62,58,56,14,13,9,11,9,1596,332,2,2,N/A,N/A,1,Stocky (170-185),No,43,45,57,56,61,70
Aaron Nemane,"RM, RB, RM",League Two (England),2024,2027,26,64,64,223977,"170cm / 5'7""",62kg / 137lbs,Right,64,RM,0,"Aug 9, 2024",N/A,€650K,€13K,€1.1M,255,60,56,43,56,40,276,63,59,49,45,60,418,90,89,91,57,91,276,56,50,90,34,46,272,52,54,54,57,55,63,156,51,53,52,63,14,14,14,15,6,1716,367,2,3,N/A,N/A,1,Normal (170-),No,89,53,55,66,52,52
Callum Hendry,"ST, CAM, ST",League Two (England),2024,2026,26,64,66,240599,"178cm / 5'10""",70kg / 154lbs,Right,66,ST,2,"Jul 12, 2024",N/A,€725K,€14K,€1.3M,290,48,62,61,59,60,300,64,61,62,49,64,351,76,71,71,61,72,351,64,76,78,70,63,274,70,25,63,54,62,63,90,29,34,27,60,12,9,14,11,14,1716,361,4,3,N/A,N/A,1,Normal (170-185),No,73,63,55,65,33,72
Tommy Leigh,"CAM, CDM, ST, RM",League Two (England),2024,2026,24,64,70,263371,"185cm / 6'1""",75kg / 165lbs,Right,67,RM,6,"Jun 18, 2024",N/A,€925K,€12K,€1.8M,309,58,62,60,63,66,305,64,57,57,64,63,337,69,72,68,63,65,349,64,71,83,70,61,301,58,52,63,63,65,59,155,45,58,52,52,6,6,12,15,13,1808,384,3,3,N/A,N/A,1,Lean (185+),No,71,63,62,64,53,71
Joe Tomlinson,"LB, RWB",League Two (England),2023,2027,24,64,68,263801,"167cm / 5'6""",71kg / 157lbs,Right,65,RWB,4,"Sep 1, 2023",N/A,€775K,€11K,€1.4M,243,62,43,49,59,30,275,61,48,56,52,58,390,78,75,90,57,90,306,64,56,83,46,57,279,53,57,57,59,53,57,171,57,58,56,61,9,14,12,11,15,1725,362,5,2,N/A,N/A,1,Lean (170-),No,76,51,58,64,56,57
Armani Little,"CM, CDM, RM",League Two (England),2024,2026,27,64,65,228577,"175cm / 5'9""",63kg / 139lbs,Right,66,RM,1,"Jul 1, 2024",N/A,€675K,€13K,€1.2M,293,56,60,58,63,56,317,63,65,62,65,62,389,79,77,85,61,87,320,62,64,81,49,64,319,80,58,60,64,57,63,174,56,61,57,55,11,11,10,10,13,1867,389,4,3,N/A,N/A,1,Lean (170-185),No,78,61,62,66,58,64
Conor Masterson,"CB, CB",League Two (England),2023,2025,25,64,67,232102,"185cm / 6'1""",75kg / 165lbs,Right,66,CB,3,"Jul 1, 2023",N/A,€700K,€12K,€1.3M,213,29,30,65,56,33,219,51,35,37,42,54,270,59,65,40,61,45,289,46,72,75,74,22,243,63,62,33,42,43,63,190,64,64,62,44,9,7,10,6,12,1468,327,3,2,N/A,N/A,1,Normal (185+),No,62,33,44,52,64,72
Jack Nolan,"RM, LM, LM",League Two (England),2024,2026,23,64,69,243696,"182cm / 6'0""",72kg / 159lbs,Left,65,LM,5,"Jul 1, 2024",N/A,€875K,€11K,€1.6M,280,65,59,40,60,56,303,63,64,60,54,62,336,69,64,72,60,71,339,64,60,81,71,63,281,48,46,59,62,66,62,145,48,50,47,45,6,10,15,6,8,1729,367,3,3,N/A,N/A,1,Normal (170-185),No,66,61,61,64,47,68
