Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Markus Henriksen,"CM, CDM, CB, CM",Eliteserien (Norway),2020,2024,31,70,70,190549,"187cm / 6'2""",85kg / 187lbs,Right,71,CM,0,"Sep 27, 2020",N/A,€1.3M,€7K,€1.6M,328,63,65,69,71,60,323,65,60,58,70,70,280,53,54,51,75,47,374,72,75,82,81,64,332,68,71,65,66,62,67,204,70,70,64,68,16,15,13,10,14,1909,400,2,2,N/A,N/A,1,Normal (185+),Yes,54,66,67,65,70,78
Fredrik Gulbrandsen,"ST, LW, ST",Eliteserien (Norway),2023,2026,31,70,70,188091,"176cm / 5'9""",74kg / 163lbs,Right,70,ST,0,"Aug 31, 2023",N/A,€1.3M,€7K,€1.6M,318,59,70,61,65,63,311,71,66,53,51,70,402,82,86,85,66,83,381,74,83,83,76,65,301,70,38,71,59,63,62,108,40,36,32,52,15,6,9,7,15,1873,402,3,3,N/A,N/A,1,Normal (170-185),No,84,69,60,72,40,77
Mats Møller Dæhli,"CAM, CM, CAM",Eliteserien (Norway),2024,2027,29,70,70,201877,"172cm / 5'8""",70kg / 154lbs,Right,70,CAM,0,"Jan 31, 2024",N/A,€1.6M,€6K,€2M,263,51,55,30,73,54,342,78,62,65,62,75,377,79,49,91,69,89,312,53,56,90,56,57,270,39,42,64,69,56,68,143,50,50,43,44,6,12,10,7,9,1751,368,3,3,N/A,N/A,1,Lean (170-185),No,63,55,65,78,46,61
Kristoffer Haugen,"LB, LB",Eliteserien (Norway),2018,2025,30,70,70,209335,"188cm / 6'2""",77kg / 170lbs,Left,70,LB,0,"Jan 11, 2018",N/A,€1.4M,€6K,€1.8M,296,69,56,51,66,54,323,63,66,66,62,66,354,79,79,70,65,61,363,71,74,84,74,60,302,60,64,64,63,51,62,194,65,65,64,57,11,7,12,12,15,1889,406,3,3,N/A,N/A,1,Normal (185+),No,79,60,65,65,63,74
Brede Mathias Moe,"CB, CB",Eliteserien (Norway),2014,2024,32,70,70,212938,"184cm / 6'0""",80kg / 176lbs,Right,70,CB,0,"Dec 1, 2014",N/A,€1M,€6K,€1.3M,244,42,34,66,66,36,253,55,41,34,60,63,304,60,59,51,69,65,347,64,77,75,83,48,258,69,70,38,42,39,66,210,71,70,69,43,6,15,7,6,9,1659,362,3,2,N/A,N/A,1,Normal (170-185),No,59,43,53,59,70,78
Brice Wembangomo,"RB, LB, RB",Eliteserien (Norway),2022,2025,27,70,71,224793,"180cm / 5'11""",75kg / 165lbs,Right,70,RB,1,"Jan 8, 2022",N/A,€1.7M,€6K,€2.3M,278,64,51,56,63,44,303,72,59,44,58,70,409,91,91,82,63,82,344,58,81,83,73,49,292,64,63,60,63,42,65,183,59,63,61,61,16,15,14,9,7,1870,411,3,3,N/A,N/A,1,Normal (170-185),No,91,52,61,72,61,74
Jostein Gundersen,"CB, CB",Eliteserien (Norway),2024,2026,28,70,72,228238,"186cm / 6'1""",82kg / 181lbs,Right,72,CB,2,"Jan 31, 2024",N/A,€1.6M,€6K,€2.2M,261,42,43,68,66,42,246,51,36,34,62,63,320,59,62,59,70,70,329,60,76,75,80,38,264,67,69,44,42,42,65,207,71,70,66,57,15,9,15,10,8,1684,363,4,2,N/A,N/A,1,Normal (185+),No,61,45,53,58,70,76
Sondre Fet,"CM, CM",Eliteserien (Norway),2020,2025,27,70+1,71+1,225077,"177cm / 5'10""",74kg / 163lbs,Right,71,CM,1,"Oct 27, 2020",N/A,€1.8M,€6K,€2.5M,294,62+2,58,54,70+2,50,311,68,60,46,68+1,69,351,71,68,74,70+2,68,348,58,71,87,72,60,325,66,70+2,69+2,69+1,51,67,197,65,68+1,64+4,48,8,10,8,9,13,1874,403,3,2,N/A,N/A,1,Lean (170-185),No,69,58,66,69,66,75
Bård Finne,"ST, RW, ST",Eliteserien (Norway),2021,2026,29,70,70,209264,"173cm / 5'8""",70kg / 154lbs,Right,70,ST,0,"Aug 5, 2021",N/A,€1.6M,€5K,€2M,327,59,73,61,66,68,316,69,63,68,46,70,391,80,74,84,69,84,346,70,74,79,60,63,272,52,22,73,63,62,67,66,32,16,18,59,16,10,14,12,7,1777,370,3,3,N/A,N/A,1,Lean (170-185),No,77,70,61,71,27,64
Ruben Gabrielsen,"CB, CB",Eliteserien (Norway),2023,2027,32,69,69,190491,"186cm / 6'1""",87kg / 192lbs,Right,69,CB,0,"Jan 8, 2023",N/A,€900K,€5K,€1.1M,258,47,43,71,52,45,243,49,49,42,53,50,320,64,61,70,62,63,364,66,86,79,90,43,275,76,68,43,40,48,53,202,64,70,68,52,11,8,16,9,8,1714,363,2,2,N/A,N/A,1,Stocky (185+),No,62,48,48,53,68,84
Thomas Lehne Olsen,"ST, ST",Eliteserien (Norway),2022,2026,33,69,69,213778,"187cm / 6'2""",78kg / 172lbs,Right,69,ST,0,"Aug 22, 2022",N/A,€900K,€5K,€1.1M,301,48,69,68,61,55,310,58,66,65,54,67,344,76,72,65,68,63,384,74,85,79,82,64,303,68,40,70,58,67,68,97,35,34,28,47,6,13,11,9,8,1786,379,3,2,N/A,N/A,1,Normal (185+),No,74,68,57,63,38,79
Mohanad Jeahze,"LB, LM, LB",Eliteserien (Norway),2024,2027,27,69,70,235166,"165cm / 5'5""",72kg / 159lbs,Left,69,LB,1,"Sep 2, 2024",N/A,€1.5M,€4K,€2M,279,70,52,48,64,45,322,66,64,64,61,67,385,81,80,81,61,82,320,61,65,85,57,52,296,70,60,59,65,42,62,190,61,65,64,44,6,10,13,8,7,1836,394,2,2,N/A,N/A,1,Normal (170-),No,80,53,65,68,61,67
Joe Bell,"CM, CDM, CM",Eliteserien (Norway),2023,2027,25,69,74,254142,"182cm / 6'0""",77kg / 170lbs,Right,71,CM,5,"Aug 29, 2023",N/A,€2M,€4K,€2.7M,318,66,59,65,67,61,338,67+1,69,64,67,71,345,68+2,66+2,68,68,75,384,75,78+1,88,79,64,330,74,68,66,69,53,73,195,68,64,63,37,8,10,5,8,6,1947,412,3,3,N/A,N/A,1,Normal (170-185),No,67,63,67,69,66,80
Veton Berisha,"ST, ST",Eliteserien (Norway),2023,2026,30,69,69,201888,"175cm / 5'9""",75kg / 165lbs,Right,69,ST,0,"Jan 24, 2023",N/A,€1.4M,€6K,€1.8M,313,57,69,62,64,61,310,65,60,56,61,68,388,83,79,74,65,87,383,71,86,80,81,65,326,80,40,70,66,70,65,94,32,34,28,59,13,14,12,11,9,1873,397,3,3,N/A,N/A,1,Stocky (170-185),No,81,68,62,68,37,81
Eirik Hestad,"RM, CAM, RM",Eliteserien (Norway),2023,2027,29,69,69,211365,"183cm / 6'0""",75kg / 165lbs,Left,69,RM,0,"Aug 1, 2023",N/A,€1.4M,€6K,€1.8M,294,60,68,48,66,52,331,73,62,61,64,71,353,77,71,75,62,68,328,63,65,71,61,68,291,60,51,62,66,52,66,149,51,50,48,46,15,6,8,9,8,1792,388,3,4,N/A,N/A,1,Normal (170-185),No,74,65,64,71,50,64
Ola Brynhildsen,"ST, ST",Eliteserien (Norway),,"Dec 31, 2024 On loan",25,69,73,238236,"175cm / 5'9""",70kg / 154lbs,Right,71,ST,4,"Sep 1, 2023","Dec 31, 2024",€2M,€19K,€0,323,60,69,62,66,66,309,68,61,52,58,70,395,86,80,82,65,82,356,72,76,82,59,67,309,68,49,67,66,59,69,147,43,51,53,43,7,14,5,6,11,1882,402,3,3,N/A,N/A,1,Normal (170-185),No,83,68,63,71,50,67
Kristian Eriksen,"CAM, ST, CM, CAM",Eliteserien (Norway),2022,2026,28,69,69,267685,"177cm / 5'10""",74kg / 163lbs,Right,69,CAM,0,"Aug 2, 2022",N/A,€1.4M,€6K,€1.8M,321,60,70,64,68,59,305,68,58,46,64,69,358,68,70,70,70,80,346,68,69,82,62,65,293,66,39,72,68,48,61,123,39,42,42,57,14,13,13,8,9,1803,380,3,3,N/A,N/A,1,Normal (170-185),No,69,67,64,69,43,68
Omar Elabdellaoui,"RB, RB",Eliteserien (Norway),2023,2024,32,69,69,190824,"179cm / 5'10""",74kg / 163lbs,Right,69,RB,0,"Jan 8, 2023",N/A,€975K,€6K,€1.3M,288,67,42,58,66,55,325,67,66,60,65,67,356,74,72,74,68,68,324,65,69,68,60,62,303,65,65,65,66,42,66,195,65,65,65,43,8,11,12,6,6,1834,386,3,3,N/A,N/A,1,Normal (170-185),Yes,73,52,66,68,64,63
Gustav Valsvik,"CB, CB",Eliteserien (Norway),2021,2026,31,69,69,203363,"196cm / 6'5""",91kg / 201lbs,Left,69,CB,0,"May 4, 2021",N/A,€950K,€4K,€1.2M,239,48,40,69,60,22,231,37,29,53,63,49,208,36,39,32,65,36,363,67,73,73,91,59,270,75,68,46,43,38,55,199,69,66,64,56,15,12,11,8,10,1566,331,2,2,N/A,N/A,1,Stocky (185+),No,38,49,53,42,67,82
Herman Stengel,"CM, CM",Eliteserien (Norway),2018,2027,28,69,69,205291,"180cm / 5'11""",74kg / 163lbs,Right,69,CM,0,"Jan 1, 2018",N/A,€1.4M,€4K,€1.8M,306,68,62,49,69,58,342,66,69,70,68,69,323,57,50,70,70,76,353,69,62,85,72,65,339,78,65,63,68,65,69,191,65,65,61,60,15,9,10,13,13,1914,393,4,3,N/A,N/A,1,Normal (170-185),No,53,64,69,68,63,76
André Hansen,"GK, GK",Eliteserien (Norway),2024,2025,34,69,69,190459,"194cm / 6'4""",87kg / 192lbs,Right,69,GK,0,"Jan 31, 2024",N/A,€240K,€3K,€300K,105,15,15,18,42,15,129,20,15,20,45,29,202,32,34,36,62,38,228,51,61,32,69,15,142,27,20,16,57,22,56,51,23,14,14,344,69,68,68,70,69,1201,377,3,1,N/A,N/A,1,Normal (185+),No,69,68,68,69,33,70
Alexander Fransson,"CM, CDM, CM",Eliteserien (Norway),2024,2024,30,69,69,213813,"183cm / 6'0""",82kg / 181lbs,Right,69,CM,0,"Sep 10, 2024",N/A,€1.3M,€5K,€1.6M,312,62,60,60,68,62,329,68,64,58,68,71,359,66,67,76,72,78,361,70,72,79,71,69,322,70,70,66,69,47,73,194,68,64,62,49,10,7,11,10,11,1926,407,3,3,N/A,N/A,1,Normal (170-185),No,67,64,66,71,66,73
Sheriff Sinyan,"CB, CB",Eliteserien (Norway),2024,2024,27,69,71,233820,"188cm / 6'2""",84kg / 185lbs,Right,71,CB,2,"Aug 2, 2024",N/A,€1.5M,€4K,€2M,261,44,40,69,67,41,272,61,45,38,65,63,332,67,74,64,65,62,314,53,79,64,80,38,296,71,68,56,54,47,62,200,66,69,65,48,8,8,9,15,8,1723,375,2,2,N/A,N/A,1,Normal (185+),No,71,43,57,62,68,74
Egil Selvik,"GK, GK",Eliteserien (Norway),2021,2024,26,69,72,247611,"187cm / 6'2""",75kg / 165lbs,Left,69,GK,3,"Jan 12, 2021",N/A,€1.4M,€2K,€1.9M,76,10,5,11,42,8,88,7,13,13,38,17,169,20,18,35,62,34,178,50,48,22,52,6,106,26,7,6,48,19,45,30,6,11,13,340,69,68,66,68,69,987,359,2,1,N/A,N/A,1,Normal (185+),No,69,68,66,69,19,68
Stefan Johansen,"CM, CDM, CAM, CDM",Eliteserien (Norway),2024,2025,33,69,69,187043,"182cm / 6'0""",78kg / 172lbs,Left,70,CDM,0,"Feb 14, 2024",N/A,€850K,€4K,€1.1M,321,69,62,53,73,64,354,65,72,75,72,70,330,56,63,70,67,74,346,72,62,74,70,68,332,82,65,64,70,51,71,199,69,67,63,53,7,16,7,9,14,1935,403,3,3,N/A,N/A,1,Normal (170-185),Yes,60,65,72,68,65,73
Moustafa Zeidan,"CAM, CM, CAM",Eliteserien (Norway),,"Dec 31, 2024 On loan",26,68,70,229263,"174cm / 5'9""",72kg / 159lbs,Left,70,CAM,2,"Jul 15, 2022","Dec 31, 2024",€1.5M,€7K,€0,296,66,63,38,69,60,344,70,68,67,65,74,361,67,56,83,64,91,330,65,59,68,72,66,300,57,50,63,70,60,69,164,52,57,55,61,12,12,10,13,14,1856,385,4,3,N/A,N/A,1,Stocky (170-185),No,61,64,68,73,52,67
Erlend Dahl Reitan,"RB, CB, RB",Eliteserien (Norway),2016,2025,26,68,69,230836,"180cm / 5'11""",74kg / 163lbs,Right,68,RB,1,"Nov 1, 2016",N/A,€1.3M,€6K,€1.7M,280,62,44,61,64,49,278,62,54,37,60,65,375,79,79,77,64,76,333,57,79,85,72,40,275,66,62,56,50,41,61,186,60,64,62,52,11,8,11,11,11,1779,385,2,2,N/A,N/A,1,Lean (170-185),No,79,47,58,65,62,74
Eric Larsson,"RB, RB",Eliteserien (Norway),2024,2025,32,68,68,197996,"176cm / 5'9""",72kg / 159lbs,Right,68,RB,0,"Apr 4, 2024",N/A,€825K,€5K,€1M,273,65,45,50,64,49,313,63,63,62,62,63,341,61,70,74,65,71,358,67,65,89,73,64,314,77,69,52,66,50,64,192,64,63,65,50,16,8,6,9,11,1841,389,4,2,N/A,N/A,1,Normal (170-185),No,66,54,64,65,63,77
Vebjørn Hoff,"CDM, CM, CDM",Eliteserien (Norway),2023,2025,28,68,69,219990,"181cm / 5'11""",74kg / 163lbs,Right,68,CDM,1,"Mar 22, 2023",N/A,€1.2M,€5K,€1.6M,289,60,53,58,70,48,311,66,60,50,66,69,350,66,67,72,65,80,326,59,67,80,65,55,300,54,65,64,66,51,66,193,65,66,62,68,12,16,16,8,16,1837,386,3,3,N/A,N/A,1,Lean (170-185),No,67,55,65,68,64,67
Ylldren Ibrahimaj,"RM, CM, RM",Eliteserien (Norway),2022,2024,28,68,68,246389,"178cm / 5'10""",70kg / 154lbs,Left,68,RM,0,"Feb 7, 2022",N/A,€1.2M,€5K,€1.5M,290,62,60,45,65,58,321,66,62,65,61,67,365,78,79,75,61,72,338,64,66,84,65,59,309,68,55,65,66,55,65,167,55,57,55,51,14,11,11,9,6,1841,396,3,3,N/A,N/A,1,Lean (170-185),No,79,61,64,67,55,70
Sander Svendsen,"RW, LW, CM, RW",Eliteserien (Norway),2022,2025,26,68,68,215195,"172cm / 5'8""",67kg / 148lbs,Right,68,RW,0,"Aug 29, 2022",N/A,€1.3M,€4K,€1.6M,315,63,65,57,66,64,315,67,67,60,54,67,404,84,81,83,65,91,346,67,74,80,60,65,294,60,40,67,64,63,68,101,35,35,31,45,6,11,6,10,12,1820,384,4,3,N/A,N/A,1,Normal (170-185),No,82,65,63,70,38,66
Nick D'Agostino,"ST, LW, RW, ST",Eliteserien (Norway),2023,2026,26,68,71,231582,"175cm / 5'9""",77kg / 170lbs,Right,70,ST,3,"Jan 23, 2023",N/A,€1.6M,€4K,€2.1M,319,55,70,68+5,62,64,293,66-1,60,42,58,67-1,394,83,83,83,66,79,380,66-2,88+2,85-1,81,60,282,73,29,63,63-1,54,65,139,39,45+5,55,55,14,8,14,11,8,1862,401,4,2,N/A,N/A,1,Stocky (170-185),No,83,66,59,69,43,81
Gianni Stensness,"CB, CDM, CB",Eliteserien (Norway),2021,2025,25,68,75,247754,"185cm / 6'1""",82kg / 181lbs,Right,70,CB,7,"Aug 26, 2021",N/A,€2.2M,€4K,€3.2M,249,45,39,72+2,64,29,253,56,33,33,65,66+3,303,61,70,55,63,54,343,51,82+3,84,82,44,277,71,62,43,59,42,62,196,64,67,65,39,13,7,6,6,7,1660,368,3,2,N/A,N/A,1,Normal (185+),No,66,42,56,59,65,80
Emil Breivik,"CDM, CM, CM",Eliteserien (Norway),2018,2025,24,68,76,246063,"180cm / 5'11""",82kg / 181lbs,Right,69,CM,8,"Sep 17, 2018",N/A,€2.5M,€5K,€3.6M,283,58,57,52,67,49,300,65,59,42,67,67,361,74,76,75,66,70,338,60,71,87,71,49,313,72,64,65,66,46,65,189,62,64,63,58,14,8,14,11,11,1842,397,4,2,N/A,N/A,1,Normal (170-185),No,75,55,63,67,62,75
Anders Hagelskjær,"CB, CB",Eliteserien (Norway),2023,2026,27,68,71,250850,"192cm / 6'4""",84kg / 185lbs,Left,70,CB,3,"Feb 21, 2023",N/A,€1.4M,€5K,€1.9M,278,56,47,67,68,40,276,56,52,37,66,65,286,54,59,52,62,59,324,59,73,69,78,45,274,64,67,50,60,33,59,203,67,68,68,39,6,7,10,9,7,1680,365,2,2,N/A,N/A,1,Normal (185+),No,57,48,61,59,67,73
Valdemar Lund,"CB, CB",Eliteserien (Norway),2024,2027,21,68,80,259763,"193cm / 6'4""",82kg / 181lbs,Left,70,CB,12,"Feb 1, 2024",N/A,€2.8M,€4K,€4.1M,265,47,34,67,68,49,271,49,52,40,67,63,281,51,52,55,63,60,314,63,72,67,77,35,279,76,66,49,47,41,62,197,66,67,64,51,6,11,10,12,12,1658,347,3,2,N/A,N/A,1,Normal (185+),No,52,42,57,56,66,74
Odin Luraas Bjørtuft,"CB, CB",Eliteserien (Norway),2023,2026,25,68,73,242623,"188cm / 6'2""",80kg / 176lbs,Right,70,CB,5,"Jan 9, 2023",N/A,€1.6M,€5K,€2.2M,247,56,30,65,68,28,292,54,55,54,66,63,317,66,63,58,68,62,315,50,76,76,77,36,269,62,68,45,50,44,65,206,70,69,67,66,12,13,13,15,13,1712,363,3,2,N/A,N/A,1,Normal (185+),No,64,37,60,59,69,74
August Mikkelsen,"LW, ST, CAM, CAM",Eliteserien (Norway),2024,2027,23,68,73,247333,"167cm / 5'6""",62kg / 137lbs,Right,70,CAM,5,"Mar 25, 2024",N/A,€1.8M,€5K,€2.5M,293,60,60+2,50,64+1,59+2,327,72,64,60,60,71,405,84-1,75,92,62,92,319,60+2,64-4,83,50-6,62,282,52,32,66+2,66+1,66,67+2,96,32,32,32,60,8,13,13,14,12,1782,370,4,4,N/A,N/A,1,Lean (170-),No,79,61,63,74,34,59
Mathias Dyngeland,"GK, GK",Eliteserien (Norway),2022,2025,28,68,70,208573,"187cm / 6'2""",81kg / 179lbs,Right,68,GK,2,"Jan 12, 2022",N/A,€1M,€3K,€1.3M,112,18,13,14,52,15,130,18,16,16,50,30,234,44,42,40,60,48,216,50,59,35,59,13,140,24,18,16,57,25,58,51,18,17,16,337,69,66,67,67,68,1220,380,3,1,N/A,N/A,1,Normal (185+),No,69,66,67,68,43,67
Felix Horn Myhre,"CM, RB, CM",Eliteserien (Norway),2021,2027,25,68,73,237937,"180cm / 5'11""",75kg / 165lbs,Right,70,CM,5,"Jul 1, 2021",N/A,€1.8M,€4K,€2.4M,296,59,58,56,70,53,306,64,61,44,69,68,368,74,70,78,70,76,334,62,70,82,65,55,314,66,66,65,66,51,69,192,64,64,64,60,13,11,14,11,11,1870,397,3,3,N/A,N/A,1,Normal (170-185),No,72,58,65,68,64,70
Kjetil Haug,"GK, GK",Eliteserien (Norway),,"Dec 31, 2024 On loan",26,68,72,224322,"191cm / 6'3""",83kg / 183lbs,Right,68,GK,4,"Jun 27, 2022","Dec 31, 2024",€1.3M,€10K,€0,111,18,13,22,38,20,118,17,21,19,37,24,238,43,49,47,58,41,212,51,61,27,59,14,117,26,17,12,40,22,31,57,23,14,20,341,69,67,68,68,69,1194,386,2,1,N/A,N/A,1,Normal (185+),No,69,67,68,69,45,68
Ishaq Abdulrazak,"CM, RB, RM, CAM",Eliteserien (Norway),,"Dec 31, 2024 On loan",22,68,77,256819,"175cm / 5'9""",74kg / 163lbs,Right,71,CAM,9,"Jul 1, 2022","Dec 31, 2024",€2.7M,€17K,€0,277,57,54,45,69,52,318,68,62,55,65,68,413,87,86,89,66,85,323,58,64,85,54,62,296,51,61,69,69,46,60,176,55,63,58,50,10,12,12,9,7,1853,398,3,3,N/A,N/A,1,Normal (170-185),No,86,57,65,70,58,62
Niklas Sandberg,"RM, RM",Eliteserien (Norway),2023,2026,29,68,68,222081,"183cm / 6'0""",73kg / 161lbs,Left,68,RM,0,"Aug 8, 2023",N/A,€1.2M,€4K,€1.5M,316,67,63,61,65,60,322,66,65,61,64,66,346,71,70,69,65,71,336,64,71,75,63,63,318,64,50,63,67,74,67,152,47,53,52,53,13,12,6,15,7,1843,384,3,3,N/A,N/A,1,Lean (170-185),No,70,64,65,67,51,67
