Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Serhou Guirassy,"ST, ST",Bundesliga (Germany),2024,2028,28,84,84,215441,"187cm / 6'2""",82kg / 181lbs,Right,84,ST,0,"Jul 18, 2024",N/A,€43M,€81K,€73.1M,391,57,89,83,81,81,370,80,72,67,67,84,368,67,71,68,85,77,413,87,87,73+2,85,81,359,75+2,31+2,89,79+4,85,87,105,42,29,34,51,11,8,12,12,8,2057,427,4,3,N/A,N/A,3,Normal (185+),Yes,69,86,73,80,39,80
Lukáš Hrádecký,"GK, GK",Bundesliga (Germany),2018,2026,34,84,84,190941,"192cm / 6'4""",85kg / 187lbs,Right,84,GK,0,"Jul 1, 2018",N/A,€7M,€70K,€11.6M,72,11,11,11,30,9,89,10,11,15,33,20,246,38,44,43,82,39,215,52,60,34,55,14,131,31,18,9,53,20,45,33,10,10,13,403,85,80,69,82,87,1189,443,3,1,N/A,N/A,3,Normal (185+),Yes,85,80,69,87,40,82
Aleix García Serrano,"CM, CDM, CM",Bundesliga (Germany),2024,2029,27,84,85,228813,"173cm / 5'8""",68kg / 150lbs,Right,85,CM,1,"Jul 1, 2024",N/A,€48M,€110K,€82.8M,363,83,77,51,86,66,423,84,84,80,88,87,377,68,66,76,82,85,366,78,65,78,65,80,369,65,77,81,86,60,84,236,79,81,76,50,16,8,9,10,7,2184,457,3,3,N/A,N/A,3,Normal (170-185),Yes,67,77,85,84,76,68
Exequiel Palacios,"CM, CDM, CM",Bundesliga (Germany),2020,2028,25,84,87,231521,"178cm / 5'10""",69kg / 152lbs,Right,86,CM,3,"Jan 1, 2020",N/A,€55.5M,€105K,€95.7M,358,70,73,67,85,63,376,82,73,54,84,83,380,71,68,78,84,79,378,81,73,78,67,79,403,84,86,79,82,72,83,246,80,86,80,38,10,5,8,9,6,2179,461,4,3,N/A,N/A,3,Lean (170-185),Yes,69,76,79,82,82,73
Jeremie Frimpong,"RM, RB, RM",Bundesliga (Germany),2021,2028,23,84,86,253149,"172cm / 5'8""",65kg / 143lbs,Right,84,RM,2,"Jan 27, 2021",N/A,€54.5M,€95K,€94M,329,82,66,52,78,51,357,85-1,77,47,64,84,450,96,91,89-2,84,90,331,62,73,85,58,53,353,77,78,81,74,43,80,233,78,78,77,54,12,7,8,13,14,2107,457,3,3,N/A,N/A,3,Normal (170-185),Yes,93,61,74,85,75,69
Konrad Laimer,"CDM, CM, RB, CDM",Bundesliga (Germany),2023,2027,27,83,84,225375,"180cm / 5'11""",72kg / 159lbs,Right,83,CDM,1,"Jul 1, 2023",N/A,€37M,€78K,€63.8M,355,78,69,67,81,60,348,75,70,47,78,78,398,82,79,76,84,77,374,74,80,81,71,68,379,89,87,73,76,54,79,246,86,81,79,58,9,12,12,13,12,2158,463,3,3,N/A,N/A,3,Lean (170-185),Yes,80,69,77,77,82,78
Min Jae Kim,"CB, CB",Bundesliga (Germany),2023,2028,27,83,84,237086,"190cm / 6'3""",81kg / 179lbs,Right,84,CB,1,"Jul 18, 2023",N/A,€36.5M,€78K,€63M,238,35,23,81,75,24,248,57,36,23,64,68,364,74,78,65,82,65,334,51,84,76,86,37,304,84,85,48,57,30,66,256,84,87,85,56,13,7,11,14,11,1800,397,3,2,N/A,N/A,3,Normal (185+),Yes,76,33,57,63,85,83
Michael Olise,"RM, RW, CAM, CAM",Bundesliga (Germany),2024,2029,22,83+1,87,247827,"184cm / 6'0""",73kg / 161lbs,Left,85,CAM,4,"Jul 7, 2024",N/A,€53M,€71K,€91.4M,350,82,81+2,36,83,68,408,86+2,81,79+2,79,83,415,83+1,76-3,91,79+2,86,329,77+1,56,73+5,46,77+1,356,68,55,79,84,70,82+1,163,52,58,53,49,9,11,9,10,10,2070,435,2,4,N/A,N/A,3,Lean (170-185),Yes,79,78,82,85,53,58
Donyell Malen,"RM, ST, LM, ST",Bundesliga (Germany),2021,2026,25,83,85,231447,"176cm / 5'9""",68kg / 150lbs,Right,84,ST,2,"Jul 27, 2021",N/A,€45.5M,€63K,€80.8M,385,74,84,67,79,81,372,86,76,61,64,85,433,93,86,86,82,86,391,86,84,77,72,72,329,65,31,84,75,74,79,97,29,33,35,49,7,9,9,10,14,2056,436,4,4,N/A,N/A,3,Unique,Yes,89,81,74,85,35,72
Robert Andrich,"CDM, CM, CB, CDM",Bundesliga (Germany),2021,2028,29,83,83,212242,"186cm / 6'1""",85kg / 187lbs,Right,83,CDM,0,"Aug 16, 2021",N/A,€31M,€100K,€51.2M,369,71,74,74,80,70,384,74,80+2,76,78,76,314,59,50,63,83,59,410,84,80,77,84,85,378,91,84,68,73,62,75,250,85,86,79,54,7,9,10,13,15,2159,446,4,2,N/A,N/A,3,Normal (185+),Yes,54,77,76,73,83,83
Edmond Tapsoba,"CB, CB",Bundesliga (Germany),2020,2028,25,83,85,247263,"192cm / 6'4""",84kg / 185lbs,Right,85,CB,2,"Jan 31, 2020",N/A,€40.5M,€90K,€69.9M,294,39,57,83,82,33,308,66,54,32,82,74,360,73,76,66,81,64,339,74,83,69,83,30,346,78,85,34,72,77,78,250,84,88,78,50,5,10,13,7,15,1947,431,4,2,N/A,N/A,3,Normal (185+),Yes,75,54,68,70,85,79
Péter Gulácsi,"GK, GK",Bundesliga (Germany),2015,2026,34,83,83,185122,"191cm / 6'3""",86kg / 190lbs,Right,83,GK,0,"Jul 1, 2015",N/A,€6M,€48K,€10.2M,94,16,10,23,35,10,104,19,18,11,31,25,248,42,44,41,79,42,251,56,72,37,74,12,136,34,23,11,44,24,45,61,25,16,20,408,83,83,75,84,83,1302,451,2,1,N/A,N/A,3,Normal (185+),Yes,83,83,75,83,43,84
Willi Orban,"CB, CB",Bundesliga (Germany),2015,2027,31,83,83,204638,"186cm / 6'1""",87kg / 192lbs,Right,83,CB,0,"Jul 1, 2015",N/A,€25M,€74K,€42.5M,267,39,38,85,74,31,239,52,28,32,68,59,297,50,65,48,82,52,299,37,90,58,85,29,293,83,83,42,44,41,72,253,86,86,81,58,15,12,15,10,6,1706,369,3,2,N/A,N/A,3,Normal (185+),Yes,58,36,56,56,85,78
Xavi Simons,"CAM, LW, CAM",Bundesliga (Germany),,"Jun 30, 2025 On loan",21,83,89,245367,"179cm / 5'10""",61kg / 134lbs,Right,86,CAM,6,"Jul 18, 2023","Jun 30, 2025",€58.5M,€79K,€0,358,74,78,60,84,62,398,87,82,65,79,85,424,86,77,90,84,87,373,78,69,83,63,80,365,76,65,78,85,61,81,178,60,62,56,43,9,11,5,8,10,2139,456,3,4,N/A,N/A,3,Lean (170-185),Yes,81,77,80,86,61,71
Thomas Müller,"CAM, ST, CAM",Bundesliga (Germany),2008,2025,34,82,82,189596,"185cm / 6'1""",76kg / 168lbs,Right,82,CAM,0,"Aug 10, 2008",N/A,€14.5M,€80K,€23.9M,416,85,84,79,84,84,379,78,81,59,79,82,341,54,60,67,91,69,373,78,73,77,66,79,369,62,58,92,87,70,89,150,47,57,46,52,6,7,11,14,14,2080,424,4,3,N/A,N/A,3,Lean (185+),Yes,57,82,83,79,55,68
Serge Gnabry,"RM, ST, LM, RM",Bundesliga (Germany),2017,2026,28,82,82,206113,"176cm / 5'9""",77kg / 170lbs,Right,82,RM,0,"Jul 1, 2017",N/A,€30.5M,€78K,€50.3M,369,77,84,42,83,83,376,85,74,62,73,82,416,84,77,85,82,88,369,86,68,66,69,80,330,58,38,84,80,70,82,132,45,44,43,50,14,10,10,9,7,2042,434,4,4,N/A,N/A,3,Unique,Yes,80,83,78,84,43,66
Leon Goretzka,"CM, CDM, CM",Bundesliga (Germany),2018,2026,29,82-1,82-1,209658,"189cm / 6'2""",82kg / 181lbs,Right,82,CM,0,"Jul 1, 2018",N/A,€29.5M,€78K,€48.7M,391,74-1,78-1,85-1,83,71,390,82,76,70-3,82,80-1,372,73,68,74,84-1,73,412,83-2,85-1,77-1,87-2,80-4,383,82-1,83-1,79,79-3,60,82-1,232,74,82-1,76,56,13,8,15,11,9,2236,470,4,3,N/A,N/A,3,Unique,Yes,70,78,79,80,80,83
Raphaël Guerreiro,"LB, CM, CAM",Bundesliga (Germany),2023,2026,30,82,82,209889,"170cm / 5'7""",71kg / 157lbs,Left,84,CAM,0,"Jul 1, 2023",N/A,€26.5M,€75K,€43.7M,373,85,78,42,89,79,421,87,85,82,78,89,397,78,51,90,88,90,340,79,50,79,49,83,347,44,85,79,85,54,87,234,79,78,77,45,12,6,8,11,8,2157,446,2,4,N/A,N/A,3,Normal (170-),Yes,63,78,85,88,76,56
Dayot Upamecano,"CB, CB",Bundesliga (Germany),2021,2026,25,82,85,229558,"186cm / 6'1""",90kg / 198lbs,Right,85,CB,3,"Jul 5, 2021",N/A,€36M,€69K,€62.1M,278,48,39,81,77,33,287,72,36,28,76,75,373,76,85,66,81,65,355,64,85,77,87,42,311,88,79,47,58,39,74,245,79,84,82,45,6,7,8,15,9,1894,428,3,3,N/A,N/A,3,Stocky (185+),Yes,81,45,63,73,81,85
Alphonso Davies,"LB, LM, LM",Bundesliga (Germany),2019,2025,23,82,87,234396,"185cm / 6'1""",77kg / 170lbs,Left,85,LM,5,"Jan 1, 2019",N/A,€43M,€62K,€74.2M,357,83,64,69,82,59,356,85,72,44,71,84,442,96,95,85,83,83,385,74,93+7,80,75,63,358,72,78,77,77,54,78,215,69,73,73,47,11,11,6,5,14,2160,471,3,4,N/A,N/A,3,Unique,Yes,95,66,77,84,72,77
Niklas Süle,"CB, RB, CB",Bundesliga (Germany),2022,2026,28,82,83,212190,"195cm / 6'5""",99kg / 218lbs,Right,83,CB,1,"Jul 1, 2022",N/A,€29M,€60K,€51.5M,299,48,36,76,80,59,297,64,43,38,82,70,297,60,78,34,81,44,364,78,79,52,93,62,306,80,86,42,66,32,84,249,83,83,83,58,15,7,14,7,15,1870,414,3,3,N/A,N/A,3,Stocky (185+),Yes,70,51,67,64,83,79
Matthias Ginter,"CB, CB",Bundesliga (Germany),2022,2027,30,82,82,207862,"189cm / 6'2""",87kg / 192lbs,Right,82,CB,0,"Jul 1, 2022",N/A,€25M,€41K,€42.5M,338,68,55,83,79,53,296,61,44,42,74,75,297,54,54,54,85,50,349,79,83,57,84,46,353,74,85,55,72,67,77,251,87,86,78,46,12,10,6,8,10,1930,410,3,2,N/A,N/A,3,Normal (185+),Yes,54,59,71,66,85,75
Victor Boniface,"ST, ST",Bundesliga (Germany),2023,2028,23,82,88,247679,"190cm / 6'3""",91kg / 201lbs,Right,85,ST,6,"Jul 22, 2023",N/A,€48.5M,€86K,€89.7M,362,48,82,78,75,79,354,84,70,58,60,82,351,70,75,68,78,60,415,91,88,67,90,79,342,79,33,84,74,72,78,95,38,31,26,45,14,5,7,7,12,1964,422,3,3,N/A,N/A,3,Stocky (185+),Yes,73,83,66,80,38,82
Kevin Trapp,"GK, GK",Bundesliga (Germany),2019,2026,33,82,82,188943,"189cm / 6'2""",84kg / 185lbs,Right,82,GK,0,"Aug 7, 2019",N/A,€10M,€34K,€17M,74,13,13,11,25,12,72,10,14,12,12,24,255,43,50,42,83,37,259,57,69,45,75,13,127,30,22,12,46,17,64,39,15,14,10,401,82,80,76,79,84,1227,447,4,1,N/A,N/A,3,Normal (185+),Yes,82,80,76,84,46,79
Oliver Baumann,"GK, GK",Bundesliga (Germany),2014,2026,34,82,82,193698,"187cm / 6'2""",82kg / 181lbs,Right,82,GK,0,"Jul 1, 2014",N/A,€5M,€32K,€8.5M,86,14,11,16,34,11,89,19,12,11,30,17,248,37,41,45,82,43,246,59,66,39,69,13,129,32,21,10,44,22,52,47,15,18,14,401,81,80,78,79,83,1246,440,2,1,N/A,N/A,3,Normal (185+),Yes,81,80,78,83,39,79
Pascal Groß,"CDM, CM, CM",Bundesliga (Germany),2024,2026,33,81,81,190765,"181cm / 5'11""",78kg / 172lbs,Right,83,CM,0,"Aug 1, 2024",N/A,€13M,€55K,€22.1M,370,85,77,53,87,68,414,80,85,78,86,85,319,51,50,67,85,66,372,80,61,85,68,78,391,80,73,80,85,73,85,224,75,77,72,65,8,15,15,16,11,2155,440,4,3,N/A,N/A,3,Lean (170-185),Yes,50,77,86,80,73,74
Emre Can,"CDM, CB, CB",Bundesliga (Germany),2020,2026,30,81-1,81-1,208333,"186cm / 6'1""",86kg / 190lbs,Right,83,CB,0,"Feb 18, 2020",N/A,€21.5M,€55K,€36.6M,370,64,74,82,79-2,71-2,367,75,77,64,74,77-1,371,67,86,65-4,79,74,419,85,88,80,86,80,396,91,80,70-2,72-2,83,83,249,79,85,85,54,14,8,8,13,11,2226,471,4,3,N/A,N/A,3,Stocky (185+),Yes,77,78,73,75,82,86
Waldemar Anton,"CB, RB, CB",Bundesliga (Germany),2024,2028,27,81,82,229476,"189cm / 6'2""",86kg / 190lbs,Right,82,CB,1,"Jul 8, 2024",N/A,€26M,€53K,€46.2M,281,43,42,78,80,38,281,63,37,39,72,70,337,61,75,62,81,58,351,58,84,79,85,45,330,84,79,52,67,48,80,244,85,81,78,61,11,12,12,13,13,1885,411,3,3,N/A,N/A,2,Normal (185+),Yes,69,46,65,67,81,83
Jonas Hofmann,"CAM, ST, CAM",Bundesliga (Germany),2023,2027,31,81,81,210324,"176cm / 5'9""",72kg / 159lbs,Right,81,CAM,0,"Jul 5, 2023",N/A,€21.5M,€88K,€35.5M,373,78,80,48,82,85,393,80,77,75,78,83,387,74,72,79,84,78,369,74,66,87,66,76,384,70,75,83,85,71,79,184,70,57,57,42,6,6,10,10,10,2132,449,4,3,N/A,N/A,3,Normal (170-185),Yes,73,78,81,81,64,72
Patrik Schick,"ST, ST",Bundesliga (Germany),2020,2027,28,81-1,81-1,234236,"191cm / 6'3""",87kg / 192lbs,Left,81,ST,0,"Sep 8, 2020",N/A,€26.5M,€95K,€43.7M,392,64,82-1,84,78,84,359,81,78,56,64,80-2,380,74,74,82,83,67,401,82,91+1,68,83,77,309,65,25,84-1,74,61,84,92,44,29,19,57,11,15,8,9,14,1990,418,3,4,N/A,N/A,3,Normal (185+),Yes,74,80,71,80,37,76
Piero Hincapié,"CB, LB, CB",Bundesliga (Germany),2021,2027,22,81,86,256197,"184cm / 6'0""",77kg / 170lbs,Left,83,CB,5,"Aug 16, 2021",N/A,€36M,€69K,€62.1M,284,55,40,78,78,33,306,70,56,32,74,74,378,79,78,74,79,68,326,50,88,80,77,31,304,85,78,55,53,33,76,249,80,83,86,49,9,15,10,6,9,1896,415,2,3,N/A,N/A,2,Normal (170-185),Yes,78,40,64,72,81,80
Deniz Undav,"ST, CAM, ST",Bundesliga (Germany),2024,2027,27,81,81,244176,"179cm / 5'10""",86kg / 190lbs,Right,81,ST,0,"Aug 9, 2024",N/A,€28M,€42K,€47.6M,390,67,84,75,81,83,366,79,74,66,64,83,377,67,67,72,84,87,399,84,81,74,80,80,336,79,18,84,83,72,83,91,25,37,29,54,9,12,9,11,13,2013,416,5,3,N/A,N/A,3,Stocky (170-185),Yes,67,83,75,80,33,78
Ellyes Skhiri,"CDM, CM, CDM",Bundesliga (Germany),2023,2027,29,81,81,225126,"185cm / 6'1""",74kg / 163lbs,Right,81,CDM,0,"Jul 5, 2023",N/A,€22M,€49K,€37.4M,356,67,76,75,78,60,360,76,72,55,82,75,341,65,55,74,83,64,380,75,75,90,68,72,367,77,86,75,71,58,80,234,82,79,73,65,15,14,8,14,14,2103,438,3,3,N/A,N/A,3,Lean (185+),Yes,60,73,74,75,80,76
Omar Marmoush,"ST, LW, CAM",Bundesliga (Germany),2023,2027,25,81+1,83+1,256675,"183cm / 6'0""",81kg / 179lbs,Right,84,CAM,2,"Jul 1, 2023",N/A,€33M,€51K,€58.6M,365,59+10,83+1,67,80+1,76+2,367,85+1,71+3,65+2,62,84+1,427,86,91,90,78+2,82,385,82+1,80,76,68,79+1,347,72,34,83+1,79+1,79+3,84+3,77,26,30,21,58,11,13,15,8,11,2026,430,3,4,N/A,N/A,1,Normal (170-185),Yes,89,81,72,85,32,71
Andrej Kramarić,"ST, CAM, CM, CAM",Bundesliga (Germany),2015,2025,33,81,81,216354,"177cm / 5'10""",73kg / 161lbs,Right,82,CAM,0,"Jan 16, 2015",N/A,€16.5M,€52K,€28.1M,390,73,84,69,83,81,401,84,82,77,73,85,394,73,70,83,84,84,387,82,75,82,69,79,359,71,29,86,81,92,82,86,35,25,26,58,8,14,14,7,15,2075,423,4,4,N/A,N/A,3,Normal (170-185),Yes,71,83,79,84,33,73
Benjamin Henrichs,"RB, RM, LB, RB",Bundesliga (Germany),2021,2028,27,81,82,228579,"183cm / 6'0""",79kg / 174lbs,Right,81,RB,1,"Apr 12, 2021",N/A,€27M,€60K,€47.9M,330,80,50,66,81,53,353,80,74,49,72,78,372,75,73,75,80,69,340,62,78,75,74,51,353,72,78,70,74,59,78,245,78,82,85,56,8,9,13,12,14,2049,435,4,3,N/A,N/A,2,Normal (170-185),Yes,74,54,76,78,79,74
Xaver Schlager,"CDM, CM, CDM",Bundesliga (Germany),2022,2026,26,81,83,233195,"174cm / 5'9""",76kg / 168lbs,Left,82,CDM,2,"Jul 1, 2022",N/A,€28.5M,€60K,€50.6M,309,59,66,44,80,60,369,78,73,60,80,78,378,74,70,75,81,78,380,78,68,82,76,76,377,85,83,75,78,56,74,228,77,78,73,41,6,8,8,12,7,2082,448,3,3,N/A,N/A,3,Stocky (170-185),Yes,72,70,74,78,75,79
David Raum,"LB, LM, LWB",Bundesliga (Germany),2022,2027,26,81,84,236703,"180cm / 5'11""",75kg / 165lbs,Left,82,LWB,3,"Jul 31, 2022",N/A,€31M,€60K,€55M,342,88,59,60,80,55,390,79,85,70,77,79,399,86,84,77,75,77,377,64,81,91,75,66,335,69,73,65,79,49,78,226,73,77,76,51,11,8,14,12,6,2120,456,2,3,N/A,N/A,2,Normal (170-185),Yes,85,61,81,78,73,78
Eric Dier,"CB, CB",Bundesliga (Germany),2024,2025,30,80,80,202335,"191cm / 6'3""",91kg / 201lbs,Right,80,CB,0,"Jan 11, 2024",N/A,€17.5M,€65K,€28.9M,323,65,52,83,72,51,358,67,66,76,83,66,268,39,73,34,75,47,384,81,81,58,90,74,352,85,79,51,63,74,71,242,85,78,79,53,11,14,6,13,9,1980,416,2,2,N/A,N/A,2,Stocky (185+),Yes,58,63,70,63,81,81
