Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Mohamed Ali Ben Romdhane,"CAM, CDM, CAM",Nemzeti Bajnokság I (Hungary),2023,2026,24,72,77,268822,"186cm / 6'1""",78kg / 172lbs,Right,74,CAM,5,"Jul 2, 2023",N/A,€3.5M,€16K,€8M,307,58,68,50,75,56,367,71,76,76,73,71,337,72,68,69,72,56,365,71,70,68,74,82,343,62,67,68,71,75,68,185,64,64,57,55,11,12,7,13,12,1959,415,4,3,N/A,N/A,1,Normal (185+),No,70,71,71,70,63,70
Habib Maïga,"CDM, CM, CDM",Nemzeti Bajnokság I (Hungary),2024,2026,28,71,71,236817,"181cm / 5'11""",80kg / 176lbs,Right,71,CDM,0,"Jan 4, 2024",N/A,€1.6M,€18K,€3.5M,285,59,48,68,70,40,322,68,55,63,68,68,329,66,53,66,72,72,374,71,80,80,83,60,327,76,68,61,65,57,69,204,68,70,66,51,8,8,10,15,10,1892,397,3,2,N/A,N/A,1,Normal (170-185),No,59,56,65,68,68,81
Raul Gustavo Pereira Bicalho,"CB, CB",Nemzeti Bajnokság I (Hungary),2024,2027,25,70,75,72905,"189cm / 6'2""",78kg / 172lbs,Left,72,CB,5,"Jul 1, 2024",N/A,€2.1M,€15K,€4.8M,231,31,38,69,66,27,242,57,35,25,65,60,319,67,66,59,69,58,313,65,77,61,76,34,253,61,69,48,42,33,63,212,70,72,70,48,10,10,5,13,10,1618,356,3,2,N/A,N/A,1,Normal (185+),No,66,42,50,59,70,69
Virgil Misidjan,"LM, LW, ST, RW",Nemzeti Bajnokság I (Hungary),2024,2026,30,70,70,203725,"173cm / 5'8""",70kg / 154lbs,Right,71,RW,0,"Aug 18, 2024",N/A,€1.5M,€18K,€3.3M,305,64,66,44,66,65,337,72,71,65,56,73,394,82,80,84,65,83,326,73,61,67,55,70,289,66,32,70,65,56,66,83,29,28,26,44,12,7,8,10,7,1778,378,4,3,N/A,N/A,1,Normal (170-185),Yes,81,68,64,73,31,61
Stefan Gartenmann,"CB, CB",Nemzeti Bajnokság I (Hungary),2024,2027,27,70,73,229436,"185cm / 6'1""",75kg / 165lbs,Right,72,CB,3,"Aug 15, 2024",N/A,€1.8M,€16K,€4.1M,237,60,22,65,63,27,264,59,51,28,60,66,311,54,66,56,70,65,318,54,74,76,82,32,283,68,69,51,58,37,68,207,69,71,67,57,12,8,9,14,14,1677,361,3,2,N/A,N/A,1,Normal (185+),No,61,33,59,62,69,77
Endre Botka,"RB, CB, CB",Nemzeti Bajnokság I (Hungary),2017,2025,29,70,70,230718,"178cm / 5'10""",77kg / 170lbs,Right,71,CB,0,"Jan 19, 2017",N/A,€1.4M,€17K,€3.1M,260,68,40,67,64,21,257,60,46,28,62,61,332,74,68,62,65,63,298,52,78,62,72,34,298,81,70,55,51,41,56,215,71,70,74,45,12,11,11,6,5,1705,374,3,2,N/A,N/A,1,Normal (170-185),No,71,41,59,61,70,72
Cebrail Makreckis,"RB, CDM, RM",Nemzeti Bajnokság I (Hungary),2023,2026,24,70,74,262644,"181cm / 5'11""",71kg / 157lbs,Right,73,RM,4,"Jul 3, 2023",N/A,€2.1M,€14K,€4.8M,309,72+2,56,55+3,75,51,329,75,58+5,51+4,73,72,377,77+2,74+2,80,73,73,333,66+3,73+5,67,68+2,59,312,69,64+1,64,65+2,50,62+2,198,71,66,61,48,15,10,6,11,6,1906,411,3,3,N/A,N/A,1,Normal (170-185),No,75,58,70,74,66,68
Kady Iuri Borges Malinowski,"CAM, RW, CAM",Nemzeti Bajnokság I (Hungary),2024,2027,28,69+1,69+1,236420,"173cm / 5'8""",68kg / 150lbs,Left,69,CAM,0,"Jul 8, 2024",N/A,€1.4M,€17K,€3.1M,313,68+3,64+1,56,68,57,338,70,61+5,67+4,69,71+2,363,73,74,72+2,68+1,76,334,66,73,63-4,71,61,302,60,43,67+1,70,62+8,58,125,40,41,44,48,15,6,9,10,8,1823,386,2,3,N/A,N/A,1,Normal (170-185),No,74,64,68,70,43,67
Eldar Ćivić,"LB, LB",Nemzeti Bajnokság I (Hungary),2019,2025,28,69,69,240031,"182cm / 6'0""",76kg / 168lbs,Left,69,LB,0,"Jun 26, 2019",N/A,€1.3M,€16K,€2.9M,285,73,49,54,65,44,341,69,75,72,54,71,360,79,80,72,61,68,327,70,71,72,66,48,320,78,64,63,68,47,64,192,60,67,65,56,14,8,9,15,10,1881,401,3,3,N/A,N/A,1,Normal (170-185),No,80,53,66,69,63,70
Oluwatosin Kehinde,"RM, LM, CAM, RM",Nemzeti Bajnokság I (Hungary),2023,2026,26,68,68,237700,"178cm / 5'10""",75kg / 165lbs,Right,68,RM,0,"Jul 1, 2023",N/A,€1.3M,€16K,€2.9M,283,58,55,52,65,53,307,72,56,52,57,70,394,82,84,83,62,83,316,61,71,68,62,54,273,58,37,64,63,51,67,121,38,41,42,47,14,7,6,12,8,1741,376,3,3,N/A,N/A,1,Lean (170-185),Yes,83,56,61,72,41,63
Ismaël Aaneba,"CB, CB",Nemzeti Bajnokság I (Hungary),2023,2025,25,68,73,240725,"182cm / 6'0""",75kg / 165lbs,Right,70,CB,5,"Sep 2, 2023",N/A,€1.6M,€14K,€3.6M,282,59,44,67,69,43,270,56,42,41,65,66,343,73,72,70,63,65,317,64,76,66,70,41,260,65,74,33,48,40,58,202,69,67,66,55,15,10,7,12,11,1729,376,2,2,N/A,N/A,1,Normal (170-185),No,72,47,59,61,69,68
Gábor Szalai,"CB, CB",Nemzeti Bajnokság I (Hungary),2024,2029,24,68,76,275644,"191cm / 6'3""",87kg / 192lbs,Left,70,CB,8,"Aug 31, 2024",N/A,€2.5M,€13K,€6M,214,31,32,65,55,31,197,42,33,35,42,45,274,54,54,49,68,49,311,48,73,65,80,45,250,80,67,28,29,46,54,203,68,68,67,53,13,12,9,10,9,1502,322,2,2,N/A,N/A,1,Normal (185+),No,54,38,41,46,67,76
Anderson Esiti,"CDM, CB",Nemzeti Bajnokság I (Hungary),2022,2025,30,67,67,220921,"189cm / 6'2""",84kg / 185lbs,Right,69,CB,0,"Feb 15, 2022",N/A,€850K,€15K,€1.9M,245,43,33,66,68,35,260,59,41,34,66,60,239,57,48,36,58,40,335,68,69,65,85,48,292,80,67,48,50,47,65,200,68,70,62,56,10,10,9,14,13,1627,355,3,2,N/A,N/A,1,Stocky (185+),No,52,45,56,56,68,78
Mats Knoester,"CB, CB",Nemzeti Bajnokság I (Hungary),2022,2025,25,67,70,238040,"188cm / 6'2""",82kg / 181lbs,Left,69,CB,3,"Jul 1, 2022",N/A,€1.2M,€14K,€2.7M,214,32,22,64,69,27,228,46,29,24,63,66,297,61,65,52,63,56,311,48,77,78,83,25,234,65,67,30,32,40,64,193,62,68,63,49,15,12,9,8,5,1526,339,2,2,N/A,N/A,1,Normal (185+),No,63,29,49,55,65,78
Lóránd Pászka,"LB, RB, LB",Nemzeti Bajnokság I (Hungary),2022,2025,28,67,67,267632,"176cm / 5'9""",71kg / 157lbs,Left,67,LB,0,"Feb 14, 2022",N/A,€925K,€15K,€2M,261,73,36,49,64,39,268,58,62,24,56,68,373,82,78,71,64,78,259,51,59,64,48,37,289,67,59,60,69,34,56,184,62,60,62,55,8,12,6,14,15,1689,364,3,2,N/A,N/A,1,Normal (170-185),No,80,40,64,64,60,56
Zsombor Gruber,"ST, ST",Nemzeti Bajnokság I (Hungary),2024,2028,19,66+2,77+1,73598,"180cm / 5'11""",73kg / 161lbs,Left,68,ST,11,"Feb 8, 2024",N/A,€1.9M,€12K,€4.6M,287,46,65,59,59+3,58,282,69+3,42,50,55+7,66+3,345,73+2,71+3,68+2,66+2,67,316,71+3,67,54,58,66+2,260,57,16,68,62+5,57,53,44,14,17,13,49,15,7,12,8,7,1583,337,3,2,N/A,N/A,1,Lean (170-185),No,72,66,55,67,20,57
Ádám Varga,"GK, GK",Nemzeti Bajnokság I (Hungary),2016,2025,25,66,70,235086,"191cm / 6'3""",85kg / 187lbs,Right,66,GK,4,"Jan 1, 2016",N/A,€925K,€9K,€2.1M,80,13,16,11,23,17,68,12,13,13,17,13,156,30,22,25,56,23,205,47,55,26,60,17,126,23,14,17,52,20,27,37,12,11,14,327,70,64,62,65,66,999,354,2,1,N/A,N/A,1,Normal (185+),No,70,64,62,66,27,65
Owusu Kwabena,"ST, CAM, RM",Nemzeti Bajnokság I (Hungary),2023,2025,27,66,67,240961,"182cm / 6'0""",73kg / 161lbs,Right,68,RM,1,"Jan 30, 2023",N/A,€1M,€16K,€2.3M,275,55,71,44,60,45,306,69,73,34,57,73,352,82,80,67,66,57,306,66,64,58,63,55,231,35,16,71,58,51,59,75,29,24,22,47,13,7,9,12,6,1592,355,3,3,N/A,N/A,1,Lean (170-185),No,81,65,58,69,26,56
Isaac Pappoe,"CM, CDM, CAM",Nemzeti Bajnokság I (Hungary),2024,2028,20,63,76,72918,"180cm / 5'11""",80kg / 176lbs,Right,65,CAM,13,"Jul 1, 2024",N/A,€1.2M,€11K,€3.4M,261,51+4,50+2,54,66,40+3,283,64,47+3,47+7,62,63,331,68,67,66+2,65+2,65,315,61+3,65,66,68,55+3,298,68,59,59,66+1,46+8,58,178,59+1,61,58,56,7,14,13,7,15,1722,371,3,3,N/A,N/A,1,Normal (170-185),No,67,53,61,64,59,67
Alex Tóth,"RB, CDM, RB",Nemzeti Bajnokság I (Hungary),2022,2025,18,60,77-1,70903,"181cm / 5'11""",70kg / 154lbs,Right,60,RB,17,"Jul 1, 2022",N/A,€600K,€8K,€1.7M,233,55,30,51,59+1,38,243,53,34,40,58+1,58+1,308,65,69,58,55,61,265,49,60,60,60,36,230,50,53,49,43,35,55,179,61,60+1,58,51,9,8,9,12,13,1509,329,3,2,N/A,N/A,1,Lean (170-185),No,67,37,53,56,58,58
Gergő Szécsi,"GK, GK",Nemzeti Bajnokság I (Hungary),2019,2025,35,60,60,261260,"185cm / 6'1""",80kg / 176lbs,Right,60,GK,0,"Jul 9, 2019",N/A,€25K,€5K,€55K,89,22,11,14,31,11,98,17,21,20,21,19,161,28,26,31,50,26,180,45,51,17,55,12,137,29,23,15,53,17,24,56,26,17,13,299,59,60,60,59,61,1020,326,2,1,N/A,N/A,1,Normal (185+),No,59,60,60,61,27,59
Dániel Radnóti,"GK, GK",Nemzeti Bajnokság I (Hungary),2021,2026,17,60,78,273872,"187cm / 6'2""",78kg / 172lbs,Right,60,GK,18,"Aug 1, 2021",N/A,€550K,€2K,€1.6M,80,12,11,15,29,13,80,13,13,12,24,18,169,22,27,21,51,48,178,44,47,22,53,12,91,14,10,14,41,12,29,36,10,15,11,301,61,58,59,60,63,935,325,2,1,N/A,N/A,1,Lean (185+),No,61,58,59,63,24,60
