Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Bartłomiej Drągowski,"GK, GK",Super League (Greece),2024,2028,26,76,79,215502,"191cm / 6'3""",74kg / 163lbs,Right,76,GK,3,"Jun 27, 2024",N/A,€7.5M,€14K,€17.1M,91,19,12,13,35,12,102,20,12,20,32,18,245,40,45,33,73,54,223,56,59,34,56,18,138,19,21,15,62,21,65,52,20,16,16,376,77,73,75,73,78,1227,418,3,1,N/A,N/A,1,Normal (185+),Yes,77,73,75,78,42,73
Nordin Amrabat,"RM, RW, LM, RM",Super League (Greece),2021,2025,37,75,75,183108,"179cm / 5'10""",87kg / 192lbs,Right,75,RM,0,"Aug 16, 2021",N/A,€1.8M,€20K,€3.8M,341,77,66,55,74,69,370,75,79,67,74,75,389,78,78,80,73,80,394,76,83,80,90,65,364,87,59,70,73,75,79,166,51,62,53,51,11,14,7,6,13,2075,441,2,3,N/A,N/A,2,Stocky (170-185),Yes,78,69,74,76,57,87
Domagoj Vida,"CB, CB",Super League (Greece),2022,2025,35,75,75,199206,"184cm / 6'0""",82kg / 181lbs,Right,75,CB,0,"Jul 31, 2022",N/A,€1.5M,€19K,€3.2M,282,65,41,78,62,36,252,53,44,35,60,60,333,67-2,69-1,64,70-1,63,314,54,85,75-2,78,22,308,80,77,50,50,51,73-1,229,78+1,76,75,56,16,13,10,9,8,1774,381,3,2,N/A,N/A,3,Normal (170-185),No,68,41,58,59,77,78
Alberto Brignoli,"GK, GK",Super League (Greece),2024,2027,32,75,75,210358,"188cm / 6'2""",81kg / 179lbs,Left,75,GK,0,"Jul 3, 2024",N/A,€2.8M,€17K,€5.9M,133,17,17,30,49,20,129,12,20,15,42,40+5,216,48+4,47+4,22,67,32,204,59,58+2,34,42,11,126,22,11,11,60+4,22,61,61,20,21,20,378,72,72,78,79,77,1247,426,3,1,N/A,N/A,1,Lean (185+),No,72,72,78,77,48,79
Harold Moukoudi,"CB, CB",Super League (Greece),2022,2026,26,75,78,228732,"191cm / 6'3""",96kg / 212lbs,Right,77,CB,3,"Aug 18, 2022",N/A,€6.5M,€25K,€14.1M,230,31,31,73-1,68,27,235,50+4,30,29,62,64,268,45+1,53,42,68,60,324,50,79,76,92+1,27,288,85,74,41,50,38,75+1,223,75,76,72,62,12,14,12,15,9,1630,353,3,2,N/A,N/A,1,Stocky (185+),No,49,35,52,56,75,86
Aboubakary Koita,"LM, CAM, LM",Super League (Greece),2024,2029,25,75,76,239028,"175cm / 5'9""",69kg / 152lbs,Right,75,LM,1,"Jul 13, 2024",N/A,€6.5M,€25K,€14.1M,321,71,72,32,72,74,367,78,74,76,66,73,400,86,81,87,70,76,381,88,65,76,69,83,335,62,62,69,68,74,70,177,60,60,57,50,14,8,8,14,6,2031,433,4,4,N/A,N/A,1,Normal (170-185),No,83,77,70,77,57,69
Sérgio Miguel Relvas de Oliveira,"CM, CDM, CM",Super League (Greece),2024,2026,32,75,75,198031,"181cm / 5'11""",78kg / 172lbs,Right,75,CM,0,"Sep 4, 2024",N/A,€4.4M,€29K,€9.2M,368,76,70,64,79,79,385,71,81,78,80,75,290,47,49,58,71,65,327,80,56,65,50,76,376,69,66,78,81,82,81,196,67,65,64,50,9,9,11,11,10,1992,397,4,3,N/A,N/A,2,Lean (170-185),Yes,48,75,79,71,66,58
Gelson Dany Batalha Martins,"RM, LM, RW, RM",Super League (Greece),2024,2026,29,75,75,227055,"170cm / 5'7""",74kg / 163lbs,Right,75,RM,0,"Jan 10, 2024",N/A,€5.5M,€29K,€11.6M,329,67,67,51,70,74,356,82,81,60,55,78,416,90,82,90,69,85,314,73,61,72,42,66,315,62,50,69,68,66,74,153,54,51,48,43,12,9,7,6,9,1926,407,3,4,N/A,N/A,1,Normal (170-),No,86,68,67,81,51,54
Yusuf Yazıcı,"CAM, ST, RM, CAM",Super League (Greece),2024,2027,27,75,76,231887,"183cm / 6'0""",74kg / 163lbs,Left,76,CAM,1,"Sep 28, 2024",N/A,€6.5M,€28K,€14.1M,361,72,73,68,77,71,388,78,81,75,75,79,342,62,64,75,72,69,366,76,73,71,72,74,325,66,38,75,77,69,73,134,40,52,42,47,10,12,5,13,7,1963,407,4,3,N/A,N/A,1,Normal (170-185),No,63,74,76,77,46,71
Panagiotis Retsos,"CB, CB",Super League (Greece),2023,2028,25,75,79,234986,"186cm / 6'1""",79kg / 174lbs,Right,77,CB,4,"Jul 4, 2023",N/A,€7M,€25K,€15.2M,259,57,26,74,76,26,259,51,37,29,67,75,325,65,69,66,74,51,325,65,81,66,78,35,260,72,76,37,42,33,71,221,71,77,73,47,14,9,11,6,7,1696,374,3,2,N/A,N/A,1,Lean (185+),Yes,67,37,60,62,74,74
Francisco Ortega,"LB, LWB",Super League (Greece),2023,2028,25,75,79,242287,"176cm / 5'9""",75kg / 165lbs,Left,76,LWB,4,"Aug 27, 2023",N/A,€7M,€25K,€15.2M,309,75,55,57,73-2,49,352,73-3,80,58,67,74-2,407,85,84,86,70,82-1,359,70+1,77,85,70,57,336,80,68,71,69,48,73-2,204,67,67-1,70,51,8,7,14,11,11,2018,432,3,3,N/A,N/A,1,Normal (170-185),No,84,59,71,75,67,76
Georgios Masouras,"RM, RW, LW, RM",Super League (Greece),2019,2028,30,75,75,246708,"184cm / 6'0""",76kg / 168lbs,Right,75,RM,0,"Jan 1, 2019",N/A,€5.5M,€29K,€11.6M,372,75,75,75,75,72,359,72,75,66,72,74,371,74,76,76,74,71,377,77,81,73,70,76,314,64,48,73,70,59,74,151,59,46,46,53,6,7,10,15,15,1997,419,4,3,N/A,N/A,1,Normal (170-185),No,75,75,73,73,53,70
João Pedro Loureiro da Costa,"RB, RM, RM",Super League (Greece),2024,2028,24,75,81,251942,"181cm / 5'11""",74kg / 163lbs,Right,76,RM,6,"Jul 9, 2024",N/A,€8.5M,€23K,€19.6M,324,75,63,68,74,44,339,73,69,49,73,75,362,77,74,70,72,69,367,71,80,81,72,63,367,82,71,74,71,69,72,207,66,70,71,62,14,13,14,13,8,2028,431,3,3,N/A,N/A,1,Normal (170-185),No,75,65,72,73,69,77
Tarik Tissoudali,"ST, CAM",Super League (Greece),2024,2026,31,75,75,233483,"182cm / 6'0""",75kg / 165lbs,Right,76,CAM,0,"Jul 28, 2024",N/A,€4.8M,€31K,€10.6M,345,65,80,60,71,69,355,79,70,67,59,80,387,75,71,86,77,78,345,74,74,59,69,69,294,37,35,77,76,69,80,100,30,40,30,58,13,10,11,11,13,1884,394,3,4,N/A,N/A,1,Normal (170-185),No,73,75,69,80,37,60
Giannis Konstantelias,"CAM, RW, CAM",Super League (Greece),2019,2027,21,75,83,259633,"178cm / 5'10""",66kg / 146lbs,Right,77,CAM,8,"Jul 1, 2019",N/A,€12.5M,€21K,€30M,325,71,65,45,76,68,361,79,69,64,70,79,397,80,75,85,72,85,305,65,58,70,46,66,304,63,34,66,78,63,71,112,37,38,37,43,6,7,10,6,14,1847,389,4,4,N/A,N/A,1,Lean (170-185),No,77,65,74,79,38,56
Philipp Max,"LB, LM, LB",Super League (Greece),2024,2027,30,75,75,212187,"177cm / 5'10""",77kg / 170lbs,Left,75,LB,0,"Aug 5, 2024",N/A,€4.8M,€22K,€10.6M,320,78,63,60,74,45,370,73,77,73,73,74,372,77,70,75,74,76,359,75,75,76,70,63,343,70,72,69,72,60,72,212,69,72,71,57,15,12,11,8,11,2033,428,3,3,N/A,N/A,2,Normal (170-185),Yes,73,65,74,74,70,72
Mateus Tetê,"RM, RW, CAM",Super League (Greece),2024,2028,24,75,80,247641,"175cm / 5'9""",70kg / 154lbs,Left,76,CAM,5,"Jul 25, 2024",N/A,€8.5M,€19K,€19.3M,328,70,73+1,56,74,55,358,79,66,70,65,78,389,81,80,81,73,74,327,70,67,72,51,67,294,44,41,69,68,72,77,107,42,38,27,43,7,11,5,9,11,1846,395,3,4,N/A,N/A,1,Normal (170-185),No,80,70,70,78,41,56
Azzedine Ounahi,"CM, CAM, CM",Super League (Greece),2023,2027,24,75,80,255125,"182cm / 6'0""",62kg / 137lbs,Right,77,CM,5,"Jan 30, 2023",N/A,€8.5M,€19K,€19.3M,311,60,61,58,80,52,352,76,67,54,74,81,345,63,64,77,73,68,340,73,65,82,61,59,329,58,64,73,77,57,71,187,58,68,61,48,14,13,6,8,7,1912,406,3,3,N/A,N/A,1,Lean (170-185),No,64,63,73,77,63,66
Steven Zuber,"ST, CAM, LM, ST",Super League (Greece),2022,2025,32,74-1,74-1,190059,"182cm / 6'0""",83kg / 183lbs,Right,74,ST,0,"May 6, 2022",N/A,€3.4M,€27K,€7.1M,355,74,74,68,75,64,365,75,74-1,70-1,71,75,371,75,75,73,75-3,73,384,79,81,73-1,78-1,73,337,69,61,75-1,70,62,71,176,55,61,60,60,15,15,7,14,9,2048,432,4,3,N/A,N/A,2,Normal (170-185),Yes,75,74,73,75,60,75
Jens Jønsson,"CDM, CM, CDM",Super League (Greece),2022,2026,31,74,74,204152,"182cm / 6'0""",78kg / 172lbs,Right,74,CDM,0,"Jul 6, 2022",N/A,€3M,€24K,€6.3M,291,54,54,67,70,46,308,69,53,48,69,69,363,73,72,73,74,71,352,63,77,80,72,60,327,78,74,60,70,45,70,219,73,73,73,51,12,8,6,15,10,1911,411,2,2,N/A,N/A,1,Lean (170-185),No,72,56,65,70,73,75
Thomas Strakosha,"GK, GK",Super League (Greece),2024,2029,29,74,75,212151,"193cm / 6'4""",84kg / 185lbs,Right,74,GK,1,"Jul 8, 2024",N/A,€3.2M,€16K,€7M,81,18,15,11,26,11,77,14,14,12,22,15,252,41,46,45,73-3,47,224,53-1,62,23,66,20,132,20,24,18,49,21,61,50,20,18,12,365,75+1,71-2,71-1,72+1,76+1,1181,408,2,1,N/A,N/A,1,Normal (185+),Yes,75,71,71,76,43,72
Damian Szymański,"CDM, CM, CDM",Super League (Greece),2020,2027,29,74,74,223779,"185cm / 6'1""",81kg / 179lbs,Right,74,CDM,0,"Jul 1, 2020",N/A,€3.6M,€24K,€7.6M,309,53,63-1,67,68,58-3,323,68,65-1,52-2,70,68,349,68,71,70,70,70,370,68,77,86,76,63-1,348,86,75,68,71,48,68,221,74,73,74,69,15,14,16,14,10,1989,420,3,2,N/A,N/A,1,Normal (185+),No,70,63,65,68,73,81
Mijat Gaćinović,"LM, RM, CM, LM",Super League (Greece),2022,2026,29,74,74,230564,"175cm / 5'9""",71kg / 157lbs,Right,74,LM,0,"Jul 1, 2022",N/A,€4.1M,€25K,€8.6M,317,71,65,47,74,60-4,354,76,70,63,68-1,77,391,79,78,83,71,80,332,64-1,66,78,60,64-4,339,68,70,68,71,62,70,192,63,64,65,54,8,11,13,8,14,1979,419,3,4,N/A,N/A,1,Lean (170-185),Yes,78,64,71,77,63,66
Lazaros Rota,"RB, RB",Super League (Greece),2021,2026,26,74,75,255541,"180cm / 5'11""",74kg / 163lbs,Right,74,RB,1,"Sep 3, 2021",N/A,€4.5M,€23K,€9.8M,277,71,38,58,70,40,304,70+2,65,33,65,71+1,373,78,80,75,70,70,341,65+9,74,83,69+1,50,290,77,70,55+5,50,38,63,211,70,71,70,39,6,12,5,9,7,1835,402,3,3,N/A,N/A,1,Normal (170-185),No,79,47,63,70,69,74
Alexandros Paschalakis,"GK, GK",Super League (Greece),2022,2026,34,74,74,240493,"197cm / 6'6""",92kg / 203lbs,Right,74,GK,0,"Sep 29, 2022",N/A,€725K,€17K,€1.5M,75,12,12,17,22,12,77,9,20,12,25,11,279,53,47,50,70,59,248,48,74,38,76,12,130,41,15,4,40,30,30,48,19,15,14,358,75,70,64,74,75,1215,409,2,1,N/A,N/A,1,Normal (185+),No,75,70,64,75,51,74
Konstantinos Tzolakis,"GK, GK",Super League (Greece),2019,2027,21,74,83,252552,"193cm / 6'4""",80kg / 176lbs,Right,74,GK,9,"Jul 1, 2019",N/A,€8M,€9K,€18.4M,69,10,8,10,32,9,110,15,21,11,38,25,294,49,55,63,72,55,240,53,65,45,68,9,121,30,8,7,60,16,55,31,7,12,12,364,73,71,70,73,77,1229,415,2,1,N/A,N/A,1,Lean (185+),No,73,71,70,77,51,73
Dejan Lovren,"CB, CB",Super League (Greece),2024,2026,34,74,74,195086,"188cm / 6'2""",84kg / 185lbs,Right,74,CB,0,"Sep 16, 2024",N/A,€1.4M,€26K,€3.1M,273,53,33,78,67,42,241,58,37,18,67,61,254,43,55,46,70,40,311,63,78,55,81,34,281,79,73,21,56,52,69,223,72,75,76,58,14,14,13,10,7,1641,354,4,2,N/A,N/A,1,Normal (185+),Yes,50,40,58,58,74,74
Magomed Ozdoev,"CM, CDM, CM",Super League (Greece),2023,2025,31,74,74,200094,"184cm / 6'0""",77kg / 170lbs,Right,74,CM,0,"Aug 7, 2023",N/A,€3.5M,€27K,€7.7M,333,72,68,73,75,45,337,71,58,60,75,73,350,67,69,70,74,70,373,81,78,70,71,73,363,74,74,73,74,68,69,221,73,75,73,66,11,8,16,16,15,2043,430,4,3,N/A,N/A,1,Normal (170-185),No,68,71,73,72,74,72
Stefan Schwab,"CM, CDM, CM",Super League (Greece),2020,2025,33,74,74,204688,"183cm / 6'0""",77kg / 170lbs,Left,74,CM,0,"Aug 3, 2020",N/A,€2.6M,€27K,€5.7M,354,73,72,69,75,65,362,72,72,71,74,73,332,62,64,66-2,73,67,374,72,76+2,80,76+2,70,367,73,69,72,80,73,78+5,211,73,69,69,60,15,10,16,13,6,2060,427,3,3,N/A,N/A,1,Stocky (170-185),No,63,71,75,72,70,76
Baba Rahman,"LB, LB",Super League (Greece),2023,2026,29,74,74,209620,"180cm / 5'11""",73kg / 161lbs,Left,74,LB,0,"Jul 10, 2023",N/A,€3.7M,€26K,€8.1M,325,71,62+3,70,70,52,327,71,71,43,69,73+2,368,72,78,72,74,72+4,365,70,80,78+1,77+1,60+1,336,77+2,72,75+1,70+1,42,71,212,70,71,71,50,12,11,6,11,10,1983,426,3,3,N/A,N/A,1,Normal (170-185),Yes,75,62,69,72,71,77
Thomas Murg,"CAM, CAM",Super League (Greece),2020,2026,29,74,74,210313,"173cm / 5'8""",70kg / 154lbs,Left,74,CAM,0,"Oct 5, 2020",N/A,€4.1M,€27K,€9M,326,72,74,39,76,65,373,76,74,74,74,75,389,80,77,80,70,82,344,72,64,70,66,72,291,52,43,69,68,59,68,131,45,46,40,58,14,12,12,14,6,1912,407,4,3,N/A,N/A,1,Normal (170-185),No,78,72,73,76,44,64
Jonathan Castro Otto,"RB, LB, RB",Super League (Greece),2024,2025,30,74,74,210455,"170cm / 5'7""",70kg / 154lbs,Right,74,RB,0,"Feb 6, 2024",N/A,€3.6M,€26K,€7.9M,311,75,51,69,70,46,333,74,66,54,64,75,356,74,63,71,71,77,318,68,72,70,59,49,327,76,72,66,67,46,72,222,74,75,73,45,7,10,12,10,6,1912,404,3,3,N/A,N/A,1,Normal (170-),Yes,68,54,69,74,73,66
Omar Colley,"CB, CB",Super League (Greece),2024,2025,31,74,74,226536,"191cm / 6'3""",90kg / 198lbs,Left,74,CB,0,"Aug 31, 2024",N/A,€2.9M,€26K,€6.4M,236,44,28,78,62,24,235,49,38,37,52,59,299,54,72,59,71,43,314,41,78,74,90,31,248,81,71,31,32,33,70,219,68,76,75,49,8,7,7,14,13,1600,355,3,2,N/A,N/A,1,Normal (185+),No,64,31,48,55,73,84
Jiří Pavlenka,"GK, GK",Super League (Greece),2024,2025,32,74,74,236583,"196cm / 6'5""",81kg / 179lbs,Right,74,GK,0,"Sep 30, 2024",N/A,€2.1M,€17K,€4.6M,87,11,16,14,27,19,71,12,10,14,16,19,211,35,36,39,74,27,214,47,62,20,68,17,92,22,13,14,25,18,39,36,12,10,14,358,75,70,62,69,82,1069,393,3,1,N/A,N/A,1,Normal (185+),Yes,75,70,62,82,35,69
