Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Stefan Savić,"CB, CB",Süper Lig (Türkiye),2024,2027,33,81,81,204639,"187cm / 6'2""",80kg / 176lbs,Right,81,CB,0,"Jul 25, 2024",N/A,€12.5M,€64K,€23.8M,252,36,34,83,72,27,248,47,34,30,71,66,315,57,68,57,80,53,311,45,84,69,82,31,289,85,83,29,55,37,80,248,83,84,81,66,14,13,14,13,12,1729,374,3,2,N/A,N/A,3,Lean (185+),Yes,63,35,57,57,83,79
Dries Mertens,"CAM, ST, CAM",Süper Lig (Türkiye),2022,2025,37,80,80,175943,"169cm / 5'7""",61kg / 134lbs,Right,80,CAM,0,"Aug 8, 2022",N/A,€7M,€46K,€13.3M,349,80,78,40,81,70,410,79,83,82,82,84,383,72,64,73,84,90,300,72-3,47,66-3,33,82,346,66,36,84,81,79,87,133,50,41,42,39,7,10,8,10,4,1960,400,4,4,N/A,N/A,3,Unique,Yes,68,78,81,81,43,49
Hakim Ziyech,"RM, CAM, RM",Süper Lig (Türkiye),2023,2025,31,80,80,208670,"181cm / 5'11""",65kg / 143lbs,Left,80,RM,0,"Aug 19, 2023",N/A,€17.5M,€60K,€33.3M,359,81,72,52,80,74,411,80,88,80,82,81,385,76,73,82,76,78,359,83,61,67,63,85,351,73,51,76,84,67,79,142,44,57,41,51,11,7,11,8,14,2058,429,2,5,N/A,N/A,3,Unique,Yes,74,77,82,80,50,66
Davinson Sánchez,"CB, CB",Süper Lig (Türkiye),2023,2027,28,80,80,220793,"187cm / 6'2""",81kg / 179lbs,Right,80,CB,0,"Sep 4, 2023",N/A,€18M,€58K,€34.2M,262,36,44,78,72,32,264,62,31,27,74,70,349,71,84,61,78,55,355,66,89,68,88,44,300,85,78,34,59+11,44,63,243,81,80,82,47,9,7,10,6,15,1820,410,2,2,N/A,N/A,3,Unique,Yes,78,47,58,65,80,82
Allan Saint-Maximin,"LW, LM, LW",Süper Lig (Türkiye),,"Jun 30, 2025 On loan",27,80,80,216388,"173cm / 5'8""",67kg / 148lbs,Right,80,LW,0,"Jul 30, 2023","Jun 30, 2025",€22.5M,€52K,€0,339,74+1,71,53,75-1,66,373,90,76,58,65,84+2,439,91+2,89,93,76,90,380,82,78+1,77,72,71+1,272,43,23,75-1,73-3,58,82,78,30,25,23,45,10,9,12,7,7,1926,419,4,5,N/A,N/A,3,Normal (170-185),Yes,90,73,72,87,29,68
Dominik Livaković,"GK, GK",Süper Lig (Türkiye),2023,2028,29,80,82,241671,"188cm / 6'2""",79kg / 174lbs,Right,80,GK,2,"Aug 25, 2023",N/A,€17.5M,€38K,€34.6M,98,13,12,13,50,10,130,19,12,11,60,28,287,57,54,65,81,30,243,53,74,32,75,9,133,26,21,11,60,15,64,65,24,20,21,390,80,76,71,80,83,1346,446,2,1,N/A,N/A,3,Normal (185+),Yes,80,76,71,83,56,80
João Mário N. Costa Eduardo,"LM, RM, CM, LM",Süper Lig (Türkiye),,"Jun 30, 2025 On loan",31,80,80,212814,"179cm / 5'10""",73kg / 161lbs,Right,80,LM,0,"Jul 13, 2021","Jun 30, 2025",€17.5M,€19K,€0,359,75,75,55,85,69,388,82,77,67,77,85,366,68,68,77,81,72,361,78,67,78,65,73,376,63,67,81,81,84,86,191,64,65,62,45,6,15,8,8,8,2086,438,4,3,N/A,N/A,3,Normal (170-185),Yes,68,76,80,82,64,68
Ali Al Musrati,"CDM, CM, CDM",Süper Lig (Türkiye),2024,2027,28,80,81,252308,"189cm / 6'2""",83kg / 183lbs,Right,80,CDM,1,"Feb 9, 2024",N/A,€20.5M,€58K,€40.5M,325,60,61,72,77,55,325,71,43,48,85,78,300,59,64,56,76,45,391,79,74,82,87,69,364,79,80,73,75,57,80,235,80,78,77,45,15,6,8,8,8,1985,432,2,2,N/A,N/A,1,Normal (185+),No,62,66,71,71,78,84
Simon Banza,"ST, ST",Süper Lig (Türkiye),,"Jun 30, 2025 On loan",27,80,80,231652,"189cm / 6'2""",77kg / 170lbs,Right,80,ST,0,"Jul 19, 2022","Jun 30, 2025",€23M,€22K,€0,344,36,83,84,65,76,315,75,54,52,52,82,366,73,76,71,80,66,398,80,90,73,81,74,313,67,30,82,64,70,73,83,42,23,18,35,8,7,9,5,6,1854,400,3,3,N/A,N/A,1,Lean (185+),No,75,80,56,76,36,77
Abdülkerim Bardakcı,"CB, LB, CB",Süper Lig (Türkiye),2022,2025,29,79,79,229905,"185cm / 6'1""",80kg / 176lbs,Left,79,CB,0,"Jun 26, 2022",N/A,€14.5M,€55K,€27.6M,303,68,38,81,78,38,312,68,58,35,79,72,323,60,62,62,75,64,358,66,87,82,89,34,344,83,77,67,69,48,76,237,80,77,80,54,13,7,12,7,15,1931,411,2,2,N/A,N/A,3,Stocky (185+),No,61,45,71,69,79,86
Barış Alper Yılmaz,"RM, LM, RB, ST",Süper Lig (Türkiye),2021,2027,24,79-1,84-1,263205,"186cm / 6'1""",80kg / 176lbs,Right,81,ST,5,"Jul 9, 2021",N/A,€26.5M,€48K,€52.3M,362,67,75,69,74,77+19,348,78-5,69,47,71,83,428,89,93,84,78,84,416,85,89+1,86,84,72,356,80,65,79,74,58,71,199,69,67,63,54,13,9,11,13,8,2163,469,3,4,N/A,N/A,1,Normal (185+),No,91,76,71,80,67,84
Alexander Djiku,"CB, CDM, CB",Süper Lig (Türkiye),2023,2026,29,79,79,212219,"182cm / 6'0""",81kg / 179lbs,Right,79,CB,0,"Jul 10, 2023",N/A,€14.5M,€55K,€27.6M,289,63,34,77,75,40,315,65,60+1,43,73+4,74-1,356,73,74-3,69+1,75-1,65,353,64+3,88,77,82,42,321,83,79,55,61,43,77,238,81,80+2,77,48,11,7,9,10,11,1920,414,3,2,N/A,N/A,2,Normal (170-185),No,74,43,67,69,80,81
İrfan Can Kahveci,"RW, CAM, CM, RW",Süper Lig (Türkiye),2021,2025,28,79,79,225403,"176cm / 5'9""",75kg / 165lbs,Left,79,RW,0,"Jan 31, 2021",N/A,€17.5M,€61K,€33.3M,361,82+3,77-1,52,81+1,69,407,81-1,85+1,80+2,79+3,82+1,385,76,73,77,74,85+3,362,82+1,62,68,64,86,344,69-2,62,76+1,79,58,75,173,56,61,56,67,13,14,15,15,10,2099,437,3,3,N/A,N/A,1,Normal (170-185),No,74,78,81,80,58,66
Sebastian Szymański,"CAM, CM, CAM",Süper Lig (Türkiye),2023,2027,25,79-1,83-1,235973,"174cm / 5'9""",60kg / 132lbs,Left,81,CAM,4,"Jul 12, 2023",N/A,€24.5M,€53K,€48.4M,351,78,76,58,79,60,389,77,82,74,78+1,78-1,403,83-1,77-1,85-1,78-1,80,371,79+1,71-2,83+1,57-4,81,328,65+1,47+7,82-1,80-1,54,76,169,58+2,58+7,53+6,57,9,10,10,14,14,2068,434,3,3,N/A,N/A,1,Lean (170-185),No,80,76,79,78,55,66
Gedson Carvalho Fernandes,"CM, CDM, CAM, RM",Süper Lig (Türkiye),2022,2027,25,79+1,84+1,234568,"183cm / 6'0""",63kg / 139lbs,Right,83,RM,5,"Jul 1, 2022",N/A,€25.5M,€52K,€50.4M,356,73,79+6,61,79+1,64,395,85+4,79,73,77,81+1,413,84+4,87+7,83,80,79,405,79,82+1,91+1,78,75,371,81,78,77+1,75+1,60,80,232,77,80,75,45,9,15,7,9,5,2217,479,3,4,N/A,N/A,1,Lean (170-185),No,86,76,76,83,76,82
Edin Višća,"RW, RM, RW",Süper Lig (Türkiye),2022,2025,34,79,79,205678,"172cm / 5'8""",63kg / 139lbs,Right,79,RW,0,"Jan 12, 2022",N/A,€8M,€63K,€15.2M,350,78,77,45,76,74,375,79,77,68,71,80,417,84,81,87,74,91,362,80,66,81,58,77,337,52,51,78,79,77,81,135,55,40,40,64,8,14,14,12,16,2040,427,4,3,N/A,N/A,1,Lean (170-185),No,82,78,76,81,47,63
Michy Batshuayi,"ST, ST",Süper Lig (Türkiye),2024,2027,30,78,78,204529,"185cm / 6'1""",80kg / 176lbs,Right,78,ST,0,"Jul 1, 2024",N/A,€14M,€56K,€26.6M,361,65,79,71,69,77,325,75,67,60,48,75,381,76,81,76,77,71,402,85,87,75,84,71,315,70,29,80,64,72,77,90,37,31,22,57,9,10,16,7,15,1931,411,5,3,N/A,N/A,2,Normal (185+),Yes,79,78,64,75,36,79
Kerem Demirbay,"CM, CDM, CAM, CM",Süper Lig (Türkiye),2023,2026,30,78,78,211748,"183cm / 6'0""",75kg / 165lbs,Left,78,CM,0,"Aug 3, 2023",N/A,€13.5M,€52K,€25.7M,335,74,74,48,80,59,402,78,85,80,79,80,353,62,62,76,76,77,376,80,64,80,72,80,372,78,69,77,80,68,78,214,74,69,71,68,14,15,11,14,14,2120,439,4,4,N/A,N/A,2,Normal (170-185),Yes,62,76,79,78,69,75
Gabriel Davi Gomes Sara,"CM, CAM, RM, CAM",Süper Lig (Türkiye),2024,2029,25,78+1,83+1,270571,"177cm / 5'10""",79kg / 174lbs,Left,80,CAM,5,"Aug 4, 2024",N/A,€20.5M,€48K,€40.5M,368,78+5,73,68,82,67,400,77,83+6,81+5,81+1,78,373,74,74,71,78,76,402,83,81,85,79,74,340,77,55,75,83+2,50,78,171,57,62,52,53,14,14,10,6,9,2107,445,4,3,N/A,N/A,1,Stocky (170-185),No,74,74,81,77,59,80
Sofyan Amrabat,"CDM, CM, CDM",Süper Lig (Türkiye),,"Jun 30, 2025 On loan",27,78,78,224158,"183cm / 6'0""",77kg / 170lbs,Right,78,CDM,0,"Jan 30, 2020","Jun 30, 2025",€13M,€46K,€0,338,64+1,65-1,62+1,79,68,366,74,72,65,77,78-1,344,62,67,62,73-1,80,381,74,74+1,80+1,80+2,73,359,86,76+2,66,74,57,75,227,73-1,78+1,76+2,60,13,13,6,16,12,2075,436,2,3,N/A,N/A,1,Normal (170-185),Yes,65,68,74,74,74,81
Çağlar Söyüncü,"CB, CB",Süper Lig (Türkiye),2024,2027,28,78,79,232119,"185cm / 6'1""",82kg / 181lbs,Right,79,CB,1,"Jul 1, 2024",N/A,€13.5M,€50K,€26.7M,282,46,39,76,73-1,48,274,62,39,39,66+2,68,337,64+3,75,64+3,76-1,58+3,344,65,84+1,68+5,83+1,44,311,86,77,44,52,52,76,232,77,80+2,75,34,6,7,7,7,7,1814,399,4,2,N/A,N/A,1,Normal (185+),Yes,70,47,59,65,78,80
Rodrigo Nascimento França,"CB, CB",Süper Lig (Türkiye),2023,2028,28,78,80,238621,"191cm / 6'3""",79kg / 174lbs,Right,80,CB,2,"Jul 20, 2023",N/A,€14M,€50K,€27.7M,252,49,30,80,69,24,254,52+2,49,27,65,61,285,54,57+3,51,75,48,317,52+8,82,67,84,32,270,84+1,79,35,41,31,72,236,80,80,76,38,5,9,6,6,12,1652,363,2,2,N/A,N/A,1,Normal (185+),Yes,56,35,56,57,79,80
Gabriel Armando de Abreu,"CB, CB",Süper Lig (Türkiye),2024,2027,33,78,78,201305,"185cm / 6'1""",72kg / 159lbs,Right,78,CB,0,"Jul 1, 2024",N/A,€6.5M,€50K,€12.4M,307,63,42,80,74,48,304,58,57,46,72,71,337,66,69,65,74,63,338,61,83,68,76,50,328,86,80,51,60,51,67,236,80,77,79,58,15,6,15,15,7,1908,402,2,2,N/A,N/A,2,Lean (185+),Yes,68,49,66,64,79,76
Uğurcan Çakır,"GK, GK",Süper Lig (Türkiye),2014,2027,28,78,80,226300,"191cm / 6'3""",82kg / 181lbs,Right,78,GK,2,"Aug 26, 2014",N/A,€12M,€33K,€23.7M,94,15,13,14,32,20,103,14,18,20,27,24,292,53,56,49,76,58,251,56,69,40,67,19,156,34,25,14,60,23,60,51,17,18,16,384,78,76,74,80,76,1331,438,3,1,N/A,N/A,1,Normal (185+),No,78,76,74,76,54,80
Roland Sallai,"RM, ST, CAM, RM",Süper Lig (Türkiye),2024,2028,27,77,77,234171,"183cm / 6'0""",79kg / 174lbs,Right,77,RM,0,"Sep 13, 2024",N/A,€11M,€47K,€20.9M,353,75,75,59,76,68,328,81,58,45,64,80,379,77,72,78,75,77,342,69,74,64,70,65,328,74,39,78,75,62,65,107,32,37,38,46,7,5,11,14,9,1883,403,4,4,N/A,N/A,2,Normal (170-185),Yes,74,71,71,79,38,70
Victor Nelsson,"CB, CB",Süper Lig (Türkiye),2021,2026,25,77,80,235658,"185cm / 6'1""",78kg / 172lbs,Right,79,CB,3,"Aug 11, 2021",N/A,€12.5M,€43K,€24.7M,253,46,36,65,69,37,288,63,52,38,67,68,339,59,66,64,77,73,353,60,84,83,85,41,318,80,79,47,59,53,74,237,76,81,80,49,10,6,12,7,14,1837,392,2,2,N/A,N/A,1,Normal (185+),No,63,43,60,66,77,83
İsmail Yüksek,"CDM, CM, CDM",Süper Lig (Türkiye),2020,2027,25,77,81-1,260466,"183cm / 6'0""",77kg / 170lbs,Right,78,CDM,4,"Aug 20, 2020",N/A,€13.5M,€43K,€26.7M,306,63,53,69+1,76,45,350,71+2,69,58,75,77,366,76,72,77+1,72-2,69,380,75,80,85+2,74,66,339,82+5,79+2,62,68-1,48,64,224,72-3,77+3,75+3,63,13,15,8,14,13,2028,431,3,3,N/A,N/A,1,Lean (170-185),No,74,60,70,73,75,79
Mert Günok,"GK, GK",Süper Lig (Türkiye),2021,2025,35,77,77,190113,"196cm / 6'5""",92kg / 203lbs,Right,77,GK,0,"Aug 15, 2021",N/A,€1.2M,€18K,€2.3M,100,15,15,14,40,16,119,15,16,16,47,25,289,55,57,53,74,50,247,56,69,39,68,15,142,31,25,15,55,16,56,47,22,13,12,380,74,76,75,78,77,1324,436,3,1,N/A,N/A,1,Normal (185+),No,74,76,75,77,56,78
Alex Oxlade-Chamberlain,"CM, CAM, CAM",Süper Lig (Türkiye),2023,2026,30,77,77,198784,"175cm / 5'9""",70kg / 154lbs,Right,79,CAM,0,"Aug 14, 2023",N/A,€10M,€49K,€19M,327,78,72,39,78,60,371,82,73,60,75,81,403,79,78,80,79,87,365,83,65,69,70,78,374,75,73,78,79,69,78,207,68,71,68,49,16,9,6,9,9,2096,449,4,4,N/A,N/A,2,Normal (170-185),Yes,78,75,77,81,67,71
Vincent Aboubakar,"ST, ST",Süper Lig (Türkiye),2024,2025,32,77,77,199069,"184cm / 6'0""",75kg / 165lbs,Right,77,ST,0,"Sep 9, 2024",N/A,€8.5M,€19K,€16.6M,366,63,81,77,73,72,367,79,77,67,68,76,361,67,72,77,72,73,390,82,79,70,83,76,333,76,33,74,76,74,80,86,44,23,19,42,8,10,9,7,8,1945,411,4,4,N/A,N/A,2,Normal (170-185),Yes,70,79,71,77,36,78
Antonín Barák,"CM, CAM, CM",Süper Lig (Türkiye),,"Jun 30, 2025 On loan",29,77,77,236791,"190cm / 6'3""",86kg / 190lbs,Left,77,CM,0,"Jan 31, 2023","Jun 30, 2025",€10.5M,€47K,€0,371,77,75,68,79,72,385,78,77,72,78,80,356,70,68,72,77,69,386,82,76,78,73,77,355,64,64,79,78,70,80,193,61,67,65,62,14,15,10,12,11,2108,440,3,4,N/A,N/A,1,Normal (185+),Yes,69,77,78,78,65,73
Bright Osayi-Samuel,"RB, RM, RWB",Süper Lig (Türkiye),2021,2025,26,76,78,227884,"175cm / 5'9""",72kg / 159lbs,Right,77,RWB,2,"Jan 27, 2021",N/A,€8.5M,€42K,€16.8M,304,66-1,58,55,70,55,313,81,59,40,56,77,421,92,94,82,73,80+3,363,65,78,87,83-1,50,328,73,66,66,60,63,63,213,70+3,74,69,64,15,13,9,14,13,2006,444,3,3,N/A,N/A,1,Normal (170-185),No,93,58,63,79,69,82
Cengiz Ünder,"RW, RM, RW",Süper Lig (Türkiye),2023,2027,26,76,76,235889,"173cm / 5'8""",66kg / 146lbs,Left,76,RW,0,"Aug 13, 2023",N/A,€8M,€47K,€15.2M,365,81,73,60,76,75,383,78,84,68,74,79,380,78,76,77,68,81,357,83,71,66,57,80,290,37,29,72,76,76,74,106,43,33,30,46,9,13,7,9,8,1927,403,4,4,N/A,N/A,2,Lean (170-185),Yes,77,77,77,78,38,56
Jayden Oosterwolde,"LB, CB, LB",Süper Lig (Türkiye),2023,2027,23,76,83-2,258168,"192cm / 6'4""",74kg / 163lbs,Left,76,LB,7,"Jan 30, 2023",N/A,€14.5M,€36K,€30.5M,266,68-1,31,65+3,66+1,36,306,74,62,38,60,72,386,88,90,76,67,65,347,63,79+1,84,80,41,306,83+8,73,58,51,41,68,224,77,74,73,57,6,13,14,15,9,1892,421,2,2,N/A,N/A,1,Normal (185+),No,89,42,61,73,74,82
Jonas Svensson,"RB, RB",Süper Lig (Türkiye),2024,2025,31,76,76,198657,"172cm / 5'8""",69kg / 152lbs,Right,76,RB,0,"Jan 10, 2024",N/A,€5.5M,€44K,€10.5M,320,71,55,61,72,61,340,72,73,54,67,74,386,76,73,79,73,85,370,75,77,87,73,58,342,82,72,69,71,48,77,227,78,75,74,60,15,12,7,10,16,2045,431,3,3,N/A,N/A,1,Stocky (170-185),No,74,60,70,74,74,79
Arthur Masuaku,"LB, LB",Süper Lig (Türkiye),2022,2026,30,76,76,212491,"179cm / 5'10""",80kg / 176lbs,Left,76,LB,0,"Aug 8, 2022",N/A,€6.5M,€44K,€12.4M,327,76,52,63,75,61,368,80,75,63,73,77,384,77,78,77,73,79,382,74,75,80,81,72,327,74,69,65,70,49,76,214,67,74,73,39,8,7,10,7,7,2041,439,2,4,N/A,N/A,2,Normal (170-185),Yes,78,61,73,78,70,79
Milot Rashica,"RM, LM, RM",Süper Lig (Türkiye),2023,2027,28,76,76,229167,"177cm / 5'10""",73kg / 161lbs,Right,76,RM,0,"Aug 15, 2023",N/A,€7.5M,€45K,€14.3M,341,72,72,50,73,74,369,76,78,69,69,77,401,82,80,86,71,82,380,84,72,83,68,73,344,73,52,72,73,74,74,139,63,40,36,48,7,14,7,14,6,2022,428,4,4,N/A,N/A,1,Normal (170-185),Yes,81,75,72,77,50,73
Okay Yokuşlu,"CDM, CM, CDM",Süper Lig (Türkiye),2024,2027,30,76,76,205201,"191cm / 6'3""",79kg / 174lbs,Right,76,CDM,0,"Jul 31, 2024",N/A,€6.5M,€45K,€12.4M,355,67,65,77,76,70,351,68,72,63,74,74,326,63,66,61,71,65,403,79,85,81,83,75,344,77,74,66,67,60,71,220,75,74,71,58,12,16,10,13,7,2057,430,3,3,N/A,N/A,1,Lean (185+),No,65,70,71,69,74,81
Anthony Nwakaeme,"LW, ST, LW",Süper Lig (Türkiye),2024,2026,35,76,76,241771,"185cm / 6'1""",80kg / 176lbs,Right,76,LW,0,"Jul 1, 2024",N/A,€3.1M,€38K,€5.9M,358,73,76,67,73,69,366,79,76,60,71,80,364,73,75,76,74,66,403,81,77,80,90,75,296,51,23,75,77,70,81,114,27,53,34,46,6,10,6,15,9,1947,419,4,4,N/A,N/A,1,Normal (185+),No,74,76,73,78,39,79
Guilherme Haubert Sityá,"LB, LM, LB",Süper Lig (Türkiye),2020,2025,34,76,76,224885,"180cm / 5'11""",79kg / 174lbs,Left,76,LB,0,"Jan 20, 2020",N/A,€2.8M,€19K,€5.5M,322,83,58,56,78,47,376,73,77,75,75,76,383,81,79,79,69,75,379,66,80,86,78,69,343,66,69,69,68,71,70,209,71,69,69,42,9,7,11,8,7,2054,438,3,3,N/A,N/A,1,Normal (170-185),No,80,62,76,74,68,78
Rachid Ghezzal,"RW, RM, CAM",Süper Lig (Türkiye),2024,2025,32,76,76,210372,"182cm / 6'0""",70kg / 154lbs,Left,77,CAM,0,"Sep 13, 2024",N/A,€6M,€28K,€12M,344,79,69,56,78,62,394,80,84,74,77,79,364,69,70,76,76,73,337,72,64,68,57,76,309,48,32,75,79,75,75,83,31,29,23,55,12,6,15,7,15,1886,388,3,4,N/A,N/A,2,Lean (170-185),Yes,70,71,78,79,32,58
Rey Manaj,"ST, ST",Süper Lig (Türkiye),2023,2025,27,76,77,230800,"182cm / 6'0""",76kg / 168lbs,Right,77,ST,1,"Aug 22, 2023",N/A,€9M,€20K,€18.2M,343,56,81,71,69,66,353,74,70,76,56,77,347,67,69,60,76,75,373,84,79,63,75,72,290,65,12,78,60,75,67,92,42,21,29,47,7,10,8,8,14,1845,384,4,3,N/A,N/A,1,Normal (170-185),No,68,79,63,73,31,70
Kaan Ayhan,"RB, CB, CDM, CB",Süper Lig (Türkiye),2023,2026,29,75,75,207790,"184cm / 6'0""",84kg / 185lbs,Right,77,CB,0,"Jul 1, 2023",N/A,€4.9M,€41K,€9.3M,314,71,54,73,76,40,365,63,79,70,75,78,324,58,60,64,75,67,380,79,79,71,80,71,331,77,77,61,71,45,75,232,80,78,74,58,16,10,8,14,10,2004,419,3,3,N/A,N/A,1,Normal (170-185),Yes,59,62,74,69,78,77
