Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Thomas Kaminski,"GK, GK",Championship (England),2023,2026,31,75,75,188400,"190cm / 6'3""",78kg / 172lbs,Right,75,GK,0,"Aug 3, 2023",N/A,€3M,€21K,€5.7M,99,18,14,10,40,17,101,11,11,17,46,16,262,47,45,59,69,42,224,53,63,31,62,15,144,29,17,18,56,24,47,45,17,11,17,369,73,75,70,74,77,1244,415,3,1,N/A,N/A,1,Lean (185+),Yes,73,75,70,77,46,74
Tom Krauß,"CDM, CM, CDM",Championship (England),,"Jun 30, 2025 On loan",23,75,81,251392,"183cm / 6'0""",76kg / 168lbs,Right,76,CDM,6,"Jul 14, 2023","Jun 30, 2025",€8M,€21K,€0,313,51,61,64,75,62,315,73,50,47,70,75,351,74,67,69,73,68,365,73,74,79,68,71,369,86,72,72,70,69,65,219,71,76,72,43,7,11,5,12,8,1975,422,3,2,N/A,N/A,1,Normal (170-185),Yes,70,66,66,73,72,75
Todd Cantwell,"CAM, CM, LM, CAM",Championship (England),2024,2027,26,74,77,225748,"177cm / 5'10""",70kg / 154lbs,Right,76,CAM,3,"Aug 30, 2024",N/A,€5.5M,€26K,€10.9M,313,65,69,43,74,62,355,74,70,64,68,79,372,74,69,81,74,74,297,66,52,66,46,67,297,48,41,72,78,58,77,121,47,44,30,63,10,8,14,15,16,1818,380,3,4,N/A,N/A,1,Lean (170-185),Yes,71,67,71,76,43,52
Ao Tanaka,"CDM, CM, CM",Championship (England),2024,2028,25,74+1,79+1,236764,"177cm / 5'10""",69kg / 152lbs,Right,75,CM,5,"Aug 30, 2024",N/A,€5.5M,€41K,€10.9M,312,61,66,52,77,56,344,71+1,63,65,72,73,366,72,64,82,70,78,356,73,67,81,65,70,329,68,70+1,64,71+3,56,72+2,215,72,75,68,54,10,14,12,12,6,1976,419,3,3,N/A,N/A,1,Lean (170-185),No,68,67,71,73,70,70
Héctor Junior Firpo Adamés,"LB, LB",Championship (England),2021,2025,27,74,74,241184,"184cm / 6'0""",78kg / 172lbs,Left,74,LB,0,"Jul 6, 2021",N/A,€4.1M,€43K,€7.8M,334,73,62,69,73,57,320,73,63,48,64,72,342,72,74,64,70,62,350,66,78,76,73,57,337,76,72,74,68,47,71,212,68,73,71,49,7,7,7,14,14,1944,420,3,3,N/A,N/A,1,Lean (170-185),Yes,73,61,69,71,71,75
Illan Meslier,"GK, GK",Championship (England),2020,2026,24,74,80,242656,"196cm / 6'5""",74kg / 163lbs,Left,74,GK,6,"Jul 23, 2020",N/A,€5.5M,€22K,€11.6M,103,18,11,15,50,9,127,20,12,10,50,35,216,37,40,42,72,25,219,53,56,40,53,17,126,27,19,8,61,11,65,58,22,17,19,364,75,73,70,70,76,1213,402,3,1,N/A,N/A,1,Lean (185+),Yes,75,73,70,76,38,70
Joël Piroe,"ST, CAM, ST",Championship (England),2023,2027,24,74,78,247249,"185cm / 6'1""",74kg / 163lbs,Left,76,ST,4,"Aug 24, 2023",N/A,€6M,€43K,€11.9M,330,47,75,70,72,66,314,69,55,54,61,75,330,60,68,65,74,63,380,79,77,69,80,75,284,45,21,76,69,73,74,76,20,29,27,50,10,13,9,7,11,1764,372,4,3,N/A,N/A,1,Normal (185+),No,64,75,63,71,29,70
Wilfried Gnonto,"RM, LM, ST, RM",Championship (England),2022,2028,20,74,85,258906,"169cm / 5'7""",72kg / 159lbs,Right,75,RM,11,"Sep 1, 2022",N/A,€9.5M,€33K,€20M,320,63,72,54,72,59,318,79,52,46,64,77,414,87,87,86,69,85,357,80,74,69,67,67,291,61,29,72,64,65,73,77,37,21,19,53,11,9,10,10,13,1830,401,4,3,N/A,N/A,1,Stocky (170-),No,87,72,65,79,31,67
Ilias Chair,"LM, CAM, LW, LM",Championship (England),2017,2025,26,74,74-1,238490,"171cm / 5'7""",64kg / 141lbs,Right,74,LM,0,"Jan 31, 2017",N/A,€4.6M,€17K,€8.7M,301,68,63,40,73,57,353,78,68,66,67,74,406,81,77,88,70,90,323,74,55,81,45,68,263,38,27,72,74,52,75,90,34,34,22,55,11,15,10,6,13,1791,379,2,4,N/A,N/A,1,Normal (170-185),No,79,66,71,78,32,53
Jed Wallace,"RM, CAM, ST, RM",Championship (England),2022,2026,30,74,74,205970,"178cm / 5'10""",70kg / 154lbs,Right,74,RM,0,"Jul 1, 2022",N/A,€4.1M,€39K,€7.8M,320,73,68,49,71,59,351,73,68,71,68,71,377,78,75,80,70,74,349,69,66,83,61,70,312,58,40,71,72,71,66,137,45,49,43,57,12,14,14,11,6,1903,399,4,4,N/A,N/A,1,Normal (170-185),No,76,68,71,73,45,66
Angus Gunn,"GK, GK",Championship (England),2021,2025,28,74,75,216325,"196cm / 6'5""",77kg / 170lbs,Right,74,GK,1,"Jun 23, 2021",N/A,€3.3M,€20K,€6.5M,93,14,15,14,31,19,128,20,20,15,46,27,246,48,49,40,67,42,234,54,66,31,66,17,124,28,18,9,50,19,48,50,20,16,14,365,75,71,72,71,76,1240,413,3,1,N/A,N/A,1,Lean (185+),Yes,75,71,72,76,48,71
Josh Sargent,"ST, ST",Championship (England),2021,2028,24,74,78,242075,"185cm / 6'1""",79kg / 174lbs,Right,76,ST,4,"Aug 9, 2021",N/A,€6M,€29K,€11.9M,341,58,75,74,66,68,312,68,62,56,57,69,359,73,72,76,73,65,394,80,86,82+3,81,65,337,78,52,77,65,65,69,123,45,45,33,41,8,7,9,8,9,1907,405,4,3,N/A,N/A,1,Normal (185+),Yes,72,73,62,69,48,81
Borja Sainz Eguskiza,"LM, LW, CAM",Championship (England),2023,2026,23,74+1,82+3,252929,"178cm / 5'10""",75kg / 165lbs,Right,75,CAM,8,"Jul 1, 2023",N/A,€9.5M,€26K,€20M,307,66,74+2,34,70,63,349,76,73+6,62,64,74,391,83,79+2,80+3,72+5,77+2,317,75+5,54,70,47,71,327,75+5,42,76+3,68,66,77+5,138,48+1,50,40,43,11,5,7,9,11,1872,402,2,3,N/A,N/A,1,Lean (170-185),No,81,73,68,76,45,59
Anel Ahmedhodžić,"CB, CB",Championship (England),2022,2026,25,74,79,236524,"195cm / 6'5""",84kg / 185lbs,Right,76,CB,5,"Jul 6, 2022",N/A,€5.5M,€41K,€10.9M,259,45,40,73,70,31,267,59,44,34,65,65,315,68,79,55,71,42,326,57,83,73,81,32,290,74,74,37,60,45,74,222,73,74,75,45,7,10,8,11,9,1724,387,3,2,N/A,N/A,1,Lean (185+),Yes,74,41,59,61,74,78
Callum O'Hare,"CAM, CAM",Championship (England),2024,2028,26,74,76,238058,"173cm / 5'8""",65kg / 143lbs,Right,76,CAM,2,"Jul 15, 2024",N/A,€5M,€46K,€9.9M,321,65,69,51,75,61,342,78,68,52,69,75,397,79,75,83,73,87,332,65,66,84,56,61,359,79,64,74,74,68,78,188,62,65,61,58,11,7,11,14,15,1997,421,3,3,N/A,N/A,1,Normal (170-185),No,77,66,70,78,62,68
Vinicius de Souza Costa,"CDM, CM, CB",Championship (England),2023,2027,25,74,77,262929,"187cm / 6'2""",80kg / 176lbs,Right,77,CB,3,"Aug 9, 2023",N/A,€5M,€41K,€9.9M,282,52,48,73,70,39,312,68,60,43,71,70,313,64,65,63,74,47,383,80,83,80,83,57,314,74,75,52,67,46,68,222,72,76,74,58,14,14,9,13,8,1884,406,3,2,N/A,N/A,1,Normal (185+),Yes,65,56,64,67,74,80
Angelo Ogbonna,"CB, CB",Championship (England),2024,2025,36,74,74,183855,"191cm / 6'3""",86kg / 190lbs,Left,74,CB,0,"Aug 27, 2024",N/A,€750K,€22K,€1.4M,248,51,25,76-2,66,30,269,58,49-2,36,66-5,60-1,221,33,33,35,72-2,48,300,67-1,74,33,80,46,285,75,75-1,44,52,39,72-1,225,75-2,76,74,21,5,3,5,4,4,1569,330,3,2,N/A,N/A,1,Normal (185+),Yes,33,40,58,57,75,67
Josh Brownhill,"CM, CAM, CDM, CDM",Championship (England),2020,2025,28,74,74,220659,"180cm / 5'11""",69kg / 152lbs,Right,75,CDM,0,"Jan 30, 2020",N/A,€4.2M,€53K,€8M,344,69,70,67,74,64,361,72,71,70,73,75,350,67,66,70,75,72,381,76,74,89,71,71,361,77,77,71,73,63,74,213,70,74,69,47,8,11,12,7,9,2057,431,3,3,N/A,N/A,1,Normal (170-185),Yes,66,71,72,73,72,77
Manuel Benson,"RM, RW, RM",Championship (England),2022,2027,27,74,74,222724,"166cm / 5'5""",70kg / 154lbs,Left,74,RM,0,"Aug 4, 2022",N/A,€4.5M,€51K,€8.6M,316,70,68,48,71,59,359,79,76,66,62,76,403,85,79,90,65,84,307,75,55,65,34,78,277,41,39,69,71,57,72,98,29,34,35,67,16,12,8,16,15,1827,378,4,4,N/A,N/A,1,Stocky (170-),Yes,82,70,69,78,35,44
Joe Worrall,"CB, CB",Championship (England),2024,2028,27,74,74,230708,"190cm / 6'3""",90kg / 198lbs,Right,74,CB,0,"Aug 22, 2024",N/A,€3.9M,€49K,€7.4M,233,39,20,76,68,30,213,35,27,29,68,54,257,48,52,43,68,46,283,34,80,65,82,22,237,72,73,27,30,35,63,227,76,75,76,50,11,11,5,9,14,1500,322,2,2,N/A,N/A,1,Normal (185+),Yes,50,25,51,45,75,76
Zian Flemming,"ST, CAM, ST",Championship (England),,"Jun 30, 2025 On loan",25,74,75,239373,"185cm / 6'1""",84kg / 185lbs,Right,75,ST,1,"Jul 1, 2022","Jun 30, 2025",€5M,€39K,€0,355,65,74,73,75,68,368,73,75,75,70,75,349,65,74,67,73,70,395,78,81,82,78,76,342,77,49,75,73,68,73,169,58,59,52,44,13,7,7,8,9,2022,426,4,3,N/A,N/A,1,Normal (185+),No,70,75,72,73,57,79
Maxime Estève,"CB, CB",Championship (England),2024,2029,22,74,82,262042,"193cm / 6'4""",87kg / 192lbs,Left,76,CB,8,"Jul 1, 2024",N/A,€9M,€42K,€18.9M,244,53,26,71,68,26,242,57,45,29,48,63,297,64,72,44,70,47,318,61,82,67,84,24,247,75,73,28,33,38,73,225,76,75,74,58,12,14,14,7,11,1631,363,3,2,N/A,N/A,1,Normal (185+),No,68,33,52,58,74,78
Milan van Ewijk,"RB, RM, RWB",Championship (England),2023,2027,23,74,81,251626,"175cm / 5'9""",70kg / 154lbs,Right,75,RWB,7,"Jul 27, 2023",N/A,€8M,€31K,€16.8M,295,67,52,60,68,48,319,69,61,64,56,69,408,91,93,77,69,78,357,68,79,82,65,63,308,68,71,65,63,41,69,207,68,70,69,56,11,13,14,12,6,1950,423,3,3,N/A,N/A,1,Normal (170-185),No,92,57,64,70,69,71
Ben Whiteman,"CDM, CM, CDM",Championship (England),2021,2027,28,74,75,225071,"185cm / 6'1""",77kg / 170lbs,Right,74,CDM,1,"Jan 14, 2021",N/A,€4.1M,€30K,€8.1M,324,69,61,58,75,61,361,66,72,75,76,72,335,63,64,66,70,72,366,70,70,83,75,68,353,74,71,65,75,68,76,204,67,69,68,35,8,7,8,6,6,1978,417,3,3,N/A,N/A,1,Normal (185+),No,64,65,74,69,68,77
Viktor Johansson,"GK, GK",Championship (England),2024,2027,25,74,76,241643,"186cm / 6'1""",74kg / 163lbs,Right,74,GK,2,"Jul 1, 2024",N/A,€4M,€21K,€7.9M,70,11,6,11,34,8,90,13,13,13,40,11,237,42,38,45,70,42,196,53,57,27,54,5,89,19,6,5,45,14,32,31,9,12,10,366,75,71,70,73,77,1079,406,3,1,N/A,N/A,1,Normal (185+),Yes,75,71,70,77,40,73
Wouter Burger,"CDM, CM, CDM",Championship (England),2023,2027,23,74,79,244050,"191cm / 6'3""",83kg / 183lbs,Left,75,CDM,5,"Aug 25, 2023",N/A,€6M,€31K,€11.9M,305,62,60,62,73,48,335,67,69,54,73,72,349,74,76,64,74,61,382,70,81,81,81,69,326,78,69,61,69,49,69,211,68,73,70,41,10,5,10,6,10,1949,424,4,3,N/A,N/A,1,Lean (185+),No,75,63,69,68,69,80
Carlton Morris,"ST, ST",Championship (England),2022,2026,28,74,74,213152,"185cm / 6'1""",85kg / 187lbs,Right,74,ST,0,"Jul 6, 2022",N/A,€4.3M,€34K,€8.2M,338,48,74,74,69,73,278,69,44,48,45,72,347,70,76,66,75,60,383,79,85,69,82,68,322,65,39,76,65,77,69,81,28,25,28,59,7,14,12,14,12,1808,384,4,3,N/A,N/A,1,Stocky (185+),Yes,73,74,58,69,34,76
Marvelous Nakamba,"CDM, CM, CDM",Championship (England),2023,2026,30,74,74,222994,"178cm / 5'10""",71kg / 157lbs,Left,74,CDM,0,"Jul 20, 2023",N/A,€3.5M,€30K,€6.7M,257,46,36,60,74,41,292,70,45,37,71,69,342,67,51,76,70,78,345,74,73,70,74,54,310,81,74,55,62,38,67,226,75,77,74,57,9,15,10,15,8,1829,388,3,3,N/A,N/A,1,Normal (170-185),Yes,58,49,62,71,74,74
Elijah Adebayo,"ST, ST",Championship (England),2021,2026,26,74,76,229375,"193cm / 6'4""",89kg / 196lbs,Right,76,ST,2,"Feb 1, 2021",N/A,€5.5M,€33K,€10.9M,319,43,74,76,63,63,289,74,54,46,42,73,320,70,78,53,73,46,388,76,87,77,82,66,307,71,42,74,55,65,64,119,42,43,34,48,6,11,9,11,11,1790,393,3,3,N/A,N/A,1,Stocky (185+),Yes,74,72,53,70,45,79
Teden Mengi,"CB, CB",Championship (England),2023,2027,22,74,82,253465,"183cm / 6'0""",78kg / 172lbs,Right,76,CB,8,"Aug 31, 2023",N/A,€9M,€25K,€18.9M,244,42,33,74,66,29,270,63,46,33,62,66,348,71,83,69,72,53,321,54,84,65,79,39,270,69,72,41,53,35,63,222,74,75,73,45,11,8,11,5,10,1720,384,3,2,N/A,N/A,1,Normal (170-185),Yes,78,39,55,64,74,74
Morgan Whittaker,"RW, RM, CAM, LM",Championship (England),2023,2026,23,74,81,252796,"183cm / 6'0""",69kg / 152lbs,Left,75,LM,7,"Jul 17, 2023",N/A,€8.5M,€11K,€17.9M,330,69,75,51,70,65,344,76,73,65,56,74,370,76,79,74,73,68,356,75,68,77,63,73,297,53,39,74,69,62,71,101,36,38,27,53,13,15,14,6,5,1851,395,2,3,N/A,N/A,1,Lean (170-185),No,78,73,67,74,38,65
Marvin Mehlem,"CAM, CM, CAM",Championship (England),2024,2026,26,74,74,227978,"174cm / 5'9""",67kg / 148lbs,Right,74,CAM,0,"Aug 1, 2024",N/A,€4.6M,€38K,€8.7M,288,64,71,34,74,45,336,74-2,66,52,69,75,385,77,61,87,70,90,326,64,55,85,54,68,320,66,52,74,76,52,69,169,57,61,51,55,16,10,8,8,13,1879,399,3,3,N/A,N/A,1,Lean (170-185),Yes,68,67,70,76,54,64
Abdülkadir Ömür,"CAM, RW, CM, CAM",Championship (England),2024,2027,25,74,77,231777,"166cm / 5'5""",65kg / 143lbs,Left,76,CAM,3,"Feb 1, 2024",N/A,€5.5M,€36K,€10.9M,319,69-1,62,50,75-2,63,371,78,77,71,68,77,414,83,81,92,66+1,92,321,66,62,76,47,70,313,56,60,69+1,73,55,71,158,53,55,50,57,11,12,13,11,10,1953,408,3,3,N/A,N/A,1,Lean (170-),No,82,64,72,79,54,57
Anwar El Ghazi,"LM, RM, CAM, ST",Championship (England),2024,2025,29,74,74,216433,"189cm / 6'2""",87kg / 192lbs,Right,75,ST,0,"Aug 1, 2024",N/A,€4.1M,€18K,€7.8M,360,74,74,72,73,67,354,77,75,73,54,75,350,70,73,68,74,65,370,82,74,63,76,75,310,55,28,76,73,78,72,83,40,28,15,54,13,9,7,14,11,1881,396,4,4,N/A,N/A,1,Normal (185+),Yes,72,76,70,75,35,68
Josuha Guilavogui,"CB, CDM, CB",Championship (England),2024,2025,33,73,73,198118,"188cm / 6'2""",77kg / 170lbs,Right,73,CB,0,"Oct 23, 2024",N/A,€1.5M,€42K,€2.9M,298,52,49,75,73,49,297,63,42,53,70,69,293,56,61,54,70,52,359,77,79,59,78,66,325,74,75,61,65,50,73,216,74,73,69,61,14,8,14,10,15,1849,393,3,2,N/A,N/A,1,Normal (185+),Yes,59,59,64,64,74,73
Patrick Bamford,"ST, ST",Championship (England),2018,2026,30,73,73,206534,"185cm / 6'1""",71kg / 157lbs,Left,73,ST,0,"Jul 31, 2018",N/A,€3M,€47K,€5.7M,348,59,72,74,74,69,334,71,68,59,63,73,349,71,73,67,73,65,379,76,84,74,76,69,316,65,34,76,74,67,72,94,47,27,20,49,9,7,11,6,16,1869,395,3,3,N/A,N/A,1,Lean (185+),Yes,72,72,68,71,38,74
Jayden Bogle,"RB, RWB",Championship (England),2024,2028,23,73,78,244591,"178cm / 5'10""",69kg / 152lbs,Right,74,RWB,5,"Jul 20, 2024",N/A,€4.3M,€34K,€8.5M,287,73,55,55,70,34,310,74,60,38,65,73,377,79,79,76,70,73,321,61,72,72,65,51,321,67,70,74,66,44,71,210,69,72,69,49,15,10,11,7,6,1875,412,3,3,N/A,N/A,1,Lean (170-185),No,79,55,67,74,69,68
Brenden Aaronson,"CAM, RM, LM, RM",Championship (England),2022,2027,23,73,80,247361,"177cm / 5'10""",69kg / 152lbs,Right,76,RM,7,"Jul 1, 2022",N/A,€6M,€37K,€12.6M,309,64,65,49,72,59,354,78,67,67,65,77,388,81,77,76,73,81,332,67,63,82,53,67,317,54,55,73,73,62,70,166,59,61,46,52,12,13,7,7,13,1918,409,3,3,N/A,N/A,1,Lean (170-185),No,79,66,69,77,57,61
Ilia Gruev,"CDM, CM, CDM",Championship (England),2023,2027,24,73,79,248384,"185cm / 6'1""",77kg / 170lbs,Left,74,CDM,6,"Aug 31, 2023",N/A,€4.4M,€34K,€9.2M,295,63,48,59,77,48,344,70,63,64,73,74,335,61,72,63,73,66,324,57,66,78,65,58,315,66,71,58,70,50,74,215,71,71,73,47,9,13,9,5,11,1875,400,3,3,N/A,N/A,1,Lean (185+),Yes,67,52,71,71,70,69
Vivaldo Neto,"LB, LM, LB",Championship (England),2024,2027,27,73,73,242181,"185cm / 6'1""",84kg / 185lbs,Left,73,LB,0,"Aug 27, 2024",N/A,€2.9M,€27K,€5.5M,290,71,48,62,69,40,308,73,62,37,63,73,343,70,70,70,74,59,350,55,79,82,84,50,310,68,69,68,66,39,73,209,70,70,69,47,10,7,14,6,10,1857,407,3,3,N/A,N/A,1,Normal (185+),No,70,50,66,72,69,80
Hayden Hackney,"CDM, CM, CM",Championship (England),2019,2027,22,73,84,253054,"178cm / 5'10""",70kg / 154lbs,Right,74,CM,11,"Jun 26, 2019",N/A,€6.5M,€23K,€13.7M,283,58,56,45,75,49,338,71,64,57,74,72,356,65,70,73,73,75,330,68,60,80,65,57,339,82,64,68,72,53,73,209,68,70,71,63,14,14,14,12,9,1918,406,3,3,N/A,N/A,1,Lean (170-185),No,68,59,69,72,66,72
Aidan Morris,"CDM, CM, CDM",Championship (England),2024,2028,22,73,80,255145,"178cm / 5'10""",72kg / 159lbs,Right,74,CDM,7,"Jul 8, 2024",N/A,€6M,€23K,€12.6M,267,37,52,61,74,43,304,67,52,48,67,70,366,69,77,72,70,78,352,63,78,80,82,49,320,79,69,58,64,50,69,211,69,74,68,39,6,8,11,9,5,1859,407,4,2,N/A,N/A,1,Stocky (170-185),No,73,53,61,69,70,81
Paul Nardi,"GK, GK",Championship (England),2024,2026,30,73,74,206218,"187cm / 6'2""",77kg / 170lbs,Right,73,GK,1,"Jul 1, 2024",N/A,€2.3M,€10K,€4.5M,82,10,10,17,35,10,93,10,12,10,36,25,255,54,43,35,71,52,197,51,62,20,54,10,120,24,21,10,49,16,31,39,15,14,10,357,74,67,68,72,76,1143,407,3,1,N/A,N/A,1,Normal (185+),No,74,67,68,76,50,72
Jake Cooper,"CB, CB",Championship (England),2017,2026,29,73,73,216481,"199cm / 6'6""",85kg / 187lbs,Left,73,CB,0,"Jul 28, 2017",N/A,€2.5M,€34K,€4.8M,226,26,30,77,61,32,223,48,27,28,60,60,262,51,51,43,71,46,311,42,84,73,90,22,272,77,71,33,50,41,58,216,73,71,72,53,8,10,13,12,10,1563,339,2,2,N/A,N/A,1,Normal (185+),No,51,32,48,53,72,83
