Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Valeriy Bondar,"CB, CB",Premier League (Ukraine),2017,2027,25,75+1,79+1,248698,"184cm / 6'0""",73kg / 161lbs,Right,77,CB,4,"Jul 1, 2017",N/A,€7M,€19K,€15.9M,262,56,27+7,71+2,80+1,28,281,61-1,48+6,32+8,74+1,66+1,358,71+2,73,67,70+1,77,324,58,81+4,76+2,75,34,261,69,77+1,38,48,29+3,73+2,227,78+1,76+1,73+2,50,10,10,9,15,6,1763,386,2,2,N/A,N/A,1,Normal (170-185),No,72,35,64,65,76,74
Oleksandr Karavaiev,"RB, RM, LB, RB",Premier League (Ukraine),2019,2025,32,74,74,237109,"175cm / 5'9""",71kg / 157lbs,Right,74,RB,0,"Jul 1, 2019",N/A,€2.9M,€19K,€6.4M,304,74,64,57,71,38,330,70,68,48,70,74,377,78,77,75,73,74,309,62,70,78,59,40,326,61,70,69,71,55,65,210,65,72,73,61,11,10,14,13,13,1917,409,4,3,N/A,N/A,1,Normal (170-185),No,77,57,70,72,68,65
Oleksandr Pikhalyonok,"CM, CAM, CAM",Premier League (Ukraine),2024,2029,27,74,75,243256,"179cm / 5'10""",72kg / 159lbs,Left,75,CAM,1,"Jul 1, 2024",N/A,€4.8M,€19K,€10.9M,330,74+3,68+2,52,77+1,59+2,361,72,73+1,67+3,75,74,350,69,64,64+1,77+2,76,342,73,64,72,62,71+2,356,65,65,71+1,80,75,70,192,69+1,64,59+1,49,10,10,12,6,11,1980,413,4,3,N/A,N/A,1,Normal (170-185),No,66,70,76,72,64,65
Vladyslav Vanat,"ST, ST",Premier League (Ukraine),2021,2027,22,74,84,271541,"182cm / 6'0""",69kg / 152lbs,Left,76,ST,10,"Jul 1, 2021",N/A,€9.5M,€18K,€22.8M,315,46,78,61,69,61,281,75,35,50,51,70,376,78,79,72,79,68,343,75,73,67,61,67,310,67,24,81,68,70,67,62,19,23,20,58,13,14,9,9,13,1745,375,4,3,N/A,N/A,1,Lean (170-185),No,79,74,59,73,26,64
Danylo Sikan,"ST, ST",Premier League (Ukraine),2018,2028,23,74,82,247122,"187cm / 6'2""",75kg / 165lbs,Right,76,ST,8,"Feb 7, 2018",N/A,€9.5M,€18K,€22.8M,318,38,76,77,65,62,284,70,36,53,57,68,369,78,79,68,77,67,356,71,85,62,69,69,294,66,28,78,62,60,61,61,20,25,16,55,14,7,12,8,14,1737,371,3,3,N/A,N/A,1,Lean (185+),No,79,72,56,69,28,67
Pedro Victor Delmino da Silva,"RM, CAM, RM",Premier League (Ukraine),2021,2026,26,74,74,255472,"172cm / 5'8""",67kg / 148lbs,Left,74,RM,0,"Jul 1, 2021",N/A,€4.6M,€19K,€10.1M,327,65,61,60,74,67,368,79,75,67,70,77,404,83,81,86,72,82,319,71,70,61,51,66,280,44,41,67,75,53,74,105,45,40,20,45,8,8,6,14,9,1848,392,3,4,N/A,N/A,1,Lean (170-185),No,82,64,72,79,42,53
Dmytro Riznyk,"GK, GK",Premier League (Ukraine),2023,2027,25,74,78,265628,"191cm / 6'3""",77kg / 170lbs,Right,74,GK,4,"Feb 10, 2023",N/A,€4.6M,€11K,€10.5M,108,11,14,26,48,9,132,30,14,12,47,29,227,52,43,33,68,31,242,57,69,30,61,25,130,28,12,7,53,30,46,39,16,12,11,368,74,66,76,77,75,1246,416,3,1,N/A,N/A,1,Lean (185+),No,74,66,76,75,48,77
Volodymyr Brazhko,"CDM, CM, CDM",Premier League (Ukraine),2022,2028,22,73,81-1,277439,"184cm / 6'0""",77kg / 170lbs,Right,74,CDM,8,"Jul 1, 2022",N/A,€6.5M,€14K,€15.6M,314,60,61,65,73,55,323,69,52,60,74,68,339,68,66,63,71,71,361,76,74,73,73,65,351,69,75,68,68,71,67,210,68,72,70,48,8,6,14,6,14,1946,411,3,2,N/A,N/A,1,Lean (170-185),No,67,65,68,68,71,72
Oleksandr Tymchyk,"RB, RB",Premier League (Ukraine),2015,2025,27,72,72,258308,"180cm / 5'11""",67kg / 148lbs,Right,72,RB,0,"Jul 10, 2015",N/A,€2.3M,€16K,€5.1M,270,67,43,58,71,31,283,67,56,34,60,66,384,85,89,74,66,70,285,59,69,70,51,36,291,57,75,60,62,37,64,201,64,72,65,53,7,13,13,9,11,1767,389,3,2,N/A,N/A,1,Lean (170-185),No,87,45,64,67,68,58
Kevin Santos,"LW, LM, RM",Premier League (Ukraine),2024,2028,21,72+1,82,70571,"176cm / 5'9""",68kg / 150lbs,Right,74,RM,10,"Jan 19, 2024",N/A,€5.5M,€14K,€13.2M,300,67,63,46,67+2,57,345,80+1,63,60,64,78+1,375,80+1,79+1,79+1,66,71,311,70+1,63+2,61,56+2,61,282,58,32,68+1,70,54,66,96,30,34,32,41,7,7,6,14,7,1750,378,3,4,N/A,N/A,1,Lean (170-185),No,79,64,67,77,33,58
Lassina Traoré,"ST, ST",Premier League (Ukraine),2021,2026,23,72-1,78-1,246728,"183cm / 6'0""",90kg / 198lbs,Right,74,ST,6,"Jul 1, 2021",N/A,€3.7M,€16K,€8.9M,321,47,71-1,78,68,57,298,66-1,56,49,59+4,68-1,360,76,79,69,68,68,384,80,93,64,85,62,297,63,31,72-1,66-2,65,72,69,22,22,25,58,9,12,14,13,10,1787,382,3,3,N/A,N/A,1,Stocky (170-185),No,78,70,61,67,30,76
Dmytro Kryskiv,"CM, CDM, CM",Premier League (Ukraine),2022,2024,23,72,78,274732,"180cm / 5'11""",72kg / 159lbs,Right,74,CM,6,"Jul 1, 2022",N/A,€3.7M,€15K,€8.9M,293,52,63,47,78,53,330,70,57,55,77,71,353,68,67,71,72,75,305,66,56,68,54,61,325,64,59,69,74,59,70,186,63,64,59,47,5,13,13,9,7,1839,392,3,2,N/A,N/A,1,Lean (170-185),No,67,63,70,71,61,60
Vladyslav Dubinchak,"LB, LWB",Premier League (Ukraine),2017,2025,26,71,74,266755,"173cm / 5'8""",62kg / 137lbs,Left,73,LWB,3,"Jul 1, 2017",N/A,€2.3M,€16K,€5.2M,275,68,30,45,74,58,328,72,72,46,69,69,374,79,75,73,65,82,298,62,57,71,48,60,311,72,73,65,67,34,63,207,70,70,67,56,7,14,9,13,13,1849,390,3,3,N/A,N/A,1,Lean (170-185),No,77,46,69,71,68,59
Vladyslav Kabaev,"LM, LM",Premier League (Ukraine),2022,2026,28,71,71,274724,"176cm / 5'9""",55kg / 121lbs,Right,71,LM,0,"Aug 31, 2022",N/A,€1.9M,€17K,€4.2M,279,61,61,35,70,52,319,79,49,51,66,74,375,79,77,67,70,82,281,67,48,66,41,59,270,50,38,64,67,51,60,97,30,31,36,56,15,13,12,11,5,1677,361,3,3,N/A,N/A,1,Lean (170-185),No,78,61,65,75,33,49
Nazar Voloshyn,"LM, RM, CAM",Premier League (Ukraine),2023,2025,21,71,82,274726,"175cm / 5'9""",62kg / 137lbs,Right,72,CAM,11,"Jan 1, 2023",N/A,€4.2M,€12K,€10.1M,312,65,69,56,68,54,317,72,56,53,65,71,393,84,81,80,69,79,300,67,65,61,46,61,295,66,29,71,68,61,63,76,23,26,27,56,9,14,9,11,13,1749,370,4,3,N/A,N/A,1,Lean (170-185),No,82,66,66,72,29,55
Marlon Gomes Claudino,"CM, CAM, RW, CAM",Premier League (Ukraine),2024,2028,20,71,83,70845,"184cm / 6'0""",72kg / 159lbs,Right,73,CAM,12,"Jan 26, 2024",N/A,€4.5M,€12K,€10.8M,310,60,63-1,53,76+1,58,335,74-1,57,60,71,73,359,75,74,76,70-1,64,325,67,67,66,63,62-1,329,64,68+2,68,70,59,67+2,185,61,63,61,44,8,15,6,8,7,1887,405,3,3,N/A,N/A,1,Lean (170-185),No,74,63,69,73,62,64
Yukhym Konoplia,"RB, RWB",Premier League (Ukraine),2019,2026,24,71,76,263804,"180cm / 5'11""",74kg / 163lbs,Right,72,RWB,5,"Jul 1, 2019",N/A,€2.6M,€14K,€5.9M,279,68,41,61,71,38,311,69,62+5,42+9,70+2,68,369,80+2,81+2,77,64,67,314,61,74+3,71,62+4,46,311,67,71,65,69,39+3,63+2,200,62-1,70,68,43,8,6,12,7,10,1827,398,2,2,N/A,N/A,1,Normal (170-185),No,81,47,68,69,67,66
Eduardo Guerrero,"ST, CAM",Premier League (Ukraine),2024,2029,24,70,76,74978,"180cm / 5'11""",72kg / 159lbs,Right,73,CAM,6,"Sep 4, 2024",N/A,€2.5M,€15K,€6M,321,62,69,62,65,63,338,78,58,61,66,75,372,79,76,77,70,70,348,74,74,72,62,66,287,67,19,72,65,64,63,47,16,17,14,46,8,8,13,9,8,1759,372,3,3,N/A,N/A,1,Normal (170-185),No,77,69,64,75,21,66
Oleksandr Andrievskyi,"CDM, CDM",Premier League (Ukraine),2015,2025,30,70,70,244375,"179cm / 5'10""",75kg / 165lbs,Left,70,CDM,0,"Mar 29, 2015",N/A,€1.3M,€15K,€2.9M,265,61,47,47,73,37,313,68,44,67,72,62,320,65,67,52,69,67,339,68,64,70-1,73,64-3,302,65+1,69,55+4,68+1,45,61,201,66,67,68,54,12,11,8,12,11,1794,387,3,2,N/A,N/A,1,Lean (170-185),No,66,54,68,64,65,70
Volodymyr Shepelev,"CDM, CM, CDM",Premier League (Ukraine),2015,2025,27,70,70,244376,"184cm / 6'0""",73kg / 161lbs,Right,70,CDM,0,"Jul 10, 2015",N/A,€1.5M,€15K,€3.3M,262,41,63,40,76,42,316,68,48,56,72,72,319,67,60,66,68,58,305,64,53,65,57,66,322,69,68,65,67,53,63,206,70,67,69,60,13,9,14,11,13,1790,384,3,3,N/A,N/A,1,Lean (170-185),No,63,62,64,68,66,61
Bartol Franjić,"CDM, CB, LB, CDM",Premier League (Ukraine),2022,2027,24,70,74,254928,"188cm / 6'2""",78kg / 172lbs,Left,71,CDM,4,"Jul 1, 2022",N/A,€2.1M,€13K,€4.8M,270,55,42,70,64,39,298,63,39,56,70,70,326,76,63,58,69,60,355,64,82,77,75,57,318,73,72,50,65,58,64,196,67,65,64,53,7,14,13,8,11,1816,388,3,2,N/A,N/A,1,Lean (185+),Yes,69,50,62,65,67,75
Pedro Henrique Azevedo Pereira,"LB, LWB",Premier League (Ukraine),2023,2028,21,70+1,78+1,277193,"177cm / 5'10""",65kg / 143lbs,Left,71,LWB,8,"Jul 19, 2023",N/A,€3.4M,€11K,€8.2M,242,69,24,57+3,65,27+7,291,71+1,56+4,32,63+4,69+3,370,83+6,81+9,69+1,63,74,284,48,72+8,74,58+4,32,260,58,70,55+4,46,31,62,193,60,66-1,67-1,54,14,10,10,11,9,1694,371,3,2,N/A,N/A,1,Lean (170-185),No,82,32,60,70,64,63
Irakli Azarov,"LB, LM, LWB",Premier League (Ukraine),2023,2028,22,70,79,278075,"179cm / 5'10""",56kg / 123lbs,Left,71,LWB,9,"Aug 22, 2023",N/A,€3.4M,€13K,€8.2M,251,68,31,54,71,27,293,71,57,26,69,70,367,79+2,77+3,76,66,69,271,50,64+1,71,52,34,278,48,72,61,65,32,61,190,60,66,64,59,12,12,15,14,6,1709,372,2,3,N/A,N/A,1,Lean (170-185),No,78,37,66,70,64,57
Newerton Martins da Silva,"LW, LM, RM",Premier League (Ukraine),2023,2028,19,70+1,82,277194,"167cm / 5'6""",60kg / 132lbs,Right,72,RM,12,"Jul 21, 2023",N/A,€3.8M,€12K,€9.1M,268,60,60,38,63,47+3,325,81+1,58+8,45+4,64,77+1,411,85+2,82+2,87+3,65+2,92,273,63+1,52+2,63+3,44+3,51+3,248,31,36+5,66+1,61,54,61,73,23+1,26+5,24-1,52,9,8,11,11,13,1650,356,3,4,N/A,N/A,1,Lean (170-),No,83,58,61,79,28,47
Taras Mykhavko,"CB, CB",Premier League (Ukraine),2023,2028,19,69+1,83+1,71330,"187cm / 6'2""",78kg / 172lbs,Left,71,CB,14,"Jul 26, 2023",N/A,€3.1M,€10K,€8.8M,223,33,24,70+2,70,26,241,56,28,27,69,61+1,323,66,67+2,60,67,63,283,53,75+3,62+1,72+2,21,242,61,71+2,38,42,30,61,205,69,69+1,67+1,35,6,7,6,9,7,1552,345,3,2,N/A,N/A,1,Normal (185+),No,67,30,53,59,69,67
Kostyantyn Vivcharenko,"LB, LB",Premier League (Ukraine),2022,2025,22,69,79,271542,"178cm / 5'10""",76kg / 168lbs,Left,69,LB,10,"Jul 1, 2022",N/A,€3M,€12K,€7.2M,276,65,46,56,69,40,302,69,51,45,70,67,346,74,71,66,68,67,306,56,70,68,66,46,298,65,69,60,62,42,63,192,63,66,63,56,8,9,12,13,14,1776,384,3,2,N/A,N/A,1,Normal (170-185),No,72,48,65,68,64,67
Kiril Fesiun,"GK, GK",Premier League (Ukraine),2024,2029,21,69-1,77-1,72917,"191cm / 6'3""",80kg / 176lbs,Right,69,GK,8,"Jun 25, 2024",N/A,€2.7M,€5K,€6.5M,81,10,8,13,41,9,89,9,12,11,44,13,185,37,34,30,58,26,205,51-1,59,28,61,6,108,27,16,5,46,14,44,30,9,11,10,347,70,67,68-1,71-1,71,1045,383,3,1,N/A,N/A,1,Lean (185+),No,70,67,68,71,36,71
Yehor Nazaryna,"CM, CDM, CM",Premier League (Ukraine),2022,2027,26,69,69,242021,"183cm / 6'0""",75kg / 165lbs,Right,69,CM,0,"Sep 22, 2022",N/A,€1.5M,€15K,€3.3M,300,58,55,57,72,58,337,73,65,58,69,72,345,67,70,73,69,66,328,64,67,69,65,63,313,55,69,63,66,60,60,187,67,62,58,48,8,5,12,10,13,1858,395,3,3,N/A,N/A,1,Lean (170-185),No,69,59,67,72,64,64
Eguinaldo de Sousa Lemos,"LM, LW, ST, CAM",Premier League (Ukraine),2023,2028,19,69,81,277448,"175cm / 5'9""",69kg / 152lbs,Right,70,CAM,12,"Jul 31, 2023",N/A,€3.3M,€10K,€7.9M,290,53,66,61+2,60,50,295,76,48+6,47+6,51,73,408,90+2,87+2,82+1,68,81+3,300,64+3,72+4,62+2,51+3,51,266,57+4,18,69,61,61+6,62,78,25,25,28,45,10,8,6,10,11,1682,365,4,3,N/A,N/A,1,Normal (170-185),No,88,62,56,75,28,56
Maksym Bragaru,"LB, LM, CM",Premier League (Ukraine),2024,2028,21,68,76,72669,"172cm / 5'8""",60kg / 132lbs,Right,71,CM,8,"Jul 1, 2024",N/A,€2.6M,€10K,€6.2M,285,60,53,57,70-1,45,320,77,54,47+2,68-2,74,350,72,70,69,68,71,312,59,66,77,58,52,314,68,66,66,66-1,48+4,61,182,61+1,62,59,52,9,11,13,13,6,1815,391,3,3,N/A,N/A,1,Lean (170-185),No,71,54,65,74,62,65
Valentyn Rubchynskyi,"CM, CAM",Premier League (Ukraine),2024,2028,22,68,76,73094,"165cm / 5'5""",58kg / 128lbs,Right,70,CAM,8,"Jul 3, 2024",N/A,€2.7M,€13K,€6.5M,270,56,52,42,75,45,315,69,59,51,68,68,385,75,72,82,67,89,284,61,50,70,46,57,299,65,62,60,68,44,72,183,60,64,59,59,10,12,14,12,11,1795,381,3,3,N/A,N/A,1,Lean (170-),No,73,54,67,71,60,56
Maksym Dyachuk,"CB, CB",Premier League (Ukraine),2022,2028,20,68,79,274729,"185cm / 6'1""",77kg / 170lbs,Right,70,CB,11,"Jul 1, 2022",N/A,€2.5M,€10K,€6M,232,36,25,63,70,38,256,59,39,33,67,58,313,62,65,56,68,62,277,46,70,64,70,27,274,71,73,36,52,42,55,198,63,69,66,50,9,14,9,9,9,1600,347,3,2,N/A,N/A,1,Normal (185+),No,64,32,56,59,67,69
Brayan Ceballos,"CB, CB",Premier League (Ukraine),2023,2026,23,68,76,276960,"183cm / 6'0""",77kg / 170lbs,Right,70,CB,8,"Jul 11, 2023",N/A,€2.5M,€12K,€6M,217,45,20,65,66,21,217,46,35,23,65,48,303,65,63,55,66,54,274,39,76,56,78,25,225,70,68,28,27,32,50,206,70,69,67,48,13,13,7,7,8,1490,329,3,2,N/A,N/A,1,Lean (170-185),No,64,26,50,49,69,71
Maryan Shved,"RM, RM",Premier League (Ukraine),2022,2027,26,68,68,230559,"171cm / 5'7""",63kg / 139lbs,Left,68,RM,0,"Aug 31, 2022",N/A,€1.3M,€14K,€2.9M,308,66,66,58,62,56,324,73,65,58,57,71,362,72,72,73,62,83,308,74,60,59,48,67,270,42,30,67,65,66,62,103,42,39,22,48,5,11,10,11,11,1723,362,3,3,N/A,N/A,1,Lean (170-185),No,72,67,63,72,38,50
Mykola Mykhailenko,"CM, CM",Premier League (Ukraine),2021,2025,23,67,74,74069,"181cm / 5'11""",66kg / 146lbs,Right,69,CM,7,"Jul 1, 2021",N/A,€2M,€12K,€4.8M,301,57,58,63,71,52,309,69,51,54,68,67,333,68,66,68,64,67,333,64,71,69,68,61,308,51,68,61,67,61,62,183,63,62,58,56,10,13,10,11,12,1823,388,3,3,N/A,N/A,1,Lean (170-185),No,67,60,65,68,63,65
Kristian Bilovar,"CB, CB",Premier League (Ukraine),2021,2025,23,67+2,74+2,277442,"191cm / 6'3""",71kg / 157lbs,Right,69,CB,7,"Jul 1, 2021",N/A,€1.9M,€12K,€4.6M,221,21,33,66,63+5,38,213,43+2,32,25,61+6,52+4,300,64+1,71,48+2,65+5,52,298,52,74,65,74,33,216,59,66+3,20,34,37,61+4,203,68+2,69,66,54,8,9,12,15,10,1505,336,3,2,N/A,N/A,1,Lean (185+),No,68,37,45,49,68,69
Vinícius Tobías da Silva,"RB, RB",Premier League (Ukraine),2022,2029,20,66,80,268411,"175cm / 5'9""",66kg / 146lbs,Right,66,RB,14,"Jan 16, 2022",N/A,€2M,€10K,€5.7M,258,60,42,57,61,38,287,67,48,48,56,68,364,77,76,70,65,76,300,54,72,66,64,44,296,63,64,61,59,49,60,183,60,63,60,47,7,8,15,10,7,1735,374,3,3,N/A,N/A,1,Lean (170-185),No,76,46,58,68,61,65
Ruslan Neshcheret,"GK, GK",Premier League (Ukraine),2019,2027,22,65,74,252789,"190cm / 6'3""",81kg / 179lbs,Right,65,GK,9,"Jan 1, 2019",N/A,€1.4M,€7K,€3.4M,93,10,9,14,51,9,104,11,10,12,55,16,169,29,24,29,59,28,204,50,57,26,65,6,103,27,13,7,43,13,40,33,8,14,11,323,65,62,66,64,66,1029,350,3,1,N/A,N/A,1,Normal (185+),No,65,62,66,66,27,64
Alaa Ghram,"CB, CB",Premier League (Ukraine),2024,2029,22,65,74,72919,"190cm / 6'3""",79kg / 174lbs,Right,67,CB,9,"Jun 26, 2024",N/A,€1.5M,€11K,€3.6M,223,43,32,64,59,25,240,58,42,21,58,61,327,73,70,62,62,60,296,56,78,65,73,24,264,62,64,38,43,57,52,194,63,66,65,45,6,11,6,15,7,1589,349,3,2,N/A,N/A,1,Lean (185+),No,71,36,50,59,64,69
Maryan Faryna,"CB, LB, CB",Premier League (Ukraine),2022,2026,20,65,77,271549,"180cm / 5'11""",81kg / 179lbs,Left,67,CB,12,"Jul 1, 2022",N/A,€1.6M,€10K,€3.8M,241,49,27,70,61,34,251,60,37,30,63,61,320,69,68,61,60,62,289,52,73,67,66,31,240,57,71,37,36,39,52,189,62,65,62,50,13,6,12,14,5,1580,344,3,2,N/A,N/A,1,Normal (170-185),No,68,34,51,60,66,65
Matviy Ponomarenko,"ST, ST",Premier League (Ukraine),2023,2026,18,64,82,71066,"188cm / 6'2""",89kg / 196lbs,Right,66,ST,18,"Nov 3, 2023",N/A,€1.5M,€10K,€4.2M,269,30,65,63,55,56,254,58,47,41,49,59,316,68,70,59,64,55,319,68,69,59,63,60,265,61,23,66,57,58,53,64,17,25,22,50,7,12,15,7,9,1537,327,4,2,N/A,N/A,1,Normal (185+),No,69,64,48,58,26,62
Anton Hluschenko,"LW, LM, CAM",Premier League (Ukraine),2024,2028,20,64,75,74097,"185cm / 6'1""",77kg / 170lbs,Right,65,CAM,11,"Aug 1, 2024",N/A,€1.3M,€11K,€3.1M,280,55,58,57,57,53,284,69,49,42,58,66,343,75,72,69,61,66,315,65,69,64,60,57,282,59,39,62,60,62,58,103,37,35,31,46,12,7,10,6,11,1653,354,3,3,N/A,N/A,1,Lean (185+),No,73,59,56,67,38,61
Samba Diallo,"LM, RM",Premier League (Ukraine),2022,2026,21,63,73,274728,"168cm / 5'6""",64kg / 141lbs,Right,64,RM,10,"Sep 1, 2022",N/A,€1.1M,€10K,€2.6M,253,57,59,34,60,43,266,66,46,39,51,64,360,72,69,68,63,88,293,65,53,59,58,58,231,51,17,62,53,48,46,69,21,22,26,52,11,13,8,8,12,1524,329,3,3,N/A,N/A,1,Stocky (170-),No,70,59,55,66,22,57
Navin Malysh,"RB, RB",Premier League (Ukraine),2020,2026,20,62,76,277443,"185cm / 6'1""",73kg / 161lbs,Right,62,RB,14,"Jan 1, 2020",N/A,€925K,€9K,€2.6M,209,54,38,47,49,21,205,52,33,34,38,48,332,76,74,61,61,60,275,47,62,73,57,36,235,47,58,50,41,39,45,173,51,59,63,63,15,11,11,12,14,1492,326,3,2,N/A,N/A,1,Lean (185+),No,75,39,45,52,56,59
