Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Issam Chebake,"RB, RB",1. Division (Cyprus),2021,2025,34,69,69,223511,"175cm / 5'9""",71kg / 157lbs,Right,69,RB,0,"Jul 26, 2021",N/A,€500K,€19K,€1.1M,280,66,41,66,63,44,295,71,51,49,62,62,337,66,67,69,65,70,313,57,70,73,64,49,300,73,66,58,46,57,62,203,66,70,67,55,9,11,14,10,11,1783,376,2,2,N/A,N/A,1,Normal (170-185),No,67,48,59,67,67,68
Georgi Kostadinov,"CDM, CM, CDM",1. Division (Cyprus),2022,2025,33,69,69,234234,"185cm / 6'1""",75kg / 165lbs,Right,69,CDM,0,"Jul 26, 2022",N/A,€700K,€19K,€1.5M,267,53,48,60,69,37,262,60,34,40,66,62,313,62,65,55,67,64,347,73,71,73,72,58,311,71,68,65,61,46,64,208,68,71,69,60,14,12,6,14,14,1768,381,3,2,N/A,N/A,1,Normal (185+),No,64,55,61,61,68,72
Kingsley Sarfo,"CAM, CM, RM, LW",1. Division (Cyprus),2022,2025,29,69,69,237364,"166cm / 5'5""",63kg / 139lbs,Left,70,LW,0,"Feb 1, 2022",N/A,€1.4M,€20K,€3.1M,286,61,64,36,64,61,338,77,68,56,59,78,395,81,70,90,61,93,278,48,53,74,48,55,261,35,53,63,65,45,72,135,49,45,41,64,13,13,10,15,13,1757,373,2,4,N/A,N/A,1,Normal (170-),No,75,58,63,78,47,52
Radosav Petrović,"CDM, CB, CDM",1. Division (Cyprus),2023,2025,35,68,68,195087,"193cm / 6'4""",83kg / 183lbs,Right,68,CDM,0,"Jul 19, 2023",N/A,€350K,€14K,€770K,265,49,48,67,65,36,269,60,36,46,64,63,203,37,33,32,65,36,345,63,68,70,80,64,310,75,69,55,64,47,67,197,68,70,59,56,11,15,9,14,7,1645,350,3,2,N/A,N/A,1,Lean (185+),No,35,54,59,58,68,76
Anastasios Donis,"ST, RM, RW",1. Division (Cyprus),2023,2025,27,68,68,227732,"178cm / 5'10""",77kg / 170lbs,Right,69,RW,0,"Jul 19, 2023",N/A,€1.3M,€20K,€2.9M,324,64,70,62,63,65,297,72,57,47,50,71,372,80,79,73,64,76,337,69,75,65,61,67,272,56,20,67,62,67,61,64,22,18,24,60,8,14,12,15,11,1726,366,4,3,N/A,N/A,1,Normal (170-185),Yes,79,69,60,71,25,62
Marius Corbu,"CAM, CDM, CAM",1. Division (Cyprus),2024,2028,22,67,75,73217,"176cm / 5'9""",69kg / 152lbs,Right,69,CAM,8,"Jul 8, 2024",N/A,€2.3M,€16K,€5.5M,272,51,60,50,69,42,309,70,52,47,71,69,343,70,67,68,67,71,307,65,61,67,58,56,293,67,47,66,68,45,68,162,51,58,53,48,12,9,13,7,7,1734,374,4,3,N/A,N/A,1,Lean (170-185),No,68,59,64,69,52,62
Xavier Quintillà Guasch,"LB, LM, LB",1. Division (Cyprus),2024,2025,27,67,67,215725,"177cm / 5'10""",71kg / 157lbs,Left,67,LB,0,"Jul 1, 2024",N/A,€975K,€17K,€2.1M,292,63,46,64,64,55,324,65,65,65,63,66,337,71,69,69,66,62,318,65,70,70,59,54,293,66,64,59,56,48,66,192,64,65,63,51,14,9,7,7,14,1807,379,3,2,N/A,N/A,1,Lean (170-185),No,70,53,62,66,64,64
Stefan Dražić,"ST, ST",1. Division (Cyprus),2024,2026,31,67,67,239612,"187cm / 6'2""",79kg / 174lbs,Right,67,ST,0,"Jul 1, 2024",N/A,€850K,€20K,€1.9M,303,48,68,65,62,60,288,66,57,56,47,62,312,62,67,60,69,54,346,69,73,71,72,61,288,64,21,70,67,66,61,71,20,28,23,63,8,15,15,13,12,1671,349,3,3,N/A,N/A,1,Normal (185+),No,65,66,57,64,27,70
David Abagna,"CAM, CM, RM",1. Division (Cyprus),2024,2027,25,66,68,74321,"177cm / 5'10""",72kg / 159lbs,Right,69,RM,2,"Aug 8, 2024",N/A,€1.1M,€17K,€2.5M,283,61,61,44,66,51,312,70,57,52,65,68,355,74,70,74,64,73,317,66,59,71,61,60,297,54,53,65,63,62,60,159,51,56,52,64,13,15,11,12,13,1787,380,3,3,N/A,N/A,1,Normal (170-185),No,72,62,63,69,52,62
Giannis Satsias,"CM, CDM, CAM",1. Division (Cyprus),2020,2026,21,66,72,263361,"181cm / 5'11""",70kg / 154lbs,Right,69,CAM,6,"Jul 1, 2020",N/A,€1.4M,€13K,€3.4M,284,47,59,58,71,49,277,65,45,36,63,68,359,75,73,70,67,74,321,60,69,74,60,58,317,64,66,67,64,56,62,183,55,63,65,52,7,15,8,15,7,1793,387,3,2,N/A,N/A,1,Normal (170-185),No,74,59,61,67,61,65
Andreas Christodoulou,"GK, GK",1. Division (Cyprus),2022,2027,27,66,68,269880,"188cm / 6'2""",83kg / 183lbs,Right,66,GK,2,"Jun 27, 2022",N/A,€775K,€11K,€1.8M,70,9,9,20,25,7,93,20,22,9,21,21,217,47,41,39,45,45,198,47,61,24,58,8,87,22,11,9,30,15,38,30,9,12,9,333,70,65,63,67,68,1028,378,2,1,N/A,N/A,1,Normal (185+),No,70,65,63,68,45,67
Gabriel Roberto Pereira,"GK, GK",1. Division (Cyprus),2024,2029,21,65,72,258480,"195cm / 6'5""",80kg / 176lbs,Right,65,GK,7,"Jul 16, 2024",N/A,€1.2M,€6K,€2.9M,71,15,8,10,28,10,71,10,13,9,27,12,154,31,22,23,55,23,207,48,56,26,65,12,97,28,9,3,39,18,24,31,8,12,11,327,64,66,64,66,67,958,354,3,1,N/A,N/A,1,Normal (185+),No,64,66,64,67,27,66
Algassime Bah,"ST, LW, ST",1. Division (Cyprus),2024,2027,21,64+2,74-2,262844,"182cm / 6'0""",75kg / 165lbs,Right,66,ST,10,"Aug 10, 2024",N/A,€1.3M,€14K,€3.1M,302,61,65+1,69+1,55,52+4,247,67+1,45+8,29,48,58+2,375,85,87,80,50,73+3,319,53+8,82,67+2,68,49,270,62+2,22,67+2,56,63,50,74,25,26+4,23+6,50,8,7,12,14,9,1637,359,3,3,N/A,N/A,1,Lean (170-185),No,86,59,54,64,29,67
Gabriel Maioli da Silva,"RW, LW, RW",1. Division (Cyprus),2024,2028,21,63,72,72957,"177cm / 5'10""",75kg / 165lbs,Right,65,RW,9,"Jan 31, 2024",N/A,€1.1M,€14K,€2.6M,273,54,65,41,64,49,270,64,48,38,60,60,341,73,70,71,58,69,273,56,52,57,54,54,257,48,35,61,68,45,53,104,33,35,36,57,9,14,14,11,9,1575,341,3,3,N/A,N/A,1,Normal (170-185),No,71,59,60,63,35,53
João Luiz da Silva Cipriano,"CB, CB",1. Division (Cyprus),2024,2028,21,62,70,72944,"197cm / 6'6""",88kg / 194lbs,Left,64,CB,8,"Jan 31, 2024",N/A,€825K,€11K,€2M,212,35,31,62,51,33,199,42,35,29,47,46,270,56,61,52,61,40,307,49,75,65,83,35,208,51,59,29,31,38,46,182,57,63,62,38,6,15,5,7,5,1416,313,2,2,N/A,N/A,1,Normal (185+),No,59,36,41,45,60,72
Vitor Alves Meer,"LB, LM",1. Division (Cyprus),2024,2028,20,62,74,72945,"176cm / 5'9""",72kg / 159lbs,Left,63,LM,12,"Jul 1, 2024",N/A,€925K,€11K,€2.2M,219,63,28,47,60,21,275,64,58,29,62,62,345,74,71,69,60,71,252,46,57,65,54,30,265,58,61,55,59,32,54,162,49,56,57,41,6,11,9,8,7,1559,340,3,2,N/A,N/A,1,Lean (170-185),No,72,33,59,64,54,58
Paris Polykarpou,"CDM, CB, CB",1. Division (Cyprus),2019,2026,23,62,69,263388,"182cm / 6'0""",74kg / 163lbs,Right,64,CB,7,"Jul 1, 2019",N/A,€750K,€14K,€1.8M,220,41,29,59,63,28,250,55,40,32,59,64,310,64,63,59,59,65,266,47,63,68,59,29,249,65,60,40,45,39,55,187,64,63,60,47,7,5,11,12,12,1529,333,3,2,N/A,N/A,1,Lean (170-185),No,63,34,52,59,62,63
Lautaro Cano,"LB, LB",1. Division (Cyprus),2024,2025,21,60,69,74100,"170cm / 5'7""",67kg / 148lbs,Left,60,LB,9,"Jan 1, 2024",N/A,€525K,€11K,€1.3M,233,57,37,52,58,29,252,60,44,30,59,59,331,66,65,67,56,77,262,48,58,62,55,39,256,55,61,51,57,32,53,161,52,57,52,54,10,10,14,11,9,1549,334,3,2,N/A,N/A,1,Normal (170-),No,65,40,56,61,55,57
Panagiotis Kattirtzis,"CM, CAM",1. Division (Cyprus),2023,2026,18,58+2,72+2,73866,"175cm / 5'9""",63kg / 139lbs,Right,61,CAM,14,"Jul 1, 2023",N/A,€475K,€10K,€1.3M,233,46+1,43+6,44+3,62+3,38+3,268,63+4,50+7,34,58+2,63+2,332,66+2,67+5,68+3,53+3,78+1,264,49,51+5,61+3,56+3,47+3,264,58+1,52+3,53+2,62+2,39+2,49,152,50+2,53+6,49+5,53,14,6,7,12,14,1566,339,3,2,N/A,N/A,1,Normal (170-185),No,67,45,56,63,51,57
Christos Karanatsios,"CAM, CAM",1. Division (Cyprus),2024,2027,20,58,69,74354,"172cm / 5'8""",68kg / 150lbs,Right,60,CAM,11,"Aug 10, 2024",N/A,€450K,€12K,€1.1M,256,54,54,47,58,43,268,58,51,48,54,57,325,64,66,68,53,74,240,56,41,52,38,53,238,42,29,59,59,49,51,108,34,36,38,40,8,7,9,7,9,1475,311,3,3,N/A,N/A,1,Normal (170-185),No,65,54,56,59,35,42
Charles Yaw Appiah,"RW, CAM",1. Division (Cyprus),2024,2027,18,57,72,73867,"167cm / 5'6""",60kg / 132lbs,Left,58,CAM,15,"Jul 1, 2024",N/A,€375K,€11K,€1.1M,239,53,51,39,54,42,248,61,49,37,43,58,354,73,71,77,48,85,249,53,46,54,47,49,205,39,23,52,51,40,47,68,21,25,22,42,6,12,9,8,7,1405,306,3,3,N/A,N/A,1,Lean (170-),No,72,50,50,62,25,47
