Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Georgios Antzoulas,"CB, CB",Veikkausliiga (Finland),2024,2025,24,60,65,73722,"188cm / 6'2""",77kg / 170lbs,Right,62,CB,5,"Jul 18, 2024",N/A,€325K,€11K,€723K,259,49,48,61,62,39,228,52,32,28,58,58,284,62,62,50,58,52,290,46,69,64,69,42,262,62,56,56,52,36,60,170,56,58,56,45,7,13,11,7,7,1538,339,3,2,N/A,N/A,1,Lean (185+),No,62,46,54,54,57,66
Kevin Kouassivi-Benissan,"RB, RM, RM",Veikkausliiga (Finland),2018,2025,25,60,65,242149,"185cm / 6'1""",74kg / 163lbs,Right,62,RM,5,"Jan 1, 2018",N/A,€325K,€12K,€723K,250,60,52,49,58,31,263,60,51,36,55,61,344,77,78,66,56,67,286,57,63,62,57,47,248,52,52,55,54,35,50,161,53,55,53,49,14,8,5,8,14,1601,356,3,2,N/A,N/A,1,Normal (185+),No,78,50,56,61,53,58
Kevor Palumets,"CM, CDM, CAM, CM",Veikkausliiga (Finland),2022,2025,21,60,72,271719,"187cm / 6'2""",75kg / 165lbs,Left,62,CM,12,"Sep 6, 2022",N/A,€600K,€10K,€1.4M,272,52,51,62,63,44,306,61+1,61,54,65,65+2,314,63,67,64,58+1,62,319,58,69,70,68,54,286,60,55,52,54,65,55,150,54,52,44,38,6,9,9,8,6,1685,359,4,2,N/A,N/A,1,Normal (185+),No,65,53,59,62,53,67
Roni Hudd,"ST, ST",Veikkausliiga (Finland),2024,2026,19,58,73,74744,"174cm / 5'9""",69kg / 152lbs,Right,60,ST,15,"Aug 26, 2024",N/A,€475K,€11K,€1.3M,240,26,60,51,58,45,244,57,41,45,41,60,339,78,76,55,54,76,269,56,57,54,45,57,223,43,15,58,47,60,40,57,11,25,21,60,10,11,10,15,14,1432,306,3,3,N/A,N/A,1,Normal (170-185),No,77,58,45,58,21,47
Brooklyn Lyons-Foster,"CB, RB, CB",Veikkausliiga (Finland),2024,2025,23,58,66,243848,"185cm / 6'1""",74kg / 163lbs,Right,60,CB,8,"Feb 14, 2024",N/A,€425K,€11K,€999K,204,40,24,57,53,30,195,38,33,28,46,50,276,54+2,56+1,48,55+1,63,248,42,62,54+5,67,23,233,59,58,30,39,47,50,171,56,60,55,39,6,10,9,8,6,1366,293,3,2,N/A,N/A,1,Lean (185+),No,55,29,44,45,58,62
Michael Boamah,"CB, CB",Veikkausliiga (Finland),2024,2026,21,56,67,71943,"190cm / 6'3""",78kg / 172lbs,Right,58,CB,11,"Jan 1, 2024",N/A,€300K,€9K,€705K,171,27,16,54,48,26,180,46,24,21,41,48,288,68,70,46,55,49,241,39,63,60+2,63,16,202,57,56,25,30,34,47,162,54,55,53,45,12,10,6,10,7,1289,291,3,2,N/A,N/A,1,Normal (185+),No,69,22,37,47,55,61
Miska Ylitolva,"RB, RM, RB",Veikkausliiga (Finland),2022,2026,20,56,69,266676,"178cm / 5'10""",69kg / 152lbs,Right,56,RB,13,"Jan 20, 2022",N/A,€325K,€9K,€902K,206,50,30,45,49,32,219,51,48,25,41,54,337,75,72,70,45,75,219,23,52,67,49,28,230,59,51,46,41,33,42,152,48,53,51,53,13,11,6,11,12,1416,307,3,2,N/A,N/A,1,Normal (170-185),No,73,29,45,54,50,56
Liam Möller,"CAM, RW, CAM",Veikkausliiga (Finland),2023,2026,19,56+2,72+2,275331,"174cm / 5'9""",66kg / 146lbs,Right,58,CAM,16,"May 9, 2023",N/A,€375K,€10K,€1M,233,50+1,46,35,54+2,48,264,52+2,56,45,52+1,59+1,349,74,72,70,58+2,75,239,54,41+2,53+2,44+2,47,233,48,29,55+3,53,48,52+1,102,36,34,32,54,6,9,15,11,13,1474,311,4,2,N/A,N/A,1,Normal (170-185),No,73,48,52,57,34,47
Niilo Kujasalo,"CM, CM",Veikkausliiga (Finland),2024,2024,20,53,62,71945,"182cm / 6'0""",73kg / 161lbs,Left,55,CM,9,"Jan 1, 2024",N/A,€200K,€10K,€470K,220,37,41,48,55,39,224,49,32,38,53,52,297,61,63,56,54,63,265,52,53,59,56,45,252,52,48,53,55,44,48,126,37,48,41,53,14,11,9,11,8,1437,308,3,2,N/A,N/A,1,Normal (170-185),No,62,45,49,52,44,56
Nils Svensson,"CB, LB",Veikkausliiga (Finland),2024,2024,22,52,62,73726,"185cm / 6'1""",75kg / 165lbs,Left,55,LB,10,"Jul 6, 2024",N/A,€170K,€11K,€400K,214,47,32,48,52,35,232,44,48,40,50,50,278,58,55,56,51,58,248,58,48,65,54,23,218,60,48,35,40,35,45,159,51,55,53,34,5,8,7,5,9,1383,298,2,2,N/A,N/A,1,Lean (185+),No,56,36,48,48,52,58
